step,ram-cpu_queue-proxy,ram-cpu_user-container,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu_queue-proxy,cpu-cpu_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,gpu_gpu_0
61,17.2 MB,11.8 GB,,,2.52 ms,4.54 s,,,
62,,,,,,,,,
63,17.2 MB,11.8 GB,,,1.70 ms,5.16 s,,,
64,,,,,,,,,
65,17.2 MB,11.8 GB,,,1.70 ms,5.38 s,,,
66,,,,,,,,,
67,17.3 MB,11.8 GB,,,1.37 ms,5.98 s,,,
68,,,,,,,,,
69,17.3 MB,11.8 GB,,,1.37 ms,6.21 s,,,
70,,,,,,,,,
71,17.3 MB,11.8 GB,,,1.37 ms,6.45 s,,,
72,,,,,,,,,
73,17.3 MB,11.8 GB,,,1.37 ms,6.69 s,,,
74,,,,,,,,,
75,17.3 MB,11.8 GB,,,646 µs,6.92 s,,,
76,,,,,,,,,
77,17.3 MB,11.8 GB,,,646 µs,7.24 s,,,
78,,,,,,,,,
79,17.3 MB,11.8 GB,,,646 µs,7.59 s,,,
80,,,,,,,,,
81,17.3 MB,11.8 GB,,,646 µs,7.86 s,,,
82,,,,,,,,,
83,17.3 MB,11.8 GB,,,646 µs,7.95 s,,,
84,,,,,,,,,
85,17.3 MB,11.8 GB,,,646 µs,7.95 s,,,
86,,,,,,,,,
87,17.3 MB,11.8 GB,,,646 µs,7.95 s,,,
88,,,,,,,,,
89,17.3 MB,11.8 GB,,,646 µs,7.95 s,,,
90,,,,,,,,,
91,17.3 MB,11.8 GB,,,547 µs,7.95 s,,,
92,,,,,,,,,
93,17.3 MB,11.8 GB,,,662 µs,6.70 s,,,
94,,,,,,,,,
95,17.3 MB,11.8 GB,,,662 µs,7.97 s,,,
96,,,,,,,,,
97,17.3 MB,11.8 GB,,,662 µs,7.97 s,,,
98,,,,,,,,,
99,17.3 MB,11.8 GB,,,550 µs,7.97 s,,,
100,,,,,,,,,
101,17.4 MB,11.8 GB,,,705 µs,7.97 s,,,
102,,,,,,,,,
103,17.4 MB,11.8 GB,,,705 µs,7.97 s,,,
104,,,,,,,,,
105,17.4 MB,11.8 GB,,,705 µs,7.97 s,,,
106,,,,,,,,,
107,17.4 MB,11.8 GB,,,705 µs,6.69 s,,,
108,,,,,,,,,
109,17.4 MB,11.8 GB,,,705 µs,7.96 s,,,
110,,,,,,,,,
111,17.4 MB,11.8 GB,,,721 µs,7.97 s,,,
112,,,,,,,,,
113,17.4 MB,11.8 GB,,,721 µs,7.97 s,,,
114,,,,,,,,,
115,17.4 MB,11.8 GB,,,716 µs,7.97 s,,,
116,,,,,,,,,
117,17.4 MB,11.8 GB,,,716 µs,7.97 s,,,
118,,,,,,,,,
119,17.4 MB,11.8 GB,,,716 µs,7.97 s,,,
120,,,,,,,,,
121,17.4 MB,11.8 GB,,,716 µs,7.97 s,,,
122,,,,,,,,,
123,17.4 MB,11.8 GB,,,716 µs,7.97 s,,,
124,,,,,,,,,
125,17.4 MB,11.8 GB,3.37 MB,2.97 MB,716 µs,6.66 s,,,0%
126,,,,,,,,,
127,17.4 MB,11.8 GB,3.37 MB,2.97 MB,746 µs,7.95 s,,,0%
128,,,,,,,,,
129,17.4 MB,11.8 GB,3.37 MB,2.97 MB,746 µs,7.95 s,,,0%
130,,,,,,,,,
131,17.5 MB,11.8 GB,3.37 MB,2.97 MB,761 µs,7.95 s,,,0%
132,,,,,,,,,
133,17.5 MB,11.8 GB,3.37 MB,2.97 MB,761 µs,7.95 s,,,0%
134,,,,,,,,,
135,17.5 MB,11.8 GB,3.37 MB,2.97 MB,761 µs,7.95 s,,,0%
136,,,,,,,,,
137,17.5 MB,11.8 GB,3.37 MB,2.97 MB,761 µs,7.95 s,,,0%
138,,,,,,,,,
139,17.5 MB,11.8 GB,3.37 MB,2.97 MB,761 µs,7.95 s,,,0%
140,,,,,,,,,
141,17.5 MB,11.8 GB,7.12 MB,3.34 GB,610 µs,7.93 s,3.12 ms,243 ms,0%
142,,,,,,,,,
143,17.5 MB,11.8 GB,7.12 MB,3.34 GB,635 µs,7.93 s,3.45 ms,272 ms,0%
144,,,,,,,,,
145,17.5 MB,11.8 GB,7.12 MB,3.34 GB,752 µs,7.93 s,3.78 ms,301 ms,0%
146,,,,,,,,,
147,17.5 MB,11.8 GB,7.12 MB,3.34 GB,632 µs,7.93 s,4.10 ms,330 ms,0%
148,,,,,,,,,
149,17.5 MB,11.8 GB,7.12 MB,3.34 GB,723 µs,7.93 s,4.43 ms,358 ms,0%
150,,,,,,,,,
151,17.5 MB,11.8 GB,7.12 MB,3.34 GB,723 µs,7.92 s,4.76 ms,387 ms,0%
152,,,,,,,,,
153,17.5 MB,11.8 GB,7.20 MB,3.34 GB,723 µs,7.92 s,4.43 ms,416 ms,0%
154,,,,,,,,,
155,17.5 MB,11.8 GB,7.20 MB,3.34 GB,723 µs,7.93 s,4.71 ms,445 ms,0%
156,,,,,,,,,
157,17.5 MB,11.8 GB,7.20 MB,3.34 GB,723 µs,7.93 s,4.99 ms,474 ms,0%
158,,,,,,,,,
159,17.5 MB,11.8 GB,7.20 MB,5.72 GB,723 µs,7.93 s,5.28 ms,366 ms,0%
160,,,,,,,,,
161,17.5 MB,11.8 GB,7.20 MB,5.72 GB,708 µs,7.93 s,5.56 ms,387 ms,0%
162,,,,,,,,,
163,17.5 MB,11.8 GB,7.20 MB,5.72 GB,708 µs,7.93 s,5.84 ms,408 ms,0%
164,,,,,,,,,
165,17.5 MB,11.8 GB,7.20 MB,5.72 GB,708 µs,7.93 s,6.12 ms,428 ms,0%
166,,,,,,,,,
167,17.5 MB,11.8 GB,7.23 MB,5.72 GB,708 µs,7.93 s,4.35 ms,449 ms,0%
168,,,,,,,,,
169,17.5 MB,11.8 GB,7.23 MB,5.72 GB,708 µs,6.62 s,4.54 ms,470 ms,0%
170,,,,,,,,,
171,17.5 MB,11.8 GB,7.23 MB,5.72 GB,708 µs,6.64 s,4.73 ms,491 ms,64%
172,,,,,,,,,
173,17.5 MB,11.8 GB,7.23 MB,5.72 GB,708 µs,6.37 s,4.91 ms,512 ms,59%
174,,,,,,,,,
175,17.5 MB,11.8 GB,7.23 MB,5.72 GB,663 µs,6.11 s,5.10 ms,533 ms,59%
176,,,,,,,,,
177,17.5 MB,11.8 GB,7.23 MB,6.51 GB,560 µs,6.61 s,5.29 ms,498 ms,58%
178,,,,,,,,,
179,17.5 MB,11.8 GB,7.23 MB,6.51 GB,609 µs,6.61 s,5.47 ms,517 ms,59%
180,,,,,,,,,
181,17.5 MB,11.8 GB,7.23 MB,6.51 GB,609 µs,6.61 s,5.59 ms,536 ms,60%
182,,,,,,,,,
183,17.5 MB,11.8 GB,7.23 MB,6.51 GB,609 µs,6.61 s,4.75 ms,555 ms,62%
184,,,,,,,,,
185,17.5 MB,11.8 GB,7.23 MB,6.51 GB,609 µs,6.61 s,2.58 ms,425 ms,65%
186,,,,,,,,,
187,17.5 MB,11.8 GB,7.35 MB,6.51 GB,609 µs,6.10 s,2.09 ms,425 ms,58%
188,,,,,,,,,
189,17.5 MB,11.8 GB,7.35 MB,6.51 GB,609 µs,6.10 s,2.09 ms,425 ms,65%
190,,,,,,,,,
191,17.5 MB,11.8 GB,7.35 MB,6.51 GB,475 µs,6.10 s,2.09 ms,425 ms,64%
192,,,,,,,,,
193,17.5 MB,11.8 GB,7.35 MB,6.51 GB,568 µs,6.10 s,2.09 ms,425 ms,62%
194,,,,,,,,,
195,17.5 MB,11.8 GB,7.35 MB,6.51 GB,482 µs,6.10 s,2.09 ms,606 ms,62%
196,,,,,,,,,
197,17.5 MB,11.8 GB,7.35 MB,6.51 GB,463 µs,3.94 s,2.09 ms,606 ms,62%
198,,,,,,,,,
199,17.5 MB,11.8 GB,7.35 MB,6.51 GB,476 µs,3.94 s,2.09 ms,606 ms,63%
200,,,,,,,,,
201,9.04 MB,11.8 GB,7.35 MB,6.51 GB,476 µs,2.61 s,580 µs,706 ms,59%
202,,,,,,,,,
203,9.04 MB,11.8 GB,7.45 MB,6.51 GB,476 µs,2.61 s,591 µs,706 ms,60%
204,,,,,,,,,
205,9.04 MB,11.8 GB,7.45 MB,6.51 GB,476 µs,2.61 s,591 µs,706 ms,54%
206,,,,,,,,,
207,9.04 MB,5.95 GB,7.45 MB,6.51 GB,476 µs,2.61 s,591 µs,706 ms,18%
208,,,,,,,,,
209,9.05 MB,5.95 GB,7.45 MB,6.51 GB,401 µs,2.61 s,591 µs,706 ms,60%
210,,,,,,,,,
211,9.05 MB,5.95 GB,7.45 MB,6.51 GB,401 µs,2.61 s,591 µs,792 ms,64%
212,,,,,,,,,
213,9.05 MB,5.95 GB,7.45 MB,6.51 GB,401 µs,1.89 s,592 µs,792 ms,64%
214,,,,,,,,,
215,9.05 MB,5.95 GB,7.45 MB,6.51 GB,401 µs,94.2 µs,592 µs,792 ms,64%
216,,,,,,,,,
217,9.05 MB,5.95 GB,7.45 MB,6.51 GB,401 µs,119 µs,592 µs,792 ms,62%
218,,,,,,,,,
219,9.05 MB,5.95 GB,7.45 MB,6.51 GB,401 µs,119 µs,592 µs,965 ms,64%
220,,,,,,,,,
221,9.05 MB,5.95 GB,7.66 MB,6.51 GB,273 µs,119 µs,604 µs,965 ms,62%
222,,,,,,,,,
223,9.05 MB,5.95 GB,7.66 MB,6.51 GB,327 µs,119 µs,604 µs,965 ms,59%
224,,,,,,,,,
225,9.05 MB,5.95 GB,7.66 MB,6.51 GB,273 µs,119 µs,604 µs,965 ms,59%
226,,,,,,,,,
227,9.05 MB,5.95 GB,7.66 MB,6.51 GB,262 µs,119 µs,507 µs,965 ms,27%
228,,,,,,,,,
229,9.05 MB,5.95 GB,7.66 MB,6.51 GB,251 µs,119 µs,623 µs,965 ms,60%
230,,,,,,,,,
231,9.05 MB,5.95 GB,7.66 MB,6.51 GB,240 µs,125 µs,623 µs,770 ms,63%
232,,,,,,,,,
233,9.05 MB,5.95 GB,7.66 MB,6.51 GB,230 µs,125 µs,623 µs,738 ms,60%
234,,,,,,,,,
235,9.07 MB,5.95 GB,7.77 MB,6.51 GB,326 µs,125 µs,612 µs,706 ms,62%
236,,,,,,,,,
237,9.07 MB,5.95 GB,7.77 MB,6.51 GB,326 µs,101 µs,612 µs,957 ms,64%
238,,,,,,,,,
239,9.07 MB,5.95 GB,7.77 MB,6.51 GB,324 µs,122 µs,612 µs,957 ms,60%
240,,,,,,,,,
241,9.07 MB,5.95 GB,7.77 MB,6.51 GB,324 µs,122 µs,612 µs,957 ms,65%
242,,,,,,,,,
243,9.07 MB,5.95 GB,7.77 MB,6.51 GB,324 µs,122 µs,612 µs,957 ms,65%
244,,,,,,,,,
245,9.07 MB,5.95 GB,7.77 MB,6.51 GB,324 µs,122 µs,612 µs,957 ms,62%
246,,,,,,,,,
247,9.07 MB,5.95 GB,7.85 MB,6.51 GB,324 µs,98.6 µs,592 µs,957 ms,18%
248,,,,,,,,,
249,9.13 MB,5.95 GB,7.85 MB,6.51 GB,291 µs,98.6 µs,592 µs,957 ms,63%
250,,,,,,,,,
251,9.13 MB,5.95 GB,7.85 MB,6.51 GB,291 µs,98.6 µs,592 µs,957 ms,62%
252,,,,,,,,,
253,9.13 MB,5.95 GB,7.85 MB,6.51 GB,291 µs,98.6 µs,592 µs,957 ms,63%
254,,,,,,,,,
255,9.13 MB,5.95 GB,7.85 MB,6.51 GB,291 µs,98.6 µs,592 µs,957 ms,63%
256,,,,,,,,,
257,9.13 MB,5.95 GB,7.85 MB,6.51 GB,291 µs,95.0 µs,592 µs,957 ms,60%
258,,,,,,,,,
259,9.13 MB,5.95 GB,7.85 MB,6.51 GB,283 µs,95.0 µs,592 µs,957 ms,60%
260,,,,,,,,,
261,9.13 MB,5.95 GB,7.85 MB,6.51 GB,283 µs,95.0 µs,592 µs,957 ms,60%
262,,,,,,,,,
263,9.13 MB,5.95 GB,7.85 MB,6.51 GB,283 µs,95.0 µs,364 µs,957 ms,59%
264,,,,,,,,,
265,9.13 MB,5.95 GB,7.85 MB,6.51 GB,283 µs,95.0 µs,364 µs,957 ms,60%
266,,,,,,,,,
267,9.13 MB,5.95 GB,8.20 MB,6.51 GB,283 µs,76.5 µs,623 µs,957 ms,62%
268,,,,,,,,,
269,9.13 MB,5.95 GB,8.20 MB,6.51 GB,104 µs,73.3 µs,623 µs,957 ms,61%
270,,,,,,,,,
271,9.13 MB,5.95 GB,8.20 MB,6.51 GB,104 µs,70.1 µs,623 µs,693 ms,62%
272,,,,,,,,,
273,9.13 MB,5.95 GB,8.20 MB,6.51 GB,104 µs,36.0 µs,623 µs,725 ms,61%
274,,,,,,,,,
275,9.13 MB,5.95 GB,8.20 MB,6.51 GB,104 µs,34.3 µs,623 µs,757 ms,64%
276,,,,,,,,,
277,9.13 MB,5.95 GB,8.25 MB,6.51 GB,104 µs,32.6 µs,615 µs,953 ms,41%
278,,,,,,,,,
279,9.13 MB,5.95 GB,8.25 MB,6.51 GB,131 µs,30.9 µs,615 µs,953 ms,66%
280,,,,,,,,,
281,9.13 MB,5.95 GB,8.25 MB,6.51 GB,124 µs,29.2 µs,624 µs,953 ms,66%
282,,,,,,,,,
283,9.13 MB,5.95 GB,8.25 MB,6.51 GB,117 µs,27.5 µs,624 µs,952 ms,34%
284,,,,,,,,,
285,9.13 MB,5.95 GB,8.25 MB,6.51 GB,110 µs,25.8 µs,624 µs,952 ms,64%
286,,,,,,,,,
287,9.13 MB,5.95 GB,8.25 MB,6.51 GB,103 µs,24.1 µs,624 µs,952 ms,62%
288,,,,,,,,,
289,9.13 MB,5.95 GB,8.25 MB,6.51 GB,95.7 µs,22.4 µs,624 µs,952 ms,64%
290,,,,,,,,,
291,9.13 MB,5.95 GB,8.26 MB,6.51 GB,88.7 µs,,616 µs,952 ms,65%
292,,,,,,,,,
293,9.13 MB,5.95 GB,8.26 MB,6.51 GB,81.7 µs,,616 µs,952 ms,61%
294,,,,,,,,,
295,9.13 MB,5.95 GB,8.26 MB,6.51 GB,,,635 µs,952 ms,63%
296,,,,,,,,,
297,9.13 MB,5.95 GB,8.26 MB,6.51 GB,,,635 µs,794 ms,65%
298,,,,,,,,,
299,9.13 MB,5.95 GB,8.26 MB,6.51 GB,,,635 µs,790 ms,62%
300,,,,,,,,,
301,9.13 MB,5.95 GB,8.26 MB,6.51 GB,,,635 µs,949 ms,65%
302,,,,,,,,,
303,9.13 MB,5.95 GB,8.26 MB,6.51 GB,,,635 µs,949 ms,65%
304,,,,,,,,,
305,9.13 MB,5.95 GB,8.26 MB,6.51 GB,,,635 µs,949 ms,38%
306,,,,,,,,,
307,9.13 MB,5.95 GB,8.26 MB,6.51 GB,,,363 µs,949 ms,49%
308,,,,,,,,,
309,9.13 MB,5.95 GB,8.28 MB,6.51 GB,,,509 µs,949 ms,67%
310,,,,,,,,,
311,9.13 MB,5.95 GB,8.28 MB,6.51 GB,,,599 µs,952 ms,67%
312,,,,,,,,,
313,9.13 MB,5.95 GB,8.28 MB,6.51 GB,,,599 µs,952 ms,65%
314,,,,,,,,,
315,9.13 MB,5.95 GB,8.28 MB,6.51 GB,,,599 µs,810 ms,65%
316,,,,,,,,,
317,9.13 MB,5.95 GB,8.28 MB,6.51 GB,,,599 µs,955 ms,62%
318,,,,,,,,,
319,9.13 MB,5.95 GB,8.28 MB,6.51 GB,,,599 µs,955 ms,62%
320,,,,,,,,,
321,9.13 MB,5.95 GB,8.28 MB,6.51 GB,,,599 µs,955 ms,59%
322,,,,,,,,,
323,9.13 MB,5.95 GB,8.28 MB,6.51 GB,,,512 µs,955 ms,62%
324,,,,,,,,,
325,9.13 MB,5.95 GB,8.28 MB,6.51 GB,,,492 µs,819 ms,53%
326,,,,,,,,,
327,9.13 MB,5.95 GB,8.29 MB,6.51 GB,,,586 µs,953 ms,66%
328,,,,,,,,,
329,9.13 MB,5.95 GB,8.29 MB,6.51 GB,,,586 µs,953 ms,64%
330,,,,,,,,,
331,9.13 MB,5.95 GB,8.29 MB,6.51 GB,,,586 µs,955 ms,66%
332,,,,,,,,,
333,9.13 MB,5.95 GB,8.29 MB,6.51 GB,,,586 µs,955 ms,60%
334,,,,,,,,,
335,9.13 MB,5.95 GB,8.29 MB,6.51 GB,,,586 µs,955 ms,66%
336,,,,,,,,,
337,9.13 MB,5.95 GB,8.29 MB,6.51 GB,,,584 µs,955 ms,47%
338,,,,,,,,,
339,9.13 MB,5.95 GB,8.29 MB,6.51 GB,,,584 µs,951 ms,67%
340,,,,,,,,,
341,9.13 MB,5.95 GB,8.29 MB,6.51 GB,,,584 µs,951 ms,67%
342,,,,,,,,,
343,9.13 MB,5.95 GB,8.31 MB,6.51 GB,,,596 µs,788 ms,62%
344,,,,,,,,,
345,9.13 MB,5.95 GB,8.31 MB,6.51 GB,,,596 µs,820 ms,63%
346,,,,,,,,,
347,9.13 MB,5.95 GB,8.31 MB,6.51 GB,,,596 µs,950 ms,62%
348,,,,,,,,,
349,9.13 MB,5.95 GB,8.31 MB,6.51 GB,,,596 µs,950 ms,61%
350,,,,,,,,,
351,9.13 MB,5.95 GB,8.31 MB,6.51 GB,,,587 µs,830 ms,63%
352,,,,,,,,,
353,9.13 MB,5.95 GB,8.31 MB,6.51 GB,,,587 µs,798 ms,62%
354,,,,,,,,,
355,9.13 MB,5.95 GB,8.31 MB,6.51 GB,,,579 µs,767 ms,61%
356,,,,,,,,,
357,9.13 MB,5.95 GB,8.31 MB,6.51 GB,,,579 µs,735 ms,61%
358,,,,,,,,,
359,9.13 MB,5.95 GB,8.31 MB,6.51 GB,,,579 µs,703 ms,62%
360,,,,,,,,,
361,9.13 MB,5.95 GB,8.31 MB,6.51 GB,,,579 µs,676 ms,64%
362,,,,,,,,,
363,9.13 MB,5.95 GB,8.31 MB,6.51 GB,,,579 µs,954 ms,64%
364,,,,,,,,,
365,9.13 MB,5.95 GB,8.31 MB,6.51 GB,,,579 µs,954 ms,65%
366,,,,,,,,,
367,9.13 MB,5.95 GB,8.31 MB,6.51 GB,,,579 µs,954 ms,51%
368,,,,,,,,,
369,9.13 MB,5.95 GB,8.32 MB,6.51 GB,,,499 µs,954 ms,29%
370,,,,,,,,,
371,9.13 MB,5.95 GB,8.32 MB,6.51 GB,,,600 µs,956 ms,66%
372,,,,,,,,,
373,9.13 MB,5.95 GB,8.32 MB,6.51 GB,,,600 µs,958 ms,65%
374,,,,,,,,,
375,9.13 MB,5.95 GB,8.32 MB,6.51 GB,,,600 µs,958 ms,64%
376,,,,,,,,,
377,9.13 MB,5.95 GB,8.32 MB,6.51 GB,,,600 µs,958 ms,63%
378,,,,,,,,,
379,9.13 MB,5.95 GB,8.32 MB,6.51 GB,,,600 µs,958 ms,65%
380,,,,,,,,,
381,9.13 MB,5.95 GB,8.32 MB,6.51 GB,,,600 µs,958 ms,61%
382,,,,,,,,,
383,9.13 MB,5.95 GB,8.32 MB,6.51 GB,,,508 µs,958 ms,61%
384,,,,,,,,,
385,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,624 µs,958 ms,54%
386,,,,,,,,,
387,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,535 µs,963 ms,63%
388,,,,,,,,,
389,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,624 µs,961 ms,63%
390,,,,,,,,,
391,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,624 µs,961 ms,64%
392,,,,,,,,,
393,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,624 µs,961 ms,65%
394,,,,,,,,,
395,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,624 µs,961 ms,66%
396,,,,,,,,,
397,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,624 µs,961 ms,51%
398,,,,,,,,,
399,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,624 µs,713 ms,66%
400,,,,,,,,,
401,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,521 µs,745 ms,65%
402,,,,,,,,,
403,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,529 µs,780 ms,62%
404,,,,,,,,,
405,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,507 µs,812 ms,41%
406,,,,,,,,,
407,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,485 µs,960 ms,64%
408,,,,,,,,,
409,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,464 µs,960 ms,63%
410,,,,,,,,,
411,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,442 µs,960 ms,64%
412,,,,,,,,,
413,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,420 µs,960 ms,61%
414,,,,,,,,,
415,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,429 µs,960 ms,60%
416,,,,,,,,,
417,9.13 MB,5.95 GB,8.70 MB,6.51 GB,,,406 µs,960 ms,60%
418,,,,,,,,,
419,9.13 MB,5.95 GB,8.74 MB,6.51 GB,,,624 µs,960 ms,59%
420,,,,,,,,,
421,9.13 MB,5.95 GB,8.74 MB,6.51 GB,,,624 µs,960 ms,63%
422,,,,,,,,,
423,9.13 MB,5.95 GB,8.74 MB,6.51 GB,,,624 µs,960 ms,65%
424,,,,,,,,,
425,9.13 MB,5.95 GB,8.74 MB,6.51 GB,,,624 µs,960 ms,66%
426,,,,,,,,,
427,9.13 MB,5.95 GB,8.74 MB,6.51 GB,,,624 µs,960 ms,54%
428,,,,,,,,,
429,9.13 MB,5.95 GB,8.75 MB,6.51 GB,,,588 µs,960 ms,66%
430,,,,,,,,,
431,9.13 MB,5.95 GB,8.75 MB,6.51 GB,,,588 µs,956 ms,65%
432,,,,,,,,,
433,9.13 MB,5.95 GB,8.75 MB,6.51 GB,,,588 µs,820 ms,62%
434,,,,,,,,,
435,9.13 MB,5.95 GB,8.75 MB,6.51 GB,,,588 µs,956 ms,61%
436,,,,,,,,,
437,9.13 MB,5.95 GB,8.75 MB,6.51 GB,,,588 µs,956 ms,32%
438,,,,,,,,,
439,9.13 MB,5.95 GB,8.75 MB,6.51 GB,,,588 µs,956 ms,61%
440,,,,,,,,,
441,9.13 MB,5.95 GB,8.78 MB,6.51 GB,,,579 µs,956 ms,62%
442,,,,,,,,,
443,9.13 MB,5.95 GB,8.78 MB,6.51 GB,,,579 µs,956 ms,61%
444,,,,,,,,,
445,9.13 MB,5.95 GB,8.78 MB,6.51 GB,,,300 µs,956 ms,62%
446,,,,,,,,,
447,9.13 MB,5.95 GB,8.78 MB,6.51 GB,,,319 µs,953 ms,63%
448,,,,,,,,,
449,9.13 MB,5.95 GB,8.78 MB,6.51 GB,,,337 µs,949 ms,61%
450,,,,,,,,,
451,9.13 MB,5.95 GB,8.78 MB,6.51 GB,,,355 µs,949 ms,61%
452,,,,,,,,,
453,9.13 MB,5.95 GB,8.78 MB,6.51 GB,,,300 µs,949 ms,63%
454,,,,,,,,,
455,9.13 MB,5.95 GB,8.78 MB,6.51 GB,,,300 µs,949 ms,64%
456,,,,,,,,,
457,9.13 MB,5.95 GB,8.84 MB,6.51 GB,,,428 µs,951 ms,56%
458,,,,,,,,,
459,9.13 MB,5.95 GB,8.84 MB,6.51 GB,,,447 µs,951 ms,20%
460,,,,,,,,,
461,9.13 MB,5.95 GB,8.84 MB,6.51 GB,,,466 µs,951 ms,65%
462,,,,,,,,,
463,9.13 MB,5.95 GB,8.84 MB,6.51 GB,,,485 µs,948 ms,63%
464,,,,,,,,,
465,9.13 MB,5.95 GB,8.84 MB,6.51 GB,,,564 µs,948 ms,62%
466,,,,,,,,,
467,9.13 MB,5.95 GB,8.84 MB,6.51 GB,,,564 µs,948 ms,60%
468,,,,,,,,,
469,9.13 MB,5.95 GB,8.84 MB,6.51 GB,,,564 µs,950 ms,61%
470,,,,,,,,,
471,9.13 MB,5.95 GB,8.84 MB,6.51 GB,,,487 µs,950 ms,61%
472,,,,,,,,,
473,9.13 MB,5.95 GB,8.84 MB,6.51 GB,,,468 µs,950 ms,59%
474,,,,,,,,,
475,9.13 MB,5.95 GB,8.87 MB,6.51 GB,,,578 µs,950 ms,59%
476,,,,,,,,,
477,9.13 MB,5.95 GB,8.87 MB,6.51 GB,,,578 µs,952 ms,58%
478,,,,,,,,,
479,9.13 MB,5.95 GB,8.87 MB,6.51 GB,,,581 µs,952 ms,58%
480,,,,,,,,,
481,9.13 MB,5.95 GB,8.87 MB,6.51 GB,,,581 µs,952 ms,62%
482,,,,,,,,,
483,9.13 MB,5.95 GB,8.87 MB,6.51 GB,,,581 µs,816 ms,67%
484,,,,,,,,,
485,9.13 MB,5.95 GB,8.87 MB,6.51 GB,,,581 µs,784 ms,65%
486,,,,,,,,,
487,9.13 MB,5.95 GB,8.87 MB,6.51 GB,,,581 µs,753 ms,57%
488,,,,,,,,,
489,9.13 MB,5.95 GB,8.87 MB,6.51 GB,,,593 µs,953 ms,64%
490,,,,,,,,,
491,9.13 MB,5.95 GB,8.87 MB,6.51 GB,,,593 µs,957 ms,65%
492,,,,,,,,,
