step,ram-cpu_queue-proxy,ram-cpu_user-container,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu_queue-proxy,cpu-cpu_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,gpu_gpu_0
0,,,,,,,,,
1,8.79 MB,5.88 GB,,,,,,,
2,,,,,,,,,
3,12.4 MB,5.88 GB,,,,,,,
4,,,,,,,,,
5,12.4 MB,5.88 GB,,,,,,,
6,,,,,,,,,
7,12.4 MB,5.88 GB,,,,,,,
8,,,,,,,,,
9,12.4 MB,5.88 GB,,,,,,,
10,,,,,,,,,
11,12.4 MB,5.88 GB,,,,,,,
12,,,,,,,,,
13,12.4 MB,5.88 GB,,,,,,,
14,,,,,,,,,
15,12.4 MB,5.88 GB,,,,,,,
16,,,,,,,,,
17,12.4 MB,5.88 GB,,,,,,,
18,,,,,,,,,
19,12.4 MB,5.88 GB,,,,,,,
20,,,,,,,,,
21,16.2 MB,11.1 GB,,,1.75 ms,178 ms,,,
22,,,,,,,,,
23,16.2 MB,11.1 GB,,,1.91 ms,196 ms,,,
24,,,,,,,,,
25,16.2 MB,11.1 GB,,,2.06 ms,214 ms,,,
26,,,,,,,,,
27,16.2 MB,11.1 GB,,,2.22 ms,232 ms,,,
28,,,,,,,,,
29,16.2 MB,11.1 GB,,,2.38 ms,250 ms,,,
30,,,,,,,,,
31,16.2 MB,11.1 GB,,,2.53 ms,268 ms,,,
32,,,,,,,,,
33,16.9 MB,11.1 GB,,,2.04 ms,286 ms,,,
34,,,,,,,,,
35,16.9 MB,11.1 GB,,,2.16 ms,303 ms,,,
36,,,,,,,,,
37,16.9 MB,11.7 GB,,,2.27 ms,1.97 s,,,
38,,,,,,,,,
39,16.9 MB,11.7 GB,,,2.38 ms,2.08 s,,,
40,,,,,,,,,
41,16.9 MB,11.7 GB,,,2.50 ms,2.19 s,,,
42,,,,,,,,,
43,16.9 MB,11.7 GB,,,2.61 ms,2.30 s,,,
44,,,,,,,,,
45,16.9 MB,11.7 GB,,,2.73 ms,2.41 s,,,
46,,,,,,,,,
47,16.9 MB,11.7 GB,,,2.84 ms,2.52 s,,,
48,,,,,,,,,
49,16.9 MB,11.7 GB,,,2.96 ms,2.63 s,,,
50,,,,,,,,,
51,16.9 MB,11.7 GB,,,2.21 ms,3.88 s,,,
52,,,,,,,,,
53,16.9 MB,11.7 GB,,,2.29 ms,4.04 s,,,
54,,,,,,,,,
55,16.9 MB,11.7 GB,,,2.37 ms,4.19 s,,,
56,,,,,,,,,
57,16.9 MB,11.7 GB,,,2.40 ms,4.35 s,,,
58,,,,,,,,,
59,16.9 MB,11.7 GB,,,2.40 ms,4.50 s,,,
60,,,,,,,,,
61,16.9 MB,11.7 GB,,,2.40 ms,4.66 s,,,
62,,,,,,,,,
63,16.9 MB,11.7 GB,,,1.11 ms,5.42 s,,,
64,,,,,,,,,
65,17.0 MB,11.7 GB,,,964 µs,5.67 s,,,
66,,,,,,,,,
67,17.0 MB,11.7 GB,,,964 µs,4.70 s,,,
68,,,,,,,,,
69,17.0 MB,11.7 GB,,,964 µs,4.70 s,,,
70,,,,,,,,,
71,17.0 MB,11.7 GB,,,964 µs,4.70 s,,,
72,,,,,,,,,
73,17.0 MB,11.7 GB,,,964 µs,4.70 s,,,
74,,,,,,,,,
75,17.0 MB,11.7 GB,,,964 µs,4.70 s,,,
76,,,,,,,,,
77,17.0 MB,11.7 GB,,,964 µs,4.70 s,,,
78,,,,,,,,,
79,17.0 MB,11.7 GB,,,964 µs,4.70 s,,,
80,,,,,,,,,
81,17.0 MB,11.7 GB,,,624 µs,4.75 s,,,
82,,,,,,,,,
83,17.0 MB,11.7 GB,,,626 µs,4.51 s,,,
84,,,,,,,,,
85,17.0 MB,11.7 GB,,,626 µs,4.24 s,,,
86,,,,,,,,,
87,17.0 MB,11.7 GB,,,626 µs,7.96 s,,,
88,,,,,,,,,
89,17.0 MB,11.7 GB,,,626 µs,7.96 s,,,
90,,,,,,,,,
91,17.0 MB,11.7 GB,,,626 µs,7.96 s,,,
92,,,,,,,,,
93,17.0 MB,11.7 GB,,,529 µs,7.96 s,,,
94,,,,,,,,,
95,17.0 MB,11.7 GB,,,722 µs,7.96 s,,,
96,,,,,,,,,
97,17.0 MB,11.7 GB,,,722 µs,7.97 s,,,
98,,,,,,,,,
99,17.0 MB,11.7 GB,,,722 µs,7.97 s,,,
100,,,,,,,,,
101,17.0 MB,11.7 GB,,,722 µs,7.97 s,,,
102,,,,,,,,,
103,17.0 MB,11.7 GB,,,722 µs,7.97 s,,,
104,,,,,,,,,
105,17.0 MB,11.7 GB,,,722 µs,7.96 s,,,
106,,,,,,,,,
107,17.0 MB,11.7 GB,,,722 µs,7.96 s,,,
108,,,,,,,,,
109,17.0 MB,11.7 GB,,,724 µs,7.96 s,,,
110,,,,,,,,,
111,17.0 MB,11.7 GB,,,752 µs,4.57 s,,,
112,,,,,,,,,
113,17.0 MB,11.7 GB,,,752 µs,4.83 s,,,
114,,,,,,,,,
115,17.0 MB,11.7 GB,,,752 µs,5.10 s,,,
116,,,,,,,,,
117,17.0 MB,11.7 GB,,,752 µs,5.13 s,,,
118,,,,,,,,,
119,17.0 MB,11.7 GB,,,752 µs,5.39 s,,,
120,,,,,,,,,
121,17.0 MB,11.7 GB,,,752 µs,5.66 s,,,
122,,,,,,,,,
123,17.0 MB,11.7 GB,,,641 µs,5.92 s,,,
124,,,,,,,,,
125,17.1 MB,11.7 GB,,,654 µs,6.19 s,,,
126,,,,,,,,,
127,17.1 MB,11.7 GB,,,776 µs,6.45 s,,,
128,,,,,,,,,
129,17.1 MB,11.7 GB,,,776 µs,7.91 s,,,
130,,,,,,,,,
131,17.1 MB,11.7 GB,,,776 µs,7.91 s,,,
132,,,,,,,,,
133,17.1 MB,11.7 GB,7.73 MB,,776 µs,7.91 s,,,0%
134,,,,,,,,,
135,17.1 MB,11.7 GB,7.73 MB,,776 µs,6.51 s,,,0%
136,,,,,,,,,
137,17.1 MB,11.7 GB,7.73 MB,,776 µs,6.25 s,,,0%
138,,,,,,,,,
139,17.1 MB,11.7 GB,7.73 MB,,776 µs,5.99 s,,,0%
140,,,,,,,,,
141,17.1 MB,11.7 GB,7.73 MB,,660 µs,5.72 s,,,0%
142,,,,,,,,,
143,17.1 MB,11.7 GB,7.73 MB,,587 µs,5.46 s,,,0%
144,,,,,,,,,
145,17.1 MB,11.7 GB,7.73 MB,,563 µs,5.20 s,,,0%
146,,,,,,,,,
147,17.1 MB,11.7 GB,7.73 MB,,540 µs,3.19 s,,,0%
148,,,,,,,,,
149,17.3 MB,11.7 GB,7.73 MB,3.68 GB,737 µs,7.94 s,,,0%
150,,,,,,,,,
151,17.3 MB,11.7 GB,7.73 MB,3.68 GB,737 µs,7.94 s,,,0%
152,,,,,,,,,
153,17.3 MB,11.7 GB,7.48 MB,3.68 GB,737 µs,7.94 s,3.69 ms,,0%
154,,,,,,,,,
155,17.3 MB,11.7 GB,7.48 MB,3.68 GB,739 µs,7.94 s,4.00 ms,,17%
156,,,,,,,,,
157,17.3 MB,11.7 GB,7.48 MB,3.68 GB,739 µs,7.94 s,4.31 ms,,0%
158,,,,,,,,,
159,17.3 MB,11.7 GB,7.48 MB,3.68 GB,739 µs,7.94 s,4.62 ms,,0%
160,,,,,,,,,
161,17.3 MB,11.7 GB,7.48 MB,3.68 GB,723 µs,7.94 s,4.92 ms,,0%
162,,,,,,,,,
163,17.3 MB,11.7 GB,7.48 MB,3.68 GB,723 µs,7.94 s,5.23 ms,,0%
164,,,,,,,,,
165,17.3 MB,11.7 GB,7.60 MB,3.68 GB,723 µs,7.96 s,4.25 ms,,0%
166,,,,,,,,,
167,17.3 MB,11.7 GB,7.60 MB,5.75 GB,723 µs,7.96 s,4.48 ms,152 ms,0%
168,,,,,,,,,
169,17.3 MB,11.7 GB,7.60 MB,5.75 GB,739 µs,7.96 s,4.71 ms,163 ms,0%
170,,,,,,,,,
171,17.3 MB,11.7 GB,7.60 MB,5.75 GB,739 µs,7.96 s,4.94 ms,174 ms,66%
172,,,,,,,,,
173,17.3 MB,11.7 GB,7.60 MB,5.75 GB,739 µs,7.96 s,5.17 ms,185 ms,63%
174,,,,,,,,,
175,17.3 MB,11.7 GB,7.64 MB,5.75 GB,739 µs,7.96 s,4.25 ms,196 ms,64%
176,,,,,,,,,
177,17.3 MB,11.7 GB,7.64 MB,5.75 GB,739 µs,4.82 s,4.43 ms,206 ms,64%
178,,,,,,,,,
179,17.4 MB,11.7 GB,7.64 MB,5.75 GB,674 µs,5.08 s,4.61 ms,217 ms,64%
180,,,,,,,,,
181,17.4 MB,11.7 GB,7.64 MB,5.75 GB,674 µs,5.35 s,4.79 ms,228 ms,43%
182,,,,,,,,,
183,17.4 MB,11.7 GB,7.64 MB,5.75 GB,674 µs,3.35 s,4.96 ms,239 ms,48%
184,,,,,,,,,
185,17.4 MB,11.7 GB,7.64 MB,6.52 GB,439 µs,3.50 s,5.14 ms,446 ms,62%
186,,,,,,,,,
187,17.4 MB,11.7 GB,7.64 MB,6.52 GB,458 µs,3.66 s,5.31 ms,466 ms,66%
188,,,,,,,,,
189,17.4 MB,11.7 GB,7.64 MB,6.52 GB,478 µs,3.82 s,5.31 ms,486 ms,60%
190,,,,,,,,,
191,17.4 MB,11.7 GB,7.64 MB,6.52 GB,498 µs,4.70 s,4.50 ms,592 ms,62%
192,,,,,,,,,
193,17.4 MB,11.7 GB,7.64 MB,6.52 GB,594 µs,4.70 s,1.16 ms,592 ms,59%
194,,,,,,,,,
195,17.4 MB,11.7 GB,7.64 MB,6.52 GB,498 µs,4.70 s,1.16 ms,592 ms,57%
196,,,,,,,,,
197,17.4 MB,11.7 GB,7.64 MB,6.52 GB,479 µs,4.70 s,1.16 ms,592 ms,64%
198,,,,,,,,,
199,17.4 MB,11.7 GB,7.64 MB,6.52 GB,459 µs,4.70 s,1.38 ms,592 ms,64%
200,,,,,,,,,
201,17.4 MB,11.7 GB,7.64 MB,6.52 GB,439 µs,2.97 s,1.32 ms,592 ms,62%
202,,,,,,,,,
203,17.4 MB,11.7 GB,7.64 MB,6.52 GB,471 µs,2.97 s,1.25 ms,480 ms,57%
204,,,,,,,,,
205,17.4 MB,11.7 GB,7.64 MB,6.52 GB,471 µs,2.97 s,1.18 ms,461 ms,58%
206,,,,,,,,,
207,17.4 MB,11.7 GB,7.64 MB,6.52 GB,471 µs,2.97 s,1.12 ms,745 ms,61%
208,,,,,,,,,
209,17.4 MB,11.7 GB,7.96 MB,6.52 GB,414 µs,789 ms,1.18 ms,939 ms,64%
210,,,,,,,,,
211,17.4 MB,11.7 GB,7.96 MB,6.52 GB,414 µs,789 ms,1.18 ms,939 ms,67%
212,,,,,,,,,
213,17.4 MB,11.7 GB,7.96 MB,6.52 GB,414 µs,789 ms,613 µs,939 ms,48%
214,,,,,,,,,
215,17.4 MB,11.7 GB,7.96 MB,6.52 GB,414 µs,789 ms,613 µs,939 ms,64%
216,,,,,,,,,
217,17.4 MB,11.7 GB,7.96 MB,6.52 GB,414 µs,789 ms,613 µs,939 ms,62%
218,,,,,,,,,
219,17.4 MB,11.7 GB,7.96 MB,6.52 GB,414 µs,789 ms,613 µs,944 ms,58%
220,,,,,,,,,
221,17.5 MB,11.7 GB,8.02 MB,6.52 GB,327 µs,521 ms,599 µs,944 ms,15%
222,,,,,,,,,
223,17.5 MB,11.7 GB,8.02 MB,6.52 GB,327 µs,521 ms,599 µs,944 ms,62%
224,,,,,,,,,
225,8.69 MB,11.7 GB,8.02 MB,6.52 GB,327 µs,139 µs,598 µs,944 ms,62%
226,,,,,,,,,
227,8.69 MB,11.7 GB,8.02 MB,6.52 GB,327 µs,139 µs,598 µs,966 ms,60%
228,,,,,,,,,
229,8.69 MB,11.7 GB,8.02 MB,6.52 GB,327 µs,139 µs,598 µs,966 ms,62%
230,,,,,,,,,
231,8.69 MB,11.7 GB,8.02 MB,6.52 GB,327 µs,139 µs,598 µs,966 ms,56%
232,,,,,,,,,
233,8.79 MB,11.7 GB,8.02 MB,6.52 GB,329 µs,133 µs,598 µs,966 ms,60%
234,,,,,,,,,
235,8.79 MB,5.86 GB,8.02 MB,6.52 GB,329 µs,133 µs,209 µs,966 ms,62%
236,,,,,,,,,
237,8.79 MB,5.86 GB,8.53 MB,6.52 GB,329 µs,133 µs,351 µs,966 ms,62%
238,,,,,,,,,
239,8.79 MB,5.86 GB,8.53 MB,6.52 GB,252 µs,133 µs,371 µs,966 ms,68%
240,,,,,,,,,
241,8.79 MB,5.86 GB,8.53 MB,6.52 GB,264 µs,133 µs,391 µs,966 ms,68%
242,,,,,,,,,
243,8.79 MB,5.86 GB,8.53 MB,6.52 GB,275 µs,103 µs,411 µs,966 ms,49%
244,,,,,,,,,
245,8.79 MB,5.86 GB,8.53 MB,6.52 GB,337 µs,105 µs,431 µs,722 ms,67%
246,,,,,,,,,
247,8.79 MB,5.86 GB,8.53 MB,6.52 GB,337 µs,105 µs,451 µs,754 ms,66%
248,,,,,,,,,
249,8.79 MB,5.86 GB,8.53 MB,6.52 GB,337 µs,105 µs,471 µs,786 ms,64%
250,,,,,,,,,
251,8.79 MB,5.86 GB,8.53 MB,6.52 GB,278 µs,105 µs,491 µs,662 ms,63%
252,,,,,,,,,
253,8.79 MB,5.86 GB,8.53 MB,6.52 GB,267 µs,105 µs,419 µs,775 ms,17%
254,,,,,,,,,
255,8.79 MB,5.86 GB,8.53 MB,6.52 GB,256 µs,105 µs,486 µs,743 ms,65%
256,,,,,,,,,
257,8.79 MB,5.86 GB,8.53 MB,6.52 GB,244 µs,105 µs,466 µs,711 ms,65%
258,,,,,,,,,
259,8.79 MB,5.86 GB,8.53 MB,6.52 GB,233 µs,105 µs,446 µs,679 ms,66%
260,,,,,,,,,
261,8.79 MB,5.86 GB,8.53 MB,6.52 GB,222 µs,55.3 µs,426 µs,647 ms,65%
262,,,,,,,,,
263,8.79 MB,5.86 GB,8.53 MB,6.52 GB,153 µs,55.3 µs,406 µs,615 ms,60%
264,,,,,,,,,
265,8.79 MB,5.86 GB,8.53 MB,6.52 GB,194 µs,55.3 µs,386 µs,583 ms,64%
266,,,,,,,,,
267,8.79 MB,5.86 GB,8.53 MB,6.52 GB,183 µs,63.9 µs,366 µs,967 ms,66%
268,,,,,,,,,
269,8.79 MB,5.86 GB,8.75 MB,6.52 GB,171 µs,61.0 µs,621 µs,967 ms,66%
270,,,,,,,,,
271,8.79 MB,5.86 GB,8.75 MB,6.52 GB,160 µs,58.1 µs,621 µs,967 ms,64%
272,,,,,,,,,
273,8.79 MB,5.86 GB,8.75 MB,6.52 GB,149 µs,55.2 µs,621 µs,967 ms,65%
274,,,,,,,,,
275,8.79 MB,5.86 GB,8.75 MB,6.52 GB,138 µs,52.3 µs,621 µs,967 ms,67%
276,,,,,,,,,
277,8.79 MB,5.86 GB,8.75 MB,6.52 GB,127 µs,49.4 µs,621 µs,967 ms,68%
278,,,,,,,,,
279,8.79 MB,5.86 GB,8.75 MB,6.52 GB,115 µs,46.5 µs,621 µs,967 ms,67%
280,,,,,,,,,
281,8.79 MB,5.86 GB,8.75 MB,6.52 GB,,28.9 µs,613 µs,967 ms,67%
282,,,,,,,,,
283,8.79 MB,5.86 GB,8.75 MB,6.52 GB,,26.9 µs,613 µs,967 ms,63%
284,,,,,,,,,
285,8.79 MB,5.86 GB,8.75 MB,6.52 GB,,25.0 µs,613 µs,967 ms,65%
286,,,,,,,,,
287,8.79 MB,5.86 GB,8.79 MB,6.52 GB,,23.1 µs,595 µs,967 ms,62%
288,,,,,,,,,
289,8.79 MB,5.86 GB,8.79 MB,6.52 GB,,21.1 µs,595 µs,967 ms,63%
290,,,,,,,,,
291,8.79 MB,5.86 GB,8.79 MB,6.52 GB,,19.2 µs,595 µs,967 ms,65%
292,,,,,,,,,
293,8.79 MB,5.86 GB,8.79 MB,6.52 GB,,,595 µs,967 ms,66%
294,,,,,,,,,
295,8.79 MB,5.86 GB,8.79 MB,6.52 GB,,,595 µs,341 ms,65%
296,,,,,,,,,
297,8.79 MB,5.86 GB,8.79 MB,6.52 GB,,,360 µs,599 ms,68%
298,,,,,,,,,
299,8.79 MB,5.86 GB,8.79 MB,6.52 GB,,,379 µs,632 ms,69%
300,,,,,,,,,
301,8.79 MB,5.86 GB,8.79 MB,6.52 GB,,,398 µs,664 ms,68%
302,,,,,,,,,
303,8.79 MB,5.86 GB,8.87 MB,6.52 GB,,,397 µs,696 ms,63%
304,,,,,,,,,
305,8.79 MB,5.86 GB,8.87 MB,6.52 GB,,,415 µs,728 ms,67%
306,,,,,,,,,
307,8.79 MB,5.86 GB,8.87 MB,6.52 GB,,,433 µs,760 ms,67%
308,,,,,,,,,
309,8.79 MB,5.86 GB,8.87 MB,6.52 GB,,,451 µs,790 ms,65%
310,,,,,,,,,
311,8.79 MB,5.86 GB,8.87 MB,6.52 GB,,,544 µs,822 ms,20%
312,,,,,,,,,
313,8.79 MB,5.86 GB,8.87 MB,6.52 GB,,,544 µs,966 ms,64%
314,,,,,,,,,
315,8.79 MB,5.86 GB,8.87 MB,6.52 GB,,,544 µs,966 ms,67%
316,,,,,,,,,
317,8.79 MB,5.86 GB,8.87 MB,6.52 GB,,,544 µs,966 ms,66%
318,,,,,,,,,
319,8.79 MB,5.86 GB,8.87 MB,6.52 GB,,,544 µs,966 ms,67%
320,,,,,,,,,
321,8.79 MB,5.86 GB,8.87 MB,6.52 GB,,,441 µs,966 ms,65%
322,,,,,,,,,
323,8.79 MB,5.86 GB,8.87 MB,6.52 GB,,,423 µs,966 ms,58%
324,,,,,,,,,
325,8.79 MB,5.86 GB,8.87 MB,6.52 GB,,,405 µs,813 ms,64%
326,,,,,,,,,
327,8.79 MB,5.86 GB,8.87 MB,6.52 GB,,,387 µs,794 ms,65%
328,,,,,,,,,
329,8.79 MB,5.86 GB,9.07 MB,6.52 GB,,,552 µs,967 ms,36%
330,,,,,,,,,
331,8.79 MB,5.86 GB,9.07 MB,6.52 GB,,,552 µs,967 ms,67%
332,,,,,,,,,
333,8.79 MB,5.86 GB,9.07 MB,6.52 GB,,,552 µs,967 ms,53%
334,,,,,,,,,
335,8.79 MB,5.86 GB,9.07 MB,6.52 GB,,,552 µs,967 ms,69%
336,,,,,,,,,
337,8.79 MB,5.86 GB,9.07 MB,6.52 GB,,,552 µs,967 ms,68%
338,,,,,,,,,
339,8.79 MB,5.86 GB,9.07 MB,6.52 GB,,,552 µs,967 ms,66%
340,,,,,,,,,
341,8.79 MB,5.86 GB,9.12 MB,6.52 GB,,,548 µs,967 ms,66%
342,,,,,,,,,
343,8.79 MB,5.86 GB,9.12 MB,6.52 GB,,,548 µs,967 ms,60%
344,,,,,,,,,
345,8.79 MB,5.86 GB,9.12 MB,6.52 GB,,,548 µs,967 ms,64%
346,,,,,,,,,
347,8.79 MB,5.86 GB,9.12 MB,6.52 GB,,,558 µs,967 ms,60%
348,,,,,,,,,
349,8.79 MB,5.86 GB,9.12 MB,6.52 GB,,,558 µs,967 ms,65%
350,,,,,,,,,
351,8.79 MB,5.86 GB,9.12 MB,6.52 GB,,,558 µs,968 ms,66%
352,,,,,,,,,
353,8.79 MB,5.86 GB,9.18 MB,6.52 GB,,,571 µs,968 ms,63%
354,,,,,,,,,
355,8.79 MB,5.86 GB,9.18 MB,6.52 GB,,,571 µs,968 ms,66%
356,,,,,,,,,
357,8.79 MB,5.86 GB,9.18 MB,6.52 GB,,,571 µs,968 ms,68%
358,,,,,,,,,
359,8.79 MB,5.86 GB,9.18 MB,6.52 GB,,,571 µs,968 ms,68%
360,,,,,,,,,
361,8.79 MB,5.86 GB,9.18 MB,6.52 GB,,,571 µs,968 ms,67%
362,,,,,,,,,
363,8.79 MB,5.86 GB,9.23 MB,6.52 GB,,,367 µs,968 ms,62%
364,,,,,,,,,
365,8.79 MB,5.86 GB,9.23 MB,6.52 GB,,,386 µs,828 ms,66%
366,,,,,,,,,
367,8.79 MB,5.86 GB,9.23 MB,6.52 GB,,,404 µs,795 ms,66%
368,,,,,,,,,
369,8.79 MB,5.86 GB,9.23 MB,6.52 GB,,,423 µs,768 ms,14%
370,,,,,,,,,
371,8.79 MB,5.86 GB,9.23 MB,6.52 GB,,,441 µs,801 ms,62%
372,,,,,,,,,
373,8.79 MB,5.86 GB,9.23 MB,6.52 GB,,,459 µs,833 ms,63%
374,,,,,,,,,
375,8.79 MB,5.86 GB,9.23 MB,6.52 GB,,,478 µs,968 ms,65%
376,,,,,,,,,
377,8.79 MB,5.86 GB,9.23 MB,6.52 GB,,,476 µs,968 ms,65%
378,,,,,,,,,
379,8.79 MB,5.86 GB,9.23 MB,6.52 GB,,,458 µs,968 ms,63%
380,,,,,,,,,
381,8.79 MB,5.86 GB,9.23 MB,6.52 GB,,,439 µs,968 ms,64%
382,,,,,,,,,
383,8.79 MB,5.86 GB,8.62 MB,6.52 GB,,,596 µs,961 ms,19%
384,,,,,,,,,
385,8.79 MB,5.86 GB,8.62 MB,6.52 GB,,,596 µs,961 ms,65%
386,,,,,,,,,
387,8.79 MB,5.86 GB,8.62 MB,6.52 GB,,,596 µs,961 ms,66%
388,,,,,,,,,
389,8.79 MB,5.86 GB,8.62 MB,6.52 GB,,,615 µs,960 ms,68%
390,,,,,,,,,
391,8.79 MB,5.86 GB,8.62 MB,6.52 GB,,,615 µs,960 ms,68%
392,,,,,,,,,
393,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,597 µs,960 ms,62%
394,,,,,,,,,
395,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,597 µs,960 ms,68%
396,,,,,,,,,
397,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,597 µs,961 ms,66%
398,,,,,,,,,
399,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,597 µs,961 ms,62%
400,,,,,,,,,
401,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,591 µs,958 ms,62%
402,,,,,,,,,
403,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,591 µs,958 ms,63%
404,,,,,,,,,
405,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,591 µs,958 ms,5%
406,,,,,,,,,
407,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,591 µs,958 ms,66%
408,,,,,,,,,
409,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,593 µs,958 ms,65%
410,,,,,,,,,
411,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,593 µs,672 ms,66%
412,,,,,,,,,
413,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,614 µs,955 ms,66%
414,,,,,,,,,
415,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,614 µs,955 ms,66%
416,,,,,,,,,
417,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,614 µs,955 ms,64%
418,,,,,,,,,
419,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,614 µs,955 ms,66%
420,,,,,,,,,
421,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,614 µs,955 ms,66%
422,,,,,,,,,
423,8.79 MB,5.86 GB,8.63 MB,6.52 GB,,,358 µs,955 ms,34%
424,,,,,,,,,
425,8.79 MB,5.86 GB,8.64 MB,6.52 GB,,,478 µs,955 ms,66%
426,,,,,,,,,
427,8.79 MB,5.86 GB,8.64 MB,6.52 GB,,,577 µs,955 ms,68%
428,,,,,,,,,
429,8.79 MB,5.86 GB,8.64 MB,6.52 GB,,,577 µs,961 ms,66%
430,,,,,,,,,
431,8.79 MB,5.86 GB,8.64 MB,6.52 GB,,,577 µs,793 ms,63%
432,,,,,,,,,
433,8.79 MB,5.86 GB,8.64 MB,6.52 GB,,,577 µs,761 ms,65%
434,,,,,,,,,
435,8.79 MB,5.86 GB,8.64 MB,6.52 GB,,,577 µs,729 ms,63%
436,,,,,,,,,
437,8.79 MB,5.86 GB,8.64 MB,6.52 GB,,,577 µs,697 ms,64%
438,,,,,,,,,
439,8.79 MB,5.86 GB,8.64 MB,6.52 GB,,,577 µs,665 ms,64%
440,,,,,,,,,
441,8.79 MB,5.86 GB,8.64 MB,6.52 GB,,,484 µs,633 ms,64%
442,,,,,,,,,
443,8.79 MB,5.86 GB,8.72 MB,6.52 GB,,,582 µs,620 ms,25%
444,,,,,,,,,
445,8.79 MB,5.86 GB,8.72 MB,6.52 GB,,,582 µs,588 ms,65%
446,,,,,,,,,
447,8.79 MB,5.86 GB,8.72 MB,6.52 GB,,,582 µs,556 ms,65%
448,,,,,,,,,
449,8.79 MB,5.86 GB,8.72 MB,6.52 GB,,,582 µs,961 ms,68%
450,,,,,,,,,
451,8.79 MB,5.86 GB,8.72 MB,6.52 GB,,,582 µs,961 ms,67%
452,,,,,,,,,
453,8.79 MB,5.86 GB,8.72 MB,6.52 GB,,,574 µs,961 ms,55%
454,,,,,,,,,
455,8.79 MB,5.86 GB,8.72 MB,6.52 GB,,,574 µs,961 ms,65%
456,,,,,,,,,
457,8.79 MB,5.86 GB,8.74 MB,6.52 GB,,,570 µs,963 ms,65%
458,,,,,,,,,
