step,ram-cpu_queue-proxy,ram-cpu_user-container,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu_queue-proxy,cpu-cpu_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,gpu_gpu_0
0,,,,,,,,,
1,9.61 MB,5.81 GB,,,,,,,
2,,,,,,,,,
3,13.1 MB,5.82 GB,,,,,,,
4,,,,,,,,,
5,13.1 MB,5.82 GB,,,,,,,
6,,,,,,,,,
7,13.1 MB,5.82 GB,,,,,,,
8,,,,,,,,,
9,13.1 MB,5.82 GB,,,,,,,
10,,,,,,,,,
11,13.1 MB,5.82 GB,,,,,,,
12,,,,,,,,,
13,13.1 MB,5.82 GB,,,,,,,
14,,,,,,,,,
15,13.1 MB,5.82 GB,,,,,,,
16,,,,,,,,,
17,13.1 MB,5.82 GB,,,,,,,
18,,,,,,,,,
19,13.1 MB,5.82 GB,,,,,,,
20,,,,,,,,,
21,17.6 MB,9.94 GB,,,1.72 ms,159 ms,,,
22,,,,,,,,,
23,17.6 MB,9.94 GB,,,1.88 ms,176 ms,,,
24,,,,,,,,,
25,17.6 MB,9.94 GB,,,2.04 ms,193 ms,,,
26,,,,,,,,,
27,17.6 MB,9.94 GB,,,2.20 ms,210 ms,,,
28,,,,,,,,,
29,17.6 MB,9.94 GB,,,2.37 ms,227 ms,,,
30,,,,,,,,,
31,17.6 MB,9.94 GB,,,2.53 ms,244 ms,,,
32,,,,,,,,,
33,17.6 MB,9.94 GB,,,2.69 ms,261 ms,,,
34,,,,,,,,,
35,17.6 MB,9.94 GB,,,2.85 ms,278 ms,,,
36,,,,,,,,,
37,18.4 MB,9.94 GB,,,2.23 ms,295 ms,,,
38,,,,,,,,,
39,18.4 MB,11.6 GB,,,2.35 ms,2.06 s,,,
40,,,,,,,,,
41,18.4 MB,11.6 GB,,,2.46 ms,2.17 s,,,
42,,,,,,,,,
43,18.4 MB,11.6 GB,,,2.58 ms,2.29 s,,,
44,,,,,,,,,
45,18.4 MB,11.6 GB,,,2.70 ms,2.40 s,,,
46,,,,,,,,,
47,18.4 MB,11.6 GB,,,2.81 ms,2.51 s,,,
48,,,,,,,,,
49,18.4 MB,11.6 GB,,,2.93 ms,2.62 s,,,
50,,,,,,,,,
51,18.4 MB,11.6 GB,,,3.05 ms,2.74 s,,,
52,,,,,,,,,
53,18.5 MB,11.6 GB,,,2.36 ms,2.85 s,,,
54,,,,,,,,,
55,18.5 MB,11.6 GB,,,2.45 ms,2.96 s,,,
56,,,,,,,,,
57,18.5 MB,11.6 GB,,,2.53 ms,4.47 s,,,
58,,,,,,,,,
59,18.5 MB,11.6 GB,,,2.55 ms,4.63 s,,,
60,,,,,,,,,
61,18.5 MB,11.6 GB,,,2.55 ms,4.80 s,,,
62,,,,,,,,,
63,18.5 MB,11.6 GB,,,1.35 ms,5.17 s,,,
64,,,,,,,,,
65,18.5 MB,11.6 GB,,,1.17 ms,5.40 s,,,
66,,,,,,,,,
67,18.5 MB,11.6 GB,,,1.17 ms,5.64 s,,,
68,,,,,,,,,
69,18.5 MB,11.6 GB,,,1.17 ms,5.87 s,,,
70,,,,,,,,,
71,18.5 MB,11.6 GB,,,1.17 ms,6.10 s,,,
72,,,,,,,,,
73,18.5 MB,11.7 GB,,,1.17 ms,6.57 s,,,
74,,,,,,,,,
75,18.5 MB,11.7 GB,,,1.17 ms,6.81 s,,,
76,,,,,,,,,
77,18.5 MB,11.7 GB,,,1.17 ms,7.05 s,,,
78,,,,,,,,,
79,18.5 MB,11.7 GB,,,1.17 ms,7.25 s,,,
80,,,,,,,,,
81,18.6 MB,11.7 GB,,,654 µs,7.64 s,,,
82,,,,,,,,,
83,18.6 MB,11.7 GB,,,654 µs,7.91 s,,,
84,,,,,,,,,
