step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
0,10.8 MB,34.9 MB,343 µs,68.5 µs
1,10.8 MB,34.9 MB,343 µs,68.5 µs
2,14.5 MB,38.3 MB,,68.5 µs
3,14.5 MB,38.3 MB,,68.5 µs
4,14.5 MB,38.3 MB,,68.5 µs
5,14.5 MB,38.3 MB,,68.5 µs
6,14.5 MB,38.3 MB,,68.5 µs
7,14.5 MB,38.3 MB,,68.5 µs
8,14.5 MB,38.3 MB,,68.5 µs
9,14.5 MB,38.3 MB,,68.5 µs
10,14.5 MB,38.3 MB,,68.5 µs
11,14.5 MB,38.3 MB,,
12,14.5 MB,38.3 MB,,
13,14.5 MB,38.3 MB,,
14,14.5 MB,38.3 MB,,
15,14.5 MB,38.3 MB,,
16,18.0 MB,38.3 MB,601 µs,
17,18.0 MB,51.1 MB,629 µs,1.91 ms
18,18.0 MB,51.1 MB,657 µs,2.02 ms
19,18.0 MB,51.1 MB,685 µs,2.13 ms
20,18.0 MB,51.1 MB,713 µs,2.24 ms
21,18.0 MB,51.1 MB,742 µs,2.35 ms
22,18.0 MB,51.1 MB,770 µs,2.47 ms
23,18.0 MB,51.1 MB,798 µs,2.58 ms
24,18.0 MB,51.1 MB,826 µs,2.69 ms
25,18.0 MB,51.1 MB,854 µs,2.80 ms
26,18.0 MB,51.1 MB,882 µs,2.91 ms
27,18.1 MB,51.1 MB,714 µs,3.02 ms
28,18.1 MB,51.1 MB,737 µs,3.13 ms
29,18.1 MB,51.1 MB,760 µs,3.24 ms
30,18.1 MB,51.1 MB,782 µs,3.35 ms
31,18.1 MB,51.4 MB,805 µs,2.00 ms
32,18.1 MB,51.4 MB,828 µs,2.06 ms
33,18.1 MB,51.4 MB,850 µs,2.12 ms
34,18.1 MB,51.4 MB,873 µs,2.18 ms
35,18.1 MB,33.7 MB,896 µs,2.24 ms
36,18.1 MB,33.7 MB,918 µs,2.30 ms
37,18.1 MB,33.7 MB,941 µs,2.36 ms
38,18.1 MB,33.7 MB,964 µs,2.42 ms
39,18.1 MB,33.7 MB,986 µs,2.49 ms
40,18.1 MB,33.7 MB,841 µs,2.55 ms
41,18.1 MB,33.7 MB,841 µs,2.61 ms
42,18.1 MB,33.7 MB,841 µs,2.67 ms
43,18.1 MB,33.7 MB,841 µs,2.73 ms
44,18.1 MB,33.7 MB,841 µs,2.79 ms
45,18.7 MB,33.7 MB,1.11 ms,2.85 ms
46,18.7 MB,33.7 MB,1.18 ms,2.91 ms
47,18.7 MB,34.3 MB,1.20 ms,2.29 ms
48,18.7 MB,34.3 MB,1.22 ms,2.33 ms
49,18.7 MB,34.3 MB,1.24 ms,2.38 ms
50,18.7 MB,34.3 MB,1.26 ms,2.42 ms
51,18.7 MB,34.3 MB,1.29 ms,2.47 ms
52,18.7 MB,34.3 MB,1.31 ms,2.51 ms
53,18.7 MB,34.3 MB,1.32 ms,2.56 ms
54,18.7 MB,34.3 MB,1.32 ms,2.61 ms
55,18.7 MB,34.3 MB,1.32 ms,2.65 ms
56,18.7 MB,34.3 MB,1.32 ms,2.70 ms
57,18.7 MB,34.3 MB,1.32 ms,2.74 ms
58,18.7 MB,34.3 MB,1.32 ms,2.75 ms
59,18.9 MB,34.3 MB,1.15 ms,2.75 ms
60,18.9 MB,34.3 MB,1.15 ms,2.75 ms
61,18.9 MB,34.3 MB,1.15 ms,2.75 ms
62,18.9 MB,34.3 MB,972 µs,777 µs
63,18.9 MB,34.3 MB,972 µs,777 µs
64,18.9 MB,34.3 MB,972 µs,777 µs
65,18.9 MB,34.3 MB,972 µs,777 µs
66,18.9 MB,34.3 MB,972 µs,777 µs
67,18.9 MB,34.3 MB,972 µs,777 µs
68,18.9 MB,34.3 MB,972 µs,777 µs
69,18.9 MB,34.3 MB,972 µs,777 µs
70,18.9 MB,34.3 MB,972 µs,777 µs
71,18.9 MB,34.3 MB,972 µs,777 µs
72,18.9 MB,34.3 MB,972 µs,777 µs
73,18.9 MB,34.3 MB,972 µs,777 µs
74,18.9 MB,34.3 MB,972 µs,777 µs
75,18.9 MB,34.3 MB,829 µs,777 µs
76,18.9 MB,34.4 MB,987 µs,825 µs
77,18.9 MB,34.4 MB,825 µs,878 µs
78,19.5 MB,34.4 MB,1.03 ms,878 µs
79,19.5 MB,34.4 MB,1.03 ms,878 µs
80,19.5 MB,34.4 MB,1.03 ms,878 µs
81,19.5 MB,34.4 MB,1.03 ms,878 µs
82,19.5 MB,34.4 MB,1.03 ms,878 µs
83,19.5 MB,34.4 MB,1.03 ms,878 µs
84,19.5 MB,34.4 MB,1.03 ms,878 µs
85,19.5 MB,34.4 MB,1.03 ms,878 µs
86,19.5 MB,34.4 MB,1.03 ms,878 µs
87,19.5 MB,34.4 MB,900 µs,878 µs
88,19.5 MB,34.4 MB,900 µs,878 µs
89,19.5 MB,34.4 MB,900 µs,878 µs
90,19.5 MB,34.4 MB,900 µs,878 µs
91,19.6 MB,34.4 MB,937 µs,631 µs
92,19.6 MB,34.4 MB,937 µs,625 µs
93,19.6 MB,34.4 MB,937 µs,613 µs
94,19.6 MB,34.4 MB,937 µs,756 µs
95,19.6 MB,34.4 MB,937 µs,756 µs
96,19.6 MB,34.4 MB,937 µs,756 µs
97,19.6 MB,34.4 MB,937 µs,756 µs
98,19.6 MB,34.4 MB,937 µs,756 µs
99,19.6 MB,34.4 MB,937 µs,756 µs
100,19.6 MB,34.4 MB,937 µs,756 µs
101,19.6 MB,34.4 MB,937 µs,756 µs
102,19.6 MB,34.4 MB,937 µs,756 µs
103,19.6 MB,34.4 MB,937 µs,756 µs
104,19.6 MB,34.4 MB,937 µs,756 µs
105,19.6 MB,34.4 MB,1.07 ms,756 µs
106,19.6 MB,34.4 MB,1.07 ms,756 µs
107,19.6 MB,34.4 MB,1.07 ms,868 µs
108,19.6 MB,34.4 MB,1.07 ms,868 µs
109,19.6 MB,34.4 MB,891 µs,800 µs
110,19.6 MB,34.4 MB,946 µs,800 µs
111,19.6 MB,34.4 MB,946 µs,800 µs
112,19.6 MB,34.4 MB,946 µs,800 µs
113,19.6 MB,34.4 MB,946 µs,800 µs
114,19.6 MB,34.4 MB,946 µs,800 µs
115,19.6 MB,34.4 MB,946 µs,800 µs
116,19.6 MB,34.4 MB,946 µs,800 µs
117,19.6 MB,34.4 MB,946 µs,800 µs
118,19.6 MB,34.4 MB,946 µs,800 µs
119,19.6 MB,34.4 MB,704 µs,800 µs
120,19.6 MB,34.4 MB,854 µs,800 µs
121,19.6 MB,34.4 MB,854 µs,800 µs
122,19.6 MB,34.4 MB,854 µs,736 µs
123,19.6 MB,34.4 MB,854 µs,736 µs
124,19.6 MB,34.4 MB,854 µs,736 µs
125,19.6 MB,34.4 MB,854 µs,736 µs
126,19.6 MB,34.4 MB,854 µs,736 µs
127,19.6 MB,34.4 MB,854 µs,736 µs
128,19.6 MB,34.4 MB,706 µs,736 µs
129,19.6 MB,34.4 MB,692 µs,736 µs
130,19.7 MB,34.4 MB,936 µs,736 µs
131,19.7 MB,34.4 MB,936 µs,736 µs
132,19.7 MB,34.4 MB,936 µs,736 µs
133,19.7 MB,34.4 MB,936 µs,736 µs
134,19.7 MB,34.6 MB,936 µs,771 µs
135,19.7 MB,34.6 MB,936 µs,771 µs
136,19.7 MB,34.6 MB,936 µs,625 µs
137,19.7 MB,34.6 MB,936 µs,638 µs
138,19.7 MB,34.6 MB,904 µs,651 µs
139,19.7 MB,34.6 MB,904 µs,663 µs
140,19.7 MB,34.6 MB,904 µs,766 µs
141,19.7 MB,34.6 MB,904 µs,766 µs
142,19.7 MB,34.6 MB,904 µs,766 µs
143,19.7 MB,34.6 MB,904 µs,766 µs
144,19.7 MB,34.6 MB,904 µs,766 µs
145,19.7 MB,34.6 MB,904 µs,766 µs
146,19.7 MB,34.6 MB,904 µs,766 µs
147,19.7 MB,34.6 MB,904 µs,766 µs
