step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
154,21.2 MB,35.5 MB,1.01 ms,771 µs
155,21.2 MB,35.5 MB,1.01 ms,771 µs
156,21.2 MB,35.5 MB,1.01 ms,771 µs
157,21.2 MB,35.5 MB,1.01 ms,643 µs
158,21.2 MB,35.5 MB,1.01 ms,656 µs
159,21.2 MB,35.5 MB,1.01 ms,791 µs
160,21.2 MB,35.5 MB,1.01 ms,791 µs
161,21.2 MB,35.5 MB,1.01 ms,791 µs
162,21.2 MB,35.5 MB,1.01 ms,791 µs
163,21.2 MB,35.5 MB,1.01 ms,835 µs
164,21.2 MB,35.5 MB,1.01 ms,835 µs
165,21.2 MB,35.5 MB,1.01 ms,835 µs
166,21.2 MB,35.5 MB,1.01 ms,835 µs
167,21.2 MB,35.5 MB,773 µs,835 µs
168,21.2 MB,35.5 MB,774 µs,835 µs
169,21.1 MB,35.5 MB,904 µs,835 µs
170,21.1 MB,35.5 MB,904 µs,835 µs
171,21.1 MB,35.5 MB,904 µs,835 µs
172,21.1 MB,35.5 MB,904 µs,835 µs
173,21.1 MB,35.5 MB,904 µs,835 µs
174,21.1 MB,35.5 MB,904 µs,835 µs
175,21.1 MB,35.5 MB,904 µs,835 µs
176,21.1 MB,35.5 MB,904 µs,839 µs
177,21.1 MB,35.5 MB,904 µs,625 µs
178,21.1 MB,35.5 MB,904 µs,638 µs
179,21.1 MB,35.5 MB,904 µs,652 µs
180,21.1 MB,35.5 MB,904 µs,665 µs
181,21.1 MB,35.5 MB,904 µs,678 µs
182,21.1 MB,35.5 MB,904 µs,794 µs
183,21.1 MB,35.5 MB,904 µs,794 µs
184,21.1 MB,35.5 MB,839 µs,794 µs
185,21.1 MB,35.5 MB,839 µs,794 µs
186,21.1 MB,35.5 MB,701 µs,794 µs
187,21.1 MB,35.5 MB,687 µs,794 µs
188,21.1 MB,35.5 MB,673 µs,794 µs
189,21.1 MB,35.5 MB,880 µs,794 µs
190,21.1 MB,35.5 MB,880 µs,689 µs
191,21.1 MB,35.5 MB,880 µs,676 µs
192,21.1 MB,35.5 MB,880 µs,712 µs
193,21.1 MB,35.5 MB,880 µs,712 µs
194,21.1 MB,35.5 MB,880 µs,712 µs
195,21.1 MB,35.5 MB,880 µs,712 µs
196,21.1 MB,35.5 MB,880 µs,712 µs
197,21.1 MB,35.5 MB,921 µs,753 µs
198,21.1 MB,35.5 MB,921 µs,753 µs
199,21.1 MB,35.5 MB,921 µs,753 µs
200,21.1 MB,35.5 MB,921 µs,753 µs
201,21.1 MB,35.5 MB,921 µs,753 µs
202,21.1 MB,35.5 MB,921 µs,731 µs
203,21.1 MB,35.5 MB,921 µs,731 µs
204,21.1 MB,35.5 MB,921 µs,731 µs
205,21.1 MB,35.5 MB,921 µs,731 µs
206,21.1 MB,35.5 MB,921 µs,731 µs
207,21.1 MB,35.5 MB,921 µs,731 µs
208,21.3 MB,35.5 MB,923 µs,731 µs
209,21.3 MB,35.5 MB,923 µs,731 µs
210,21.3 MB,35.5 MB,923 µs,657 µs
211,21.3 MB,35.5 MB,923 µs,657 µs
212,21.3 MB,35.5 MB,937 µs,657 µs
213,21.3 MB,35.5 MB,937 µs,657 µs
214,21.3 MB,35.5 MB,937 µs,657 µs
215,21.3 MB,35.5 MB,937 µs,657 µs
216,21.3 MB,35.5 MB,937 µs,571 µs
217,21.3 MB,35.5 MB,937 µs,560 µs
218,21.3 MB,35.5 MB,937 µs,549 µs
219,21.4 MB,35.5 MB,975 µs,538 µs
220,21.4 MB,35.5 MB,975 µs,527 µs
221,21.4 MB,35.5 MB,975 µs,517 µs
222,21.4 MB,35.8 MB,975 µs,743 µs
223,21.4 MB,35.8 MB,975 µs,713 µs
224,21.4 MB,35.8 MB,975 µs,713 µs
225,21.4 MB,35.8 MB,975 µs,713 µs
226,21.4 MB,35.8 MB,975 µs,713 µs
227,21.4 MB,35.8 MB,975 µs,713 µs
228,21.4 MB,35.8 MB,975 µs,713 µs
229,21.4 MB,35.8 MB,803 µs,713 µs
230,21.4 MB,35.8 MB,819 µs,713 µs
231,21.4 MB,35.8 MB,836 µs,713 µs
232,21.4 MB,35.8 MB,993 µs,713 µs
233,21.4 MB,35.8 MB,993 µs,713 µs
234,21.4 MB,35.8 MB,993 µs,713 µs
235,21.4 MB,35.8 MB,838 µs,713 µs
236,21.5 MB,35.8 MB,1.00 ms,818 µs
237,21.5 MB,35.8 MB,1.00 ms,818 µs
238,21.5 MB,35.8 MB,1.00 ms,818 µs
239,21.5 MB,35.8 MB,1.00 ms,684 µs
240,21.5 MB,35.8 MB,1.00 ms,670 µs
241,21.5 MB,35.8 MB,1.00 ms,657 µs
242,21.5 MB,35.8 MB,1.00 ms,643 µs
243,21.5 MB,35.8 MB,1.00 ms,629 µs
244,21.5 MB,35.8 MB,1.00 ms,616 µs
245,21.5 MB,35.8 MB,1.00 ms,602 µs
246,21.5 MB,35.8 MB,1.00 ms,589 µs
247,21.5 MB,35.8 MB,1.00 ms,575 µs
248,21.5 MB,35.8 MB,1.00 ms,561 µs
249,21.6 MB,35.8 MB,784 µs,548 µs
250,21.6 MB,35.8 MB,801 µs,534 µs
251,21.6 MB,35.8 MB,817 µs,520 µs
252,21.6 MB,35.8 MB,833 µs,807 µs
253,21.6 MB,35.8 MB,969 µs,807 µs
254,21.6 MB,35.8 MB,969 µs,807 µs
255,21.6 MB,35.8 MB,969 µs,807 µs
256,21.6 MB,35.8 MB,969 µs,807 µs
257,21.6 MB,35.8 MB,969 µs,807 µs
258,21.6 MB,35.8 MB,969 µs,807 µs
259,21.6 MB,35.8 MB,969 µs,807 µs
260,21.6 MB,35.8 MB,969 µs,807 µs
261,21.6 MB,35.8 MB,969 µs,807 µs
262,21.6 MB,35.8 MB,969 µs,739 µs
263,21.6 MB,35.8 MB,969 µs,739 µs
264,21.6 MB,35.8 MB,969 µs,739 µs
265,21.6 MB,39.2 MB,820 µs,739 µs
266,21.7 MB,39.2 MB,1.08 ms,739 µs
267,21.7 MB,39.2 MB,1.08 ms,739 µs
268,21.7 MB,39.2 MB,1.07 ms,739 µs
269,21.7 MB,39.2 MB,1.07 ms,739 µs
270,21.7 MB,39.2 MB,1.07 ms,739 µs
271,21.7 MB,39.2 MB,1.07 ms,739 µs
272,21.7 MB,39.2 MB,1.07 ms,739 µs
273,21.7 MB,39.2 MB,1.07 ms,739 µs
274,21.7 MB,39.2 MB,1.07 ms,739 µs
275,10.5 MB,21.1 MB,1.07 ms,739 µs
276,10.5 MB,21.1 MB,1.07 ms,739 µs
277,10.5 MB,21.1 MB,1.07 ms,739 µs
278,10.5 MB,21.1 MB,1.07 ms,739 µs
279,10.5 MB,21.1 MB,1.10 ms,739 µs
280,10.5 MB,21.1 MB,1.10 ms,739 µs
281,10.5 MB,21.1 MB,1.10 ms,739 µs
282,10.6 MB,21.1 MB,941 µs,
283,10.6 MB,33.8 MB,941 µs,1.73 ms
284,10.6 MB,33.8 MB,941 µs,1.81 ms
285,10.6 MB,33.8 MB,941 µs,1.90 ms
286,10.6 MB,33.8 MB,941 µs,1.98 ms
287,10.6 MB,33.8 MB,941 µs,2.07 ms
288,10.6 MB,33.8 MB,941 µs,2.15 ms
289,10.6 MB,33.8 MB,941 µs,2.24 ms
290,10.6 MB,33.8 MB,941 µs,2.32 ms
291,10.6 MB,33.8 MB,941 µs,2.41 ms
292,10.6 MB,33.8 MB,941 µs,2.49 ms
293,10.6 MB,33.8 MB,941 µs,2.58 ms
294,10.6 MB,33.8 MB,941 µs,2.66 ms
295,10.6 MB,33.8 MB,941 µs,2.75 ms
296,10.6 MB,33.8 MB,1.00 ms,2.83 ms
297,10.6 MB,33.8 MB,1.00 ms,2.92 ms
298,10.6 MB,33.8 MB,1.00 ms,3.00 ms
299,10.6 MB,33.8 MB,1.00 ms,3.09 ms
300,10.6 MB,33.8 MB,829 µs,3.17 ms
301,10.6 MB,33.8 MB,813 µs,3.25 ms
302,10.6 MB,33.8 MB,796 µs,3.34 ms
303,10.6 MB,33.8 MB,779 µs,2.47 ms
304,10.6 MB,33.8 MB,762 µs,2.47 ms
305,10.6 MB,33.8 MB,746 µs,2.47 ms
306,10.6 MB,33.8 MB,729 µs,2.47 ms
307,10.6 MB,33.8 MB,712 µs,2.47 ms
308,10.6 MB,33.8 MB,695 µs,2.47 ms
309,10.8 MB,33.8 MB,825 µs,2.47 ms
310,10.8 MB,33.8 MB,825 µs,2.47 ms
311,10.8 MB,34.3 MB,825 µs,2.06 ms
312,10.8 MB,34.3 MB,825 µs,2.10 ms
313,10.8 MB,34.3 MB,825 µs,2.14 ms
314,10.8 MB,34.3 MB,825 µs,2.18 ms
315,10.8 MB,34.3 MB,825 µs,2.22 ms
316,10.8 MB,34.3 MB,825 µs,2.26 ms
317,10.8 MB,34.3 MB,825 µs,2.30 ms
318,10.8 MB,34.3 MB,825 µs,2.34 ms
319,10.8 MB,34.3 MB,825 µs,2.38 ms
320,10.8 MB,34.3 MB,825 µs,2.42 ms
321,10.8 MB,34.3 MB,825 µs,2.43 ms
322,10.8 MB,34.3 MB,825 µs,2.43 ms
323,10.8 MB,34.3 MB,825 µs,2.43 ms
324,10.8 MB,34.3 MB,825 µs,2.43 ms
325,10.9 MB,34.3 MB,885 µs,710 µs
326,10.9 MB,34.3 MB,973 µs,710 µs
327,10.9 MB,34.7 MB,973 µs,798 µs
328,10.9 MB,34.7 MB,973 µs,798 µs
329,10.9 MB,34.7 MB,973 µs,798 µs
330,10.9 MB,34.7 MB,973 µs,798 µs
331,10.9 MB,34.7 MB,973 µs,798 µs
332,10.9 MB,34.7 MB,973 µs,798 µs
333,10.9 MB,34.7 MB,973 µs,798 µs
334,10.9 MB,34.7 MB,973 µs,798 µs
335,10.9 MB,34.7 MB,973 µs,798 µs
336,10.9 MB,34.7 MB,973 µs,798 µs
337,10.9 MB,34.7 MB,973 µs,798 µs
338,10.9 MB,34.7 MB,973 µs,798 µs
339,10.9 MB,34.7 MB,973 µs,798 µs
340,10.9 MB,34.7 MB,973 µs,798 µs
341,10.9 MB,34.7 MB,973 µs,798 µs
342,10.9 MB,34.7 MB,728 µs,798 µs
343,11.0 MB,34.7 MB,747 µs,639 µs
344,11.0 MB,34.7 MB,765 µs,655 µs
345,11.0 MB,34.7 MB,782 µs,646 µs
346,11.0 MB,34.7 MB,799 µs,661 µs
347,11.0 MB,34.7 MB,817 µs,676 µs
348,11.0 MB,34.7 MB,834 µs,691 µs
349,11.0 MB,34.7 MB,851 µs,706 µs
350,11.0 MB,34.7 MB,1.04 ms,721 µs
351,11.0 MB,34.7 MB,1.04 ms,737 µs
352,11.0 MB,34.7 MB,1.04 ms,905 µs
353,11.0 MB,34.7 MB,1.04 ms,905 µs
354,11.0 MB,34.7 MB,1.04 ms,905 µs
355,11.0 MB,34.7 MB,1.04 ms,905 µs
356,11.0 MB,34.7 MB,1.04 ms,905 µs
357,11.0 MB,34.7 MB,1.04 ms,905 µs
358,11.0 MB,34.7 MB,1.04 ms,905 µs
359,11.0 MB,34.7 MB,1.04 ms,905 µs
360,11.0 MB,34.7 MB,1.04 ms,905 µs
361,11.0 MB,34.7 MB,1.04 ms,905 µs
362,11.0 MB,34.7 MB,851 µs,905 µs
363,11.0 MB,34.7 MB,834 µs,905 µs
364,11.0 MB,34.7 MB,817 µs,739 µs
365,11.0 MB,34.7 MB,799 µs,724 µs
366,11.0 MB,34.7 MB,782 µs,709 µs
367,11.0 MB,34.7 MB,765 µs,694 µs
368,11.0 MB,34.7 MB,747 µs,679 µs
369,11.0 MB,34.7 MB,733 µs,664 µs
370,11.0 MB,34.7 MB,716 µs,649 µs
371,11.0 MB,34.7 MB,698 µs,612 µs
372,11.0 MB,34.7 MB,681 µs,598 µs
373,11.0 MB,34.7 MB,987 µs,584 µs
374,11.0 MB,34.7 MB,987 µs,569 µs
375,11.0 MB,34.7 MB,987 µs,555 µs
376,11.0 MB,34.7 MB,987 µs,777 µs
377,11.0 MB,34.7 MB,987 µs,777 µs
378,11.0 MB,34.7 MB,987 µs,777 µs
379,11.0 MB,34.7 MB,987 µs,777 µs
380,11.0 MB,34.7 MB,987 µs,777 µs
381,11.0 MB,34.7 MB,987 µs,777 µs
382,11.0 MB,34.7 MB,987 µs,777 µs
383,11.0 MB,34.7 MB,987 µs,777 µs
384,11.0 MB,34.7 MB,987 µs,777 µs
385,11.0 MB,34.7 MB,970 µs,777 µs
386,11.0 MB,34.7 MB,970 µs,777 µs
387,11.0 MB,34.7 MB,970 µs,727 µs
388,11.0 MB,34.7 MB,970 µs,727 µs
389,11.0 MB,34.7 MB,970 µs,727 µs
390,11.0 MB,34.7 MB,970 µs,727 µs
391,11.0 MB,34.7 MB,970 µs,727 µs
392,11.0 MB,34.7 MB,970 µs,727 µs
393,11.0 MB,34.7 MB,970 µs,727 µs
394,11.0 MB,34.7 MB,970 µs,727 µs
395,11.0 MB,34.7 MB,970 µs,727 µs
396,11.0 MB,34.9 MB,970 µs,833 µs
397,11.0 MB,34.9 MB,970 µs,833 µs
398,11.0 MB,34.9 MB,970 µs,833 µs
399,11.0 MB,34.9 MB,970 µs,833 µs
400,11.3 MB,34.9 MB,1.02 ms,833 µs
401,11.3 MB,34.9 MB,1.02 ms,833 µs
402,11.3 MB,34.9 MB,1.02 ms,833 µs
403,11.3 MB,34.9 MB,683 µs,833 µs
404,11.3 MB,34.9 MB,701 µs,833 µs
405,11.3 MB,34.9 MB,720 µs,650 µs
406,11.3 MB,34.9 MB,738 µs,667 µs
407,11.3 MB,34.9 MB,756 µs,684 µs
408,11.3 MB,34.9 MB,774 µs,700 µs
409,11.3 MB,34.9 MB,793 µs,717 µs
410,11.3 MB,34.9 MB,811 µs,734 µs
411,11.3 MB,34.9 MB,829 µs,597 µs
412,11.3 MB,34.9 MB,847 µs,610 µs
413,11.3 MB,34.9 MB,866 µs,624 µs
414,11.0 MB,34.9 MB,785 µs,637 µs
415,11.0 MB,34.9 MB,801 µs,651 µs
416,11.0 MB,34.9 MB,818 µs,665 µs
417,11.0 MB,34.9 MB,834 µs,816 µs
418,11.0 MB,34.9 MB,969 µs,816 µs
419,11.0 MB,34.9 MB,969 µs,816 µs
420,11.0 MB,34.9 MB,969 µs,816 µs
421,11.0 MB,34.9 MB,969 µs,816 µs
422,11.0 MB,34.9 MB,969 µs,816 µs
423,11.0 MB,34.9 MB,969 µs,816 µs
424,11.0 MB,34.9 MB,969 µs,751 µs
425,11.0 MB,34.9 MB,969 µs,751 µs
426,11.0 MB,34.9 MB,969 µs,751 µs
427,11.0 MB,34.9 MB,969 µs,751 µs
428,11.0 MB,34.9 MB,969 µs,751 µs
429,11.0 MB,34.9 MB,969 µs,751 µs
430,11.0 MB,34.9 MB,819 µs,751 µs
431,11.0 MB,34.9 MB,811 µs,751 µs
432,11.0 MB,34.9 MB,811 µs,751 µs
433,11.0 MB,34.9 MB,762 µs,751 µs
434,11.0 MB,34.9 MB,762 µs,751 µs
435,11.0 MB,34.9 MB,762 µs,751 µs
436,11.0 MB,34.9 MB,762 µs,467 µs
437,11.0 MB,34.9 MB,762 µs,476 µs
438,11.0 MB,34.9 MB,762 µs,486 µs
439,11.0 MB,34.9 MB,762 µs,496 µs
440,11.0 MB,34.9 MB,762 µs,423 µs
441,11.0 MB,34.9 MB,762 µs,423 µs
442,11.0 MB,34.9 MB,762 µs,423 µs
443,11.0 MB,34.9 MB,762 µs,423 µs
444,11.0 MB,34.9 MB,683 µs,423 µs
445,11.0 MB,34.9 MB,519 µs,423 µs
446,11.0 MB,34.9 MB,519 µs,423 µs
447,11.0 MB,34.9 MB,519 µs,423 µs
448,11.0 MB,34.9 MB,519 µs,423 µs
449,11.0 MB,34.9 MB,519 µs,423 µs
450,11.0 MB,34.9 MB,519 µs,423 µs
451,11.0 MB,34.9 MB,519 µs,390 µs
452,11.0 MB,34.9 MB,519 µs,390 µs
453,11.0 MB,34.9 MB,519 µs,390 µs
454,11.0 MB,34.9 MB,519 µs,390 µs
455,11.0 MB,34.9 MB,519 µs,390 µs
456,11.0 MB,34.9 MB,519 µs,318 µs
457,11.0 MB,34.9 MB,519 µs,318 µs
458,11.0 MB,34.9 MB,519 µs,318 µs
459,11.0 MB,34.9 MB,472 µs,318 µs
460,11.0 MB,34.9 MB,387 µs,318 µs
461,11.0 MB,34.9 MB,387 µs,318 µs
462,11.0 MB,34.9 MB,387 µs,318 µs
463,11.0 MB,34.9 MB,387 µs,318 µs
464,11.0 MB,34.9 MB,387 µs,318 µs
465,11.0 MB,34.9 MB,387 µs,318 µs
466,11.0 MB,34.9 MB,387 µs,273 µs
467,11.0 MB,34.9 MB,387 µs,268 µs
468,11.0 MB,34.9 MB,387 µs,278 µs
469,11.0 MB,34.9 MB,387 µs,278 µs
470,11.0 MB,34.9 MB,387 µs,278 µs
471,11.0 MB,34.9 MB,387 µs,183 µs
472,11.0 MB,34.9 MB,387 µs,183 µs
473,11.0 MB,34.9 MB,387 µs,183 µs
474,11.0 MB,34.9 MB,305 µs,183 µs
475,11.0 MB,34.9 MB,255 µs,183 µs
476,11.0 MB,34.9 MB,302 µs,183 µs
477,11.0 MB,34.9 MB,296 µs,183 µs
