step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
0,,,,
1,,,,
2,3.37 MB,3.70 MB,,
3,3.37 MB,3.70 MB,,
4,3.37 MB,3.70 MB,,
5,3.37 MB,3.70 MB,,
6,3.37 MB,3.70 MB,,
7,3.37 MB,3.70 MB,,
8,3.37 MB,3.70 MB,,
9,3.37 MB,3.70 MB,,
10,3.37 MB,3.70 MB,,
11,3.37 MB,3.70 MB,,
12,3.37 MB,3.70 MB,,
13,3.37 MB,19.3 MB,,1.96 ms
14,3.37 MB,19.3 MB,,2.11 ms
15,3.37 MB,19.3 MB,,2.26 ms
16,6.98 MB,19.3 MB,594 µs,2.42 ms
17,6.98 MB,19.3 MB,621 µs,2.57 ms
18,6.98 MB,19.3 MB,649 µs,2.72 ms
19,6.98 MB,19.3 MB,677 µs,2.87 ms
20,6.98 MB,19.3 MB,704 µs,3.02 ms
21,6.98 MB,19.3 MB,732 µs,3.17 ms
22,6.98 MB,19.3 MB,759 µs,3.32 ms
23,6.98 MB,19.5 MB,787 µs,1.97 ms
24,6.98 MB,19.5 MB,814 µs,2.05 ms
25,6.98 MB,19.5 MB,842 µs,2.13 ms
26,6.98 MB,19.5 MB,870 µs,2.21 ms
27,6.98 MB,19.5 MB,897 µs,2.29 ms
28,6.98 MB,19.5 MB,925 µs,2.37 ms
29,7.18 MB,19.5 MB,723 µs,2.45 ms
30,7.18 MB,19.5 MB,744 µs,2.54 ms
31,7.18 MB,19.5 MB,765 µs,2.62 ms
32,7.18 MB,19.5 MB,786 µs,2.70 ms
33,7.18 MB,19.5 MB,807 µs,2.78 ms
34,7.18 MB,19.5 MB,828 µs,2.86 ms
35,7.18 MB,20.0 MB,850 µs,2.24 ms
36,7.18 MB,20.0 MB,871 µs,2.30 ms
37,7.18 MB,20.0 MB,892 µs,2.36 ms
38,7.18 MB,20.0 MB,913 µs,2.42 ms
39,7.18 MB,20.0 MB,934 µs,2.48 ms
40,7.43 MB,20.0 MB,961 µs,2.54 ms
41,7.43 MB,20.0 MB,983 µs,2.60 ms
42,7.43 MB,20.0 MB,1.00 ms,2.66 ms
43,7.43 MB,20.0 MB,1.03 ms,2.72 ms
44,7.43 MB,20.0 MB,1.05 ms,2.78 ms
45,7.43 MB,20.0 MB,1.07 ms,2.84 ms
46,7.43 MB,20.0 MB,1.09 ms,2.90 ms
47,7.43 MB,20.0 MB,1.11 ms,2.54 ms
48,7.43 MB,20.0 MB,1.21 ms,2.54 ms
49,7.43 MB,20.0 MB,1.23 ms,2.54 ms
50,7.43 MB,20.0 MB,1.25 ms,2.54 ms
51,7.95 MB,20.0 MB,1.29 ms,2.54 ms
52,7.95 MB,20.0 MB,1.31 ms,2.54 ms
53,7.95 MB,20.0 MB,1.31 ms,2.54 ms
54,7.95 MB,20.4 MB,1.31 ms,2.49 ms
