step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
0,10.7 MB,34.5 MB,282 µs,98.7 µs
1,10.7 MB,34.5 MB,282 µs,98.7 µs
2,14.2 MB,38.2 MB,282 µs,98.7 µs
3,14.2 MB,38.2 MB,282 µs,98.7 µs
4,14.2 MB,38.2 MB,202 µs,
5,14.2 MB,38.2 MB,,
6,14.2 MB,38.2 MB,,
7,14.2 MB,38.2 MB,,
8,14.2 MB,38.2 MB,,
9,14.2 MB,38.2 MB,,
10,14.2 MB,38.2 MB,,
11,14.2 MB,38.2 MB,,
12,14.2 MB,38.2 MB,,
13,14.2 MB,38.2 MB,,
14,14.2 MB,38.2 MB,,
15,14.2 MB,38.2 MB,,
16,14.2 MB,38.2 MB,,
17,14.2 MB,38.2 MB,,
18,17.7 MB,38.2 MB,624 µs,
19,17.7 MB,38.2 MB,650 µs,
20,17.7 MB,38.2 MB,676 µs,
21,17.7 MB,38.2 MB,701 µs,
22,17.7 MB,38.2 MB,727 µs,
23,17.7 MB,38.2 MB,753 µs,
24,17.7 MB,38.2 MB,779 µs,
25,17.7 MB,38.2 MB,804 µs,
26,17.7 MB,38.2 MB,830 µs,
27,17.7 MB,38.2 MB,856 µs,
28,17.7 MB,38.2 MB,882 µs,
29,17.7 MB,51.0 MB,907 µs,2.08 ms
30,17.7 MB,51.0 MB,933 µs,2.15 ms
31,17.7 MB,51.0 MB,959 µs,2.22 ms
32,17.7 MB,51.0 MB,985 µs,2.28 ms
33,17.7 MB,51.0 MB,1.01 ms,2.35 ms
34,17.7 MB,51.0 MB,1.04 ms,2.42 ms
35,18.1 MB,51.0 MB,949 µs,2.49 ms
36,18.1 MB,51.0 MB,971 µs,2.56 ms
37,18.1 MB,51.0 MB,994 µs,2.63 ms
38,18.1 MB,51.0 MB,1.02 ms,2.69 ms
39,18.1 MB,51.3 MB,1.04 ms,2.22 ms
40,18.1 MB,51.3 MB,1.06 ms,2.27 ms
41,18.1 MB,51.3 MB,1.09 ms,2.32 ms
42,18.1 MB,51.3 MB,1.11 ms,2.38 ms
43,18.1 MB,51.3 MB,1.13 ms,2.43 ms
44,18.1 MB,51.3 MB,1.18 ms,2.48 ms
45,18.1 MB,51.3 MB,1.20 ms,2.54 ms
46,18.7 MB,51.3 MB,1.20 ms,2.59 ms
47,18.7 MB,51.3 MB,1.22 ms,2.65 ms
48,18.7 MB,51.3 MB,1.25 ms,2.70 ms
49,18.7 MB,51.3 MB,1.27 ms,2.75 ms
50,18.7 MB,51.6 MB,1.29 ms,2.41 ms
51,18.7 MB,51.6 MB,1.31 ms,2.45 ms
52,18.7 MB,51.6 MB,1.34 ms,2.50 ms
53,18.7 MB,51.6 MB,1.35 ms,2.54 ms
54,18.7 MB,51.6 MB,1.35 ms,2.59 ms
55,18.7 MB,51.6 MB,1.35 ms,2.63 ms
56,18.7 MB,51.6 MB,1.35 ms,2.68 ms
57,18.7 MB,51.6 MB,1.35 ms,2.73 ms
58,18.7 MB,51.6 MB,1.35 ms,2.73 ms
59,18.7 MB,51.6 MB,1.35 ms,2.73 ms
60,19.1 MB,51.6 MB,1.28 ms,2.73 ms
61,19.1 MB,51.6 MB,1.28 ms,2.73 ms
62,19.1 MB,51.6 MB,1.02 ms,509 µs
63,19.1 MB,51.7 MB,1.19 ms,610 µs
64,19.1 MB,51.7 MB,1.19 ms,626 µs
65,19.1 MB,51.7 MB,1.19 ms,641 µs
66,19.1 MB,51.7 MB,1.19 ms,656 µs
67,19.1 MB,51.7 MB,1.19 ms,671 µs
68,19.1 MB,51.7 MB,1.19 ms,687 µs
69,19.1 MB,51.7 MB,1.19 ms,702 µs
70,19.1 MB,51.7 MB,1.19 ms,717 µs
71,19.1 MB,51.7 MB,1.19 ms,732 µs
72,19.1 MB,51.7 MB,1.19 ms,748 µs
73,19.1 MB,51.7 MB,1.19 ms,763 µs
74,19.1 MB,51.7 MB,1.19 ms,778 µs
75,19.1 MB,51.7 MB,1.01 ms,685 µs
76,19.1 MB,51.7 MB,988 µs,685 µs
77,19.1 MB,51.7 MB,969 µs,777 µs
78,19.1 MB,51.7 MB,732 µs,761 µs
79,19.1 MB,51.7 MB,732 µs,746 µs
80,19.1 MB,51.7 MB,732 µs,731 µs
81,19.1 MB,51.7 MB,864 µs,716 µs
82,19.1 MB,51.7 MB,845 µs,700 µs
83,19.1 MB,51.7 MB,825 µs,685 µs
84,19.1 MB,51.7 MB,806 µs,670 µs
85,19.1 MB,51.7 MB,786 µs,655 µs
86,19.1 MB,51.7 MB,767 µs,639 µs
87,19.1 MB,51.7 MB,747 µs,624 µs
88,19.1 MB,51.7 MB,728 µs,609 µs
89,19.1 MB,51.7 MB,708 µs,602 µs
90,19.1 MB,51.7 MB,689 µs,587 µs
91,19.1 MB,51.7 MB,669 µs,572 µs
92,19.1 MB,51.7 MB,650 µs,556 µs
93,19.1 MB,51.7 MB,630 µs,541 µs
94,20.2 MB,51.7 MB,1.01 ms,828 µs
95,20.2 MB,51.7 MB,946 µs,828 µs
96,20.2 MB,51.7 MB,946 µs,828 µs
97,20.2 MB,51.7 MB,946 µs,828 µs
98,20.2 MB,51.7 MB,946 µs,828 µs
99,20.2 MB,51.7 MB,946 µs,778 µs
100,20.2 MB,51.7 MB,946 µs,778 µs
101,20.2 MB,51.7 MB,946 µs,778 µs
102,20.2 MB,51.7 MB,946 µs,778 µs
103,20.2 MB,51.7 MB,946 µs,778 µs
104,20.2 MB,51.7 MB,946 µs,778 µs
105,20.2 MB,51.7 MB,946 µs,778 µs
106,20.2 MB,51.7 MB,892 µs,778 µs
107,20.2 MB,51.7 MB,892 µs,778 µs
108,20.2 MB,51.8 MB,892 µs,838 µs
109,20.2 MB,51.8 MB,892 µs,838 µs
110,20.2 MB,51.8 MB,892 µs,841 µs
111,20.2 MB,51.8 MB,892 µs,841 µs
112,19.6 MB,34.4 MB,947 µs,841 µs
113,19.6 MB,34.4 MB,947 µs,841 µs
114,19.6 MB,34.4 MB,947 µs,841 µs
115,19.6 MB,34.4 MB,947 µs,841 µs
116,19.6 MB,34.4 MB,947 µs,841 µs
117,19.6 MB,34.4 MB,947 µs,841 µs
118,19.6 MB,34.4 MB,947 µs,841 µs
119,19.6 MB,34.4 MB,947 µs,841 µs
120,19.6 MB,34.4 MB,632 µs,841 µs
121,19.6 MB,34.4 MB,650 µs,841 µs
122,19.6 MB,34.4 MB,667 µs,841 µs
123,19.6 MB,34.4 MB,685 µs,622 µs
124,20.2 MB,34.4 MB,762 µs,482 µs
125,20.2 MB,34.4 MB,781 µs,482 µs
126,20.2 MB,34.4 MB,801 µs,482 µs
127,20.2 MB,34.5 MB,821 µs,696 µs
128,20.2 MB,34.5 MB,841 µs,712 µs
129,20.2 MB,34.5 MB,861 µs,729 µs
130,20.2 MB,34.5 MB,880 µs,746 µs
131,20.2 MB,34.5 MB,900 µs,763 µs
132,20.2 MB,34.5 MB,920 µs,779 µs
133,20.2 MB,34.5 MB,940 µs,796 µs
134,20.2 MB,34.5 MB,959 µs,813 µs
135,20.2 MB,34.5 MB,979 µs,830 µs
136,20.2 MB,34.5 MB,999 µs,1.00 ms
137,20.2 MB,34.5 MB,1.19 ms,1.00 ms
138,20.2 MB,34.5 MB,1.19 ms,1.00 ms
139,20.2 MB,34.5 MB,1.19 ms,1.00 ms
140,20.2 MB,34.5 MB,1.19 ms,1.00 ms
141,20.2 MB,34.5 MB,991 µs,1.00 ms
142,20.2 MB,34.5 MB,971 µs,1.00 ms
143,20.8 MB,34.5 MB,1.21 ms,1.00 ms
144,20.8 MB,34.5 MB,1.21 ms,1.00 ms
145,20.8 MB,34.5 MB,1.21 ms,1.00 ms
146,20.8 MB,34.5 MB,1.21 ms,823 µs
147,20.8 MB,34.5 MB,1.21 ms,806 µs
148,20.8 MB,34.5 MB,1.21 ms,789 µs
149,20.8 MB,34.5 MB,1.21 ms,931 µs
150,20.8 MB,34.5 MB,1.21 ms,931 µs
151,20.8 MB,34.5 MB,1.21 ms,931 µs
152,20.8 MB,34.5 MB,1.21 ms,931 µs
153,20.8 MB,34.5 MB,1.21 ms,931 µs
154,20.8 MB,34.5 MB,1.09 ms,897 µs
155,20.8 MB,34.5 MB,971 µs,897 µs
156,20.8 MB,34.5 MB,1.15 ms,897 µs
157,20.8 MB,34.5 MB,1.15 ms,897 µs
158,20.8 MB,34.5 MB,1.15 ms,897 µs
159,20.8 MB,34.5 MB,1.15 ms,897 µs
160,20.8 MB,34.5 MB,1.15 ms,897 µs
161,20.8 MB,34.5 MB,1.15 ms,897 µs
162,20.8 MB,34.5 MB,1.15 ms,897 µs
163,20.8 MB,34.5 MB,1.15 ms,897 µs
164,20.8 MB,34.5 MB,1.15 ms,897 µs
165,20.8 MB,34.5 MB,1.15 ms,897 µs
166,20.8 MB,34.5 MB,1.15 ms,897 µs
167,20.8 MB,34.5 MB,1.15 ms,897 µs
168,20.8 MB,34.5 MB,1.15 ms,818 µs
169,20.8 MB,34.5 MB,1.15 ms,772 µs
170,20.8 MB,34.5 MB,1.15 ms,772 µs
171,20.8 MB,34.5 MB,982 µs,772 µs
172,21.0 MB,34.5 MB,964 µs,772 µs
173,21.0 MB,34.5 MB,964 µs,772 µs
174,21.0 MB,34.5 MB,964 µs,772 µs
175,21.0 MB,34.5 MB,964 µs,772 µs
176,21.0 MB,34.5 MB,964 µs,772 µs
177,21.0 MB,34.5 MB,964 µs,772 µs
178,21.0 MB,34.5 MB,964 µs,772 µs
179,21.0 MB,34.5 MB,964 µs,772 µs
180,21.0 MB,34.5 MB,964 µs,772 µs
181,21.0 MB,34.5 MB,964 µs,772 µs
182,21.0 MB,34.5 MB,964 µs,772 µs
183,21.0 MB,34.5 MB,964 µs,772 µs
184,20.9 MB,34.5 MB,715 µs,772 µs
185,20.9 MB,34.5 MB,730 µs,772 µs
186,20.9 MB,34.5 MB,745 µs,772 µs
187,20.9 MB,34.9 MB,760 µs,693 µs
188,20.9 MB,34.9 MB,888 µs,866 µs
189,20.9 MB,34.9 MB,888 µs,866 µs
190,20.9 MB,34.9 MB,888 µs,866 µs
191,20.9 MB,34.9 MB,888 µs,866 µs
192,20.9 MB,34.9 MB,888 µs,866 µs
193,20.9 MB,34.9 MB,888 µs,866 µs
194,20.9 MB,34.9 MB,888 µs,866 µs
195,20.9 MB,34.9 MB,888 µs,866 µs
196,20.9 MB,34.9 MB,888 µs,866 µs
197,20.9 MB,34.9 MB,888 µs,866 µs
198,20.9 MB,34.9 MB,888 µs,866 µs
199,20.9 MB,34.9 MB,761 µs,866 µs
200,20.9 MB,34.9 MB,746 µs,866 µs
201,20.9 MB,34.9 MB,731 µs,866 µs
202,20.9 MB,34.9 MB,717 µs,866 µs
203,20.9 MB,34.9 MB,749 µs,866 µs
204,20.9 MB,34.9 MB,734 µs,796 µs
205,20.9 MB,34.9 MB,718 µs,796 µs
206,20.9 MB,34.9 MB,702 µs,796 µs
207,20.9 MB,34.9 MB,687 µs,796 µs
208,20.9 MB,34.9 MB,671 µs,796 µs
209,20.9 MB,34.9 MB,655 µs,685 µs
210,20.9 MB,34.9 MB,639 µs,838 µs
211,20.9 MB,34.9 MB,922 µs,838 µs
212,20.9 MB,34.9 MB,922 µs,838 µs
213,20.9 MB,34.9 MB,922 µs,838 µs
214,20.9 MB,34.9 MB,922 µs,838 µs
215,20.9 MB,34.9 MB,979 µs,838 µs
216,20.9 MB,34.9 MB,979 µs,838 µs
217,20.9 MB,34.9 MB,979 µs,838 µs
218,20.9 MB,34.9 MB,979 µs,838 µs
219,20.9 MB,34.9 MB,979 µs,838 µs
220,20.9 MB,34.9 MB,979 µs,838 µs
221,20.9 MB,34.9 MB,979 µs,838 µs
222,20.9 MB,34.9 MB,979 µs,806 µs
223,20.9 MB,34.9 MB,979 µs,806 µs
224,20.9 MB,34.9 MB,979 µs,806 µs
225,20.9 MB,34.9 MB,979 µs,806 µs
226,20.9 MB,34.9 MB,979 µs,806 µs
227,20.9 MB,34.9 MB,979 µs,806 µs
228,21.0 MB,34.9 MB,1.06 ms,806 µs
229,21.0 MB,34.9 MB,1.06 ms,691 µs
230,21.0 MB,34.9 MB,1.06 ms,691 µs
231,21.0 MB,34.9 MB,1.06 ms,691 µs
232,21.0 MB,34.9 MB,1.04 ms,691 µs
233,21.0 MB,34.9 MB,1.04 ms,691 µs
234,21.0 MB,34.9 MB,1.04 ms,691 µs
235,21.0 MB,34.9 MB,1.04 ms,691 µs
236,21.0 MB,34.9 MB,1.04 ms,691 µs
237,21.0 MB,34.9 MB,1.04 ms,691 µs
238,21.0 MB,34.9 MB,1.04 ms,691 µs
239,21.0 MB,34.9 MB,1.04 ms,691 µs
240,21.0 MB,34.9 MB,1.04 ms,691 µs
241,21.0 MB,35.0 MB,1.04 ms,826 µs
242,21.0 MB,35.0 MB,1.04 ms,826 µs
243,21.0 MB,35.0 MB,1.04 ms,826 µs
244,21.0 MB,35.0 MB,839 µs,826 µs
245,21.0 MB,35.0 MB,860 µs,826 µs
246,21.0 MB,35.0 MB,880 µs,826 µs
247,21.0 MB,35.0 MB,900 µs,911 µs
248,21.0 MB,35.0 MB,920 µs,911 µs
249,21.0 MB,35.0 MB,940 µs,911 µs
250,21.0 MB,35.0 MB,960 µs,911 µs
251,21.0 MB,35.0 MB,980 µs,911 µs
252,21.0 MB,35.0 MB,1.00 ms,911 µs
253,21.0 MB,35.0 MB,1.21 ms,911 µs
254,21.0 MB,35.0 MB,1.21 ms,911 µs
255,21.0 MB,35.0 MB,1.21 ms,911 µs
256,21.0 MB,35.0 MB,1.21 ms,911 µs
257,21.0 MB,35.0 MB,1.21 ms,911 µs
258,21.0 MB,35.0 MB,1.21 ms,911 µs
259,21.0 MB,35.0 MB,1.21 ms,911 µs
260,21.0 MB,35.0 MB,1.21 ms,911 µs
261,21.0 MB,35.0 MB,1.21 ms,911 µs
262,21.0 MB,35.0 MB,1.21 ms,732 µs
263,21.0 MB,35.0 MB,988 µs,717 µs
264,21.0 MB,35.0 MB,968 µs,826 µs
265,21.0 MB,35.0 MB,948 µs,808 µs
266,21.0 MB,35.0 MB,928 µs,1.00 ms
267,21.0 MB,35.0 MB,908 µs,1.00 ms
268,21.0 MB,35.0 MB,888 µs,1.00 ms
269,21.0 MB,35.0 MB,868 µs,1.00 ms
270,21.0 MB,35.0 MB,848 µs,1.00 ms
271,21.0 MB,35.0 MB,786 µs,1.00 ms
272,21.0 MB,35.0 MB,767 µs,1.00 ms
273,10.3 MB,35.0 MB,747 µs,1.00 ms
274,10.5 MB,17.9 MB,1.08 ms,1.00 ms
275,10.5 MB,17.9 MB,1.08 ms,1.00 ms
276,10.5 MB,17.9 MB,1.08 ms,1.00 ms
277,10.5 MB,17.9 MB,1.08 ms,1.00 ms
278,10.5 MB,17.9 MB,1.08 ms,1.00 ms
279,10.5 MB,17.9 MB,1.08 ms,1.00 ms
280,10.5 MB,17.9 MB,1.08 ms,1.00 ms
281,10.5 MB,17.9 MB,1.08 ms,924 µs
282,10.5 MB,17.9 MB,1.08 ms,855 µs
283,10.5 MB,17.9 MB,1.08 ms,855 µs
284,10.5 MB,17.9 MB,1.08 ms,855 µs
285,10.5 MB,17.9 MB,1.08 ms,855 µs
286,10.5 MB,17.9 MB,1.08 ms,855 µs
287,10.5 MB,17.9 MB,1.08 ms,855 µs
288,10.5 MB,17.9 MB,1.04 ms,855 µs
289,10.5 MB,17.9 MB,1.04 ms,855 µs
290,10.5 MB,17.9 MB,1.04 ms,855 µs
291,10.5 MB,17.9 MB,1.04 ms,855 µs
292,10.5 MB,17.9 MB,1.04 ms,855 µs
293,10.5 MB,17.9 MB,1.04 ms,855 µs
294,10.5 MB,17.9 MB,1.04 ms,855 µs
295,10.5 MB,17.9 MB,1.04 ms,855 µs
296,10.5 MB,17.9 MB,1.04 ms,855 µs
297,10.5 MB,17.9 MB,1.04 ms,855 µs
298,10.5 MB,17.9 MB,1.04 ms,855 µs
299,10.5 MB,18.0 MB,1.04 ms,864 µs
300,10.5 MB,18.0 MB,1.04 ms,864 µs
301,10.5 MB,18.0 MB,1.04 ms,576 µs
302,10.5 MB,18.0 MB,1.04 ms,589 µs
303,10.5 MB,18.0 MB,1.04 ms,603 µs
304,10.5 MB,18.0 MB,502 µs,616 µs
