,response_time_ms
0,3165.3010845184326
1,2077.8980255126953
2,2155.2579402923584
3,2073.9550590515137
4,2075.845956802368
5,2095.2489376068115
6,2083.994150161743
7,2078.2711505889893
8,2184.757947921753
9,2075.8190155029297
10,2082.6146602630615
11,2127.80499458313
12,2078.031063079834
13,2079.957962036133
14,2076.8871307373047
15,2076.016902923584
16,2083.4009647369385
17,2078.6008834838867
18,2079.3440341949463
19,2075.924873352051
20,2079.3120861053467
21,2076.1051177978516
22,2078.526020050049
23,2174.160957336426
24,2073.184013366699
25,2122.875928878784
26,2149.142026901245
27,2074.5620727539062
28,2078.131914138794
29,2092.307806015014
30,2149.911880493164
31,2077.76403427124
32,2117.910146713257
33,2150.1948833465576
34,2074.4810104370117
35,2073.439121246338
36,2096.0168838500977
37,2077.0370960235596
38,2119.9097633361816
39,2151.0589122772217
40,2082.3328495025635
41,2088.1099700927734
42,2070.9450244903564
43,2075.2410888671875
44,2074.2390155792236
45,2077.2740840911865
46,2077.6329040527344
47,2081.035852432251
48,2080.904245376587
49,2076.9801139831543
50,2142.7578926086426
51,2073.697090148926
52,2077.402114868164
53,2076.080083847046
54,2168.6370372772217
55,2074.803113937378
56,2122.516870498657
57,2149.3711471557617
58,2078.089952468872
59,2117.800235748291
60,2152.646780014038
61,2076.672077178955
62,2076.6899585723877
63,2078.415870666504
64,2078.227996826172
65,2074.5842456817627
66,2072.9591846466064
67,2079.2500972747803
68,2079.8261165618896
69,2112.750768661499
70,2076.655149459839
71,2077.1660804748535
72,2090.346336364746
73,2079.2360305786133
74,2118.8340187072754
75,2149.641990661621
76,2074.2928981781006
77,2075.6428241729736
78,2094.0659046173096
79,2080.141067504883
80,2116.546154022217
81,2084.2559337615967
82,2078.346014022827
83,2185.5149269104004
84,2077.848196029663
85,2074.6450424194336
86,2083.6122035980225
87,2156.2249660491943
88,2077.6607990264893
89,2081.6047191619873
90,2077.674865722656
91,2076.5531063079834
92,2127.6278495788574
93,2150.0210762023926
94,2079.44917678833
95,2075.589895248413
96,2077.0418643951416
97,2119.0121173858643
98,2075.4709243774414
99,2071.7711448669434
100,2082.6869010925293
101,2073.020696640014
102,2079.9200534820557
103,2075.612783432007
104,2119.535207748413
105,2150.8469581604004
106,2074.465036392212
107,2073.863744735718
108,2095.202922821045
109,2124.289035797119
110,2173.305034637451
111,2149.7819423675537
112,2149.1222381591797
113,2077.877998352051
114,2085.724115371704
115,2183.1159591674805
116,2077.4290561676025
117,2116.792678833008
118,2149.6400833129883
119,2076.853036880493
120,2080.1849365234375
121,2076.3559341430664
122,2078.3920288085938
123,2075.613021850586
124,2099.6716022491455
125,2076.378107070923
126,2120.727777481079
127,2079.2531967163086
128,2076.5621662139893
129,2190.793037414551
130,2149.484872817993
131,2073.9409923553467
132,2071.512222290039
133,2076.809883117676
134,2077.0299434661865
135,2073.806047439575
136,2076.503038406372
137,2076.5039920806885
138,2077.7218341827393
139,2125.7150173187256
140,2083.5797786712646
141,2073.4870433807373
142,2087.6901149749756
143,2074.8050212860107
144,2077.0769119262695
145,2094.0937995910645
146,2080.6949138641357
147,2114.661931991577
148,2074.7649669647217
149,2086.615085601806
150,2084.2669010162354
151,2146.2578773498535
152,2075.608968734741
153,2224.9417304992676
154,2148.7789154052734
155,2152.266025543213
156,2240.571975708008
157,2362.287998199463
158,2074.9168395996094
159,2087.4338150024414
160,2184.689998626709
161,2076.1218070983887
162,2075.937032699585
163,2091.755151748657
164,2077.2972106933594
165,2119.1399097442627
166,2149.1827964782715
167,2074.7358798980713
168,2075.2530097961426
169,2093.4298038482666
170,2079.9269676208496
171,2117.4850463867188
172,2558.422803878784
173,2074.542999267578
174,2074.8050212860107
175,2095.7887172698975
176,2073.620080947876
177,2072.7310180664062
178,2095.7179069519043
179,2076.326847076416
180,2079.334020614624
181,2191.849946975708
182,2074.727773666382
183,2089.8308753967285
184,2182.756185531616
185,2071.9711780548096
186,2077.0437717437744
187,2093.843936920166
188,2078.099012374878
189,2077.526092529297
190,2088.0491733551025
191,2077.7840614318848
192,2120.5220222473145
193,2147.627830505371
194,2077.0909786224365
195,2078.743696212769
196,2072.9422569274902
197,2077.162981033325
198,2133.183002471924
199,2149.9087810516357
