Index,AUTO-first-cpu-revision,AUTO-gpu-revision,AUTO-second-cpu-revision,CPU,GPU
0,0.016066666666666667,0.016,,0.026400000000000003,0.0161
1,0.013104999999999999,0.016,,0.026400000000000003,0.0161
2,0.012083999999999998,0.016,,0.02396,0.0161
3,0.012083999999999998,0.016,,0.02396,0.0161
4,0.012083999999999998,0.016,,0.02396,0.0161
5,0.012083999999999998,0.016,,0.02396,0.0161
6,0.012083999999999998,0.016,,0.02396,0.0161
7,0.012083999999999998,0.016,,0.02396,0.017225
8,0.012083999999999998,0.016,,0.02396,0.018425
9,0.012083999999999998,0.016,,0.02396,0.018425
10,0.012083999999999998,0.016,,0.02396,0.018425
11,0.012083999999999998,0.016,,0.02396,0.018425
12,0.014859999999999998,0.016,,0.027139999999999997,0.018425
13,0.017639999999999996,0.016,,0.03026,0.018425
14,0.017639999999999996,0.016,,0.03026,0.018425
15,0.017639999999999996,0.016,,0.03026,0.018425
16,0.017639999999999996,0.016,,0.03026,0.018425
17,0.017639999999999996,0.016,,0.03282,0.018425
18,0.017639999999999996,0.016,,0.03538,0.018425
19,0.017639999999999996,0.016,,0.03538,0.018425
20,0.020399999999999998,0.016,,0.03538,0.018425
21,0.023340000000000003,0.016,,0.03538,0.018425
22,0.0261,0.016,,0.03538,0.02332
23,0.0261,0.016,,0.03542,0.02332
24,0.0261,0.016,,0.035500000000000004,0.02332
25,0.0261,0.016,,0.035500000000000004,0.02332
26,0.0261,0.016,,0.035500000000000004,0.028880000000000006
27,0.0261,0.016,,0.035500000000000004,0.028880000000000006
28,0.0261,0.016,,0.035500000000000004,0.028880000000000006
29,0.0261,0.016,,0.03806,0.028880000000000006
30,0.0261,0.016,,0.03806,0.028880000000000006
31,0.0261,0.016,,0.03812,0.028880000000000006
32,0.0261,0.016,,0.03812,0.028880000000000006
33,0.0261,0.016,,0.03812,0.028880000000000006
34,0.0261,0.016,,0.03812,0.028880000000000006
35,0.0261,0.016,,0.03468,0.028880000000000006
36,0.02622,0.016,,0.03468,0.028880000000000006
37,0.02622,0.016,,0.03468,0.028880000000000006
38,0.02622,0.016,,0.03468,0.028880000000000006
39,0.02622,0.016,,0.03474000000000001,0.028880000000000006
40,0.02622,0.016,,0.03474000000000001,0.028880000000000006
41,0.02622,0.016,,0.034800000000000005,0.028880000000000006
42,0.02622,0.016,,0.034800000000000005,0.028880000000000006
43,0.026239999999999996,0.016,,0.034800000000000005,0.028880000000000006
44,0.026239999999999996,0.016,,0.034800000000000005,0.028880000000000006
45,0.026239999999999996,0.016,,0.034800000000000005,0.028880000000000006
46,0.0263,0.006846666666666667,,0.034800000000000005,0.028880000000000006
47,0.0263,0.006846666666666667,,0.03492,0.028880000000000006
48,0.0263,0.006846666666666667,,0.03492,0.028880000000000006
49,0.0263,0.006846666666666667,,0.03492,0.028880000000000006
50,0.0263,0.006846666666666667,,0.03498,0.028880000000000006
51,0.0263,0.006846666666666667,,0.03498,0.028880000000000006
52,0.0263,0.006846666666666667,,0.03516,0.028880000000000006
53,0.0263,0.006846666666666667,,0.03516,0.028880000000000006
54,0.0263,0.006846666666666667,,0.03524,0.028880000000000006
55,0.0263,0.006846666666666667,,0.03524,0.028880000000000006
56,0.0263,0.006846666666666667,,0.03524,0.028880000000000006
57,0.0263,0.011373333333333333,,0.03524,0.028880000000000006
58,0.0263,0.011373333333333333,,0.03524,0.028880000000000006
59,0.0263,0.011373333333333333,,0.03532,0.028880000000000006
60,0.0263,0.011373333333333333,,0.03532,0.028880000000000006
61,0.0263,0.011373333333333333,,0.03532,0.028880000000000006
62,0.0263,0.011373333333333333,,0.03532,0.028880000000000006
63,0.0263,0.016033333333333333,,0.035339999999999996,0.028880000000000006
64,0.0263,0.0126275,,0.035339999999999996,0.028880000000000006
65,0.0263,0.0126275,,0.035339999999999996,0.028880000000000006
66,0.0263,0.0126275,,0.035339999999999996,0.028880000000000006
67,0.0263,0.0126275,,0.035339999999999996,0.028880000000000006
68,0.0263,0.0126275,,0.035339999999999996,0.028880000000000006
69,0.0263,0.0126525,,0.035339999999999996,0.028880000000000006
70,0.0263,0.0126525,,0.035339999999999996,0.028880000000000006
71,0.0263,0.0126525,,0.035339999999999996,0.028880000000000006
72,0.0263,0.0126525,,0.035339999999999996,0.028880000000000006
73,0.0263,0.0126525,,0.035339999999999996,0.028880000000000006
74,0.0263,0.0126775,,0.035339999999999996,0.028880000000000006
75,0.02632,0.0126775,,0.035339999999999996,0.028880000000000006
76,0.02632,0.0126775,,0.036019999999999996,0.028880000000000006
77,0.02632,0.0126775,,0.036019999999999996,0.028880000000000006
78,0.02632,0.0126775,,0.036019999999999996,0.028880000000000006
79,0.02632,0.0126775,,0.036019999999999996,0.028880000000000006
80,0.02632,0.016125,,0.036019999999999996,0.028880000000000006
81,0.02632,0.016125,,0.036019999999999996,0.028880000000000006
82,0.02632,0.016125,,0.036019999999999996,0.028880000000000006
83,0.02632,0.016125,,0.036019999999999996,0.028880000000000006
84,0.02632,0.016125,,0.036019999999999996,0.028880000000000006
85,0.02632,0.016125,,0.036019999999999996,0.028880000000000006
86,0.02632,0.013384000000000002,,0.036019999999999996,0.028880000000000006
87,0.02632,0.013384000000000002,,0.036019999999999996,0.028880000000000006
88,0.02632,0.013444000000000001,,0.036019999999999996,0.028880000000000006
89,0.02632,0.013444000000000001,,0.036019999999999996,0.028880000000000006
90,0.02632,0.013444000000000001,,0.03604,0.028880000000000006
91,0.026339999999999995,0.016664,,0.03604,0.028880000000000006
92,0.026339999999999995,0.016664,,0.03604,0.028880000000000006
93,0.026339999999999995,0.016664,,0.03604,0.028880000000000006
94,0.026339999999999995,0.016664,,0.03604,0.028880000000000006
95,0.026339999999999995,0.016664,,0.03604,0.028880000000000006
96,0.026339999999999995,0.016664,,0.03604,0.028880000000000006
97,0.026339999999999995,0.016664,,0.03604,0.028880000000000006
98,0.026339999999999995,0.016664,,0.03604,0.028880000000000006
99,0.026339999999999995,0.016683999999999997,,0.03604,0.028880000000000006
100,0.026339999999999995,0.01942,,0.03604,0.028880000000000006
101,0.026339999999999995,0.01942,,0.03604,0.028880000000000006
102,0.026339999999999995,0.019440000000000002,,0.03604,0.028880000000000006
103,0.026339999999999995,0.019440000000000002,,0.03604,0.028880000000000006
104,0.026339999999999995,0.019440000000000002,,0.03604,0.028880000000000006
105,0.026339999999999995,0.019440000000000002,,0.03604,0.028880000000000006
106,0.026339999999999995,0.019440000000000002,,0.03604,0.028880000000000006
107,0.026339999999999995,0.019440000000000002,,0.03604,0.028880000000000006
108,0.026339999999999995,0.019459999999999998,,0.036059999999999995,0.028880000000000006
109,0.026339999999999995,0.019459999999999998,,0.036059999999999995,0.028880000000000006
110,0.026339999999999995,0.019459999999999998,,0.038779999999999995,0.028880000000000006
111,0.026339999999999995,0.019459999999999998,,0.038779999999999995,0.028880000000000006
112,0.026339999999999995,0.019459999999999998,,0.0353,0.028880000000000006
113,0.026339999999999995,0.019459999999999998,,0.0353,0.028880000000000006
114,0.026339999999999995,0.019459999999999998,,0.0353,0.028880000000000006
115,0.026339999999999995,0.019459999999999998,,0.0353,0.028900000000000002
116,0.026339999999999995,0.019459999999999998,,0.0353,0.028900000000000002
117,0.026339999999999995,0.019459999999999998,,0.0353,0.028900000000000002
118,0.026339999999999995,0.019459999999999998,,0.0353,0.028900000000000002
119,0.026339999999999995,0.016260000000000004,,0.0353,0.028900000000000002
120,0.026339999999999995,0.016260000000000004,,0.0353,0.02892
121,0.026339999999999995,0.016260000000000004,,0.0353,0.02892
122,0.026339999999999995,0.016260000000000004,,0.0353,0.02892
123,0.026339999999999995,0.0162,,0.0353,0.02892
124,0.026339999999999995,0.0162,,0.035320000000000004,0.028940000000000004
125,0.026339999999999995,0.0162,,0.035320000000000004,0.028940000000000004
126,0.026339999999999995,0.0162,,0.035320000000000004,0.028940000000000004
127,0.026339999999999995,0.0162,,0.03534,0.028960000000000003
128,0.026339999999999995,0.0162,,0.03534,0.028960000000000003
129,0.026339999999999995,0.0162,,0.03534,0.028960000000000003
130,0.026339999999999995,0.0162,,0.03534,0.028960000000000003
131,0.026339999999999995,0.0162,,0.03534,0.028960000000000003
132,0.026339999999999995,0.0162,,0.03534,0.028960000000000003
133,0.026339999999999995,0.0162,,0.03534,0.028960000000000003
134,0.026339999999999995,0.016219999999999995,,0.03538000000000001,0.028960000000000003
135,0.026339999999999995,0.016219999999999995,,0.03538000000000001,0.028960000000000003
136,0.026339999999999995,0.016239999999999997,,0.03538000000000001,0.028960000000000003
137,0.026339999999999995,0.016259999999999997,,0.035500000000000004,0.028960000000000003
138,0.026339999999999995,0.016259999999999997,,0.035500000000000004,0.028960000000000003
139,0.026339999999999995,0.016259999999999997,,0.035500000000000004,0.028960000000000003
