"Time","queue-proxy","user-container","requests"
2025-08-29 12:27:00,0.00156,0.0791,0.0250
2025-08-29 12:28:00,0.00424,0.200,0.0250
2025-08-29 12:29:00,0.00447,0.204,0.0250
