step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
0,8.63 MB,16.1 MB,205 µs,25.9 µs,
1,8.63 MB,16.1 MB,198 µs,25.2 µs,
2,8.63 MB,16.1 MB,190 µs,24.6 µs,
3,8.63 MB,16.1 MB,183 µs,23.9 µs,
4,8.63 MB,16.1 MB,175 µs,23.2 µs,
5,8.63 MB,16.1 MB,168 µs,22.6 µs,
6,8.63 MB,16.1 MB,160 µs,10.4 µs,
7,8.63 MB,16.1 MB,153 µs,10.1 µs,
8,12.0 MB,18.8 MB,,9.77 µs,0%
9,12.0 MB,18.8 MB,,9.46 µs,0%
10,12.0 MB,18.8 MB,,9.16 µs,0%
11,12.0 MB,18.8 MB,,8.86 µs,0%
12,12.0 MB,18.8 MB,,8.55 µs,0%
13,12.0 MB,18.8 MB,,8.25 µs,0%
14,12.0 MB,18.8 MB,,7.95 µs,0%
15,12.0 MB,18.8 MB,,7.64 µs,0%
16,12.0 MB,18.8 MB,,7.34 µs,0%
17,12.0 MB,18.8 MB,,7.03 µs,0%
18,12.0 MB,18.8 MB,,,0%
19,12.0 MB,18.8 MB,,,0%
20,12.0 MB,18.8 MB,,,0%
21,12.0 MB,18.8 MB,,,0%
22,12.0 MB,32.1 MB,,1.57 ms,0%
23,12.0 MB,32.1 MB,,1.67 ms,0%
24,15.9 MB,32.1 MB,530 µs,1.77 ms,0%
25,15.9 MB,32.1 MB,551 µs,1.87 ms,0%
26,15.9 MB,32.1 MB,572 µs,1.97 ms,0%
27,15.9 MB,32.1 MB,594 µs,2.07 ms,0%
28,15.9 MB,32.1 MB,615 µs,2.17 ms,0%
29,15.9 MB,32.1 MB,636 µs,2.26 ms,0%
30,15.9 MB,32.1 MB,658 µs,2.36 ms,0%
31,15.9 MB,32.1 MB,679 µs,2.46 ms,0%
32,15.9 MB,32.1 MB,700 µs,2.56 ms,0%
33,15.9 MB,32.1 MB,722 µs,2.66 ms,0%
34,15.9 MB,32.1 MB,743 µs,2.76 ms,0%
35,15.9 MB,32.1 MB,764 µs,2.86 ms,0%
36,15.9 MB,32.1 MB,786 µs,2.96 ms,0%
37,15.9 MB,32.1 MB,807 µs,3.06 ms,0%
38,15.9 MB,32.1 MB,828 µs,2.26 ms,0%
39,15.9 MB,32.1 MB,849 µs,2.26 ms,0%
40,15.9 MB,32.1 MB,871 µs,2.26 ms,0%
41,15.9 MB,32.1 MB,892 µs,2.26 ms,0%
42,16.0 MB,32.1 MB,654 µs,1.73 ms,0%
43,16.0 MB,32.1 MB,670 µs,1.78 ms,0%
44,16.0 MB,32.1 MB,685 µs,1.82 ms,0%
45,16.0 MB,32.1 MB,700 µs,1.87 ms,0%
46,16.0 MB,32.1 MB,715 µs,1.92 ms,0%
47,16.0 MB,32.1 MB,730 µs,1.96 ms,0%
48,16.0 MB,32.1 MB,745 µs,2.01 ms,0%
49,16.0 MB,32.1 MB,841 µs,2.06 ms,0%
50,16.0 MB,32.1 MB,856 µs,2.11 ms,0%
51,16.0 MB,32.1 MB,871 µs,2.15 ms,0%
52,16.0 MB,32.1 MB,886 µs,2.20 ms,0%
53,16.0 MB,32.1 MB,901 µs,2.25 ms,0%
54,16.0 MB,32.1 MB,907 µs,2.29 ms,0%
55,16.0 MB,32.1 MB,907 µs,2.34 ms,0%
56,16.0 MB,32.1 MB,907 µs,2.39 ms,0%
57,16.0 MB,32.1 MB,907 µs,1.86 ms,0%
58,16.0 MB,32.1 MB,907 µs,1.89 ms,0%
59,16.0 MB,32.1 MB,907 µs,1.93 ms,0%
60,16.0 MB,32.1 MB,752 µs,1.96 ms,0%
61,16.1 MB,32.1 MB,799 µs,2.00 ms,0%
62,16.1 MB,32.1 MB,799 µs,2.03 ms,0%
63,16.1 MB,32.1 MB,799 µs,2.07 ms,0%
64,16.1 MB,32.1 MB,799 µs,2.10 ms,0%
65,16.1 MB,32.1 MB,799 µs,2.13 ms,0%
66,16.1 MB,32.1 MB,799 µs,2.13 ms,0%
67,16.1 MB,32.1 MB,799 µs,2.13 ms,0%
