step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
268,17.0 MB,32.2 MB,644 µs,541 µs,0%
269,17.0 MB,32.2 MB,644 µs,480 µs,0%
270,17.0 MB,32.2 MB,643 µs,542 µs,0%
271,17.0 MB,32.2 MB,643 µs,542 µs,0%
272,17.0 MB,32.2 MB,643 µs,542 µs,0%
273,17.0 MB,32.2 MB,643 µs,542 µs,0%
274,8.85 MB,32.2 MB,643 µs,542 µs,0%
275,8.85 MB,32.2 MB,643 µs,542 µs,0%
276,8.85 MB,32.2 MB,643 µs,542 µs,0%
277,8.85 MB,32.2 MB,643 µs,542 µs,0%
278,8.85 MB,32.2 MB,643 µs,542 µs,0%
279,8.85 MB,32.2 MB,643 µs,542 µs,0%
280,8.85 MB,32.2 MB,643 µs,542 µs,0%
281,8.85 MB,32.2 MB,643 µs,542 µs,0%
282,8.85 MB,32.2 MB,643 µs,428 µs,0%
283,8.85 MB,32.2 MB,548 µs,437 µs,0%
284,8.85 MB,16.1 MB,657 µs,445 µs,0%
285,8.85 MB,16.1 MB,547 µs,510 µs,0%
286,8.85 MB,16.1 MB,537 µs,510 µs,0%
287,8.88 MB,16.1 MB,639 µs,510 µs,0%
288,8.88 MB,16.1 MB,639 µs,510 µs,0%
289,8.88 MB,16.1 MB,639 µs,510 µs,0%
290,8.88 MB,16.1 MB,639 µs,510 µs,0%
291,8.88 MB,16.1 MB,639 µs,510 µs,0%
292,8.88 MB,16.1 MB,639 µs,510 µs,0%
293,8.88 MB,16.1 MB,639 µs,510 µs,0%
294,8.88 MB,16.1 MB,639 µs,510 µs,0%
295,8.88 MB,16.1 MB,608 µs,510 µs,0%
296,8.88 MB,16.1 MB,608 µs,518 µs,0%
297,8.88 MB,16.1 MB,608 µs,518 µs,0%
298,8.88 MB,16.1 MB,608 µs,518 µs,0%
299,8.88 MB,16.1 MB,608 µs,518 µs,0%
300,8.88 MB,16.1 MB,608 µs,518 µs,0%
301,8.88 MB,16.1 MB,608 µs,505 µs,0%
302,8.90 MB,16.1 MB,612 µs,505 µs,0%
303,8.90 MB,16.1 MB,612 µs,505 µs,0%
304,8.90 MB,16.1 MB,612 µs,505 µs,0%
305,8.90 MB,16.1 MB,612 µs,505 µs,0%
306,8.90 MB,16.1 MB,612 µs,505 µs,0%
307,8.90 MB,16.1 MB,612 µs,505 µs,0%
308,8.90 MB,16.1 MB,612 µs,505 µs,0%
309,8.90 MB,16.1 MB,612 µs,505 µs,0%
310,8.90 MB,16.1 MB,615 µs,505 µs,0%
311,8.90 MB,16.1 MB,615 µs,507 µs,0%
312,8.90 MB,16.1 MB,615 µs,507 µs,0%
313,8.94 MB,16.1 MB,619 µs,425 µs,0%
314,8.94 MB,16.1 MB,619 µs,433 µs,0%
315,8.94 MB,16.1 MB,619 µs,510 µs,0%
316,8.94 MB,16.1 MB,619 µs,510 µs,0%
317,8.94 MB,16.1 MB,619 µs,510 µs,0%
318,8.94 MB,16.1 MB,619 µs,510 µs,0%
319,8.94 MB,16.1 MB,619 µs,510 µs,0%
320,8.94 MB,16.1 MB,619 µs,510 µs,0%
321,8.94 MB,16.1 MB,619 µs,510 µs,0%
322,8.94 MB,16.1 MB,619 µs,510 µs,0%
323,8.94 MB,16.1 MB,619 µs,510 µs,0%
324,8.94 MB,16.1 MB,619 µs,510 µs,0%
325,8.94 MB,16.1 MB,619 µs,440 µs,0%
326,8.94 MB,16.1 MB,619 µs,432 µs,0%
327,8.94 MB,16.1 MB,491 µs,423 µs,0%
328,8.94 MB,16.1 MB,411 µs,415 µs,0%
329,9.03 MB,16.1 MB,507 µs,406 µs,0%
330,9.03 MB,16.1 MB,517 µs,332 µs,0%
331,9.03 MB,16.1 MB,614 µs,332 µs,0%
332,9.03 MB,16.1 MB,614 µs,391 µs,0%
333,9.03 MB,16.1 MB,614 µs,382 µs,0%
334,9.03 MB,16.1 MB,614 µs,530 µs,0%
335,9.03 MB,16.1 MB,614 µs,530 µs,0%
336,9.03 MB,16.1 MB,614 µs,530 µs,0%
337,9.03 MB,16.1 MB,614 µs,530 µs,0%
338,9.03 MB,16.1 MB,614 µs,530 µs,0%
339,9.03 MB,16.1 MB,614 µs,530 µs,0%
340,9.03 MB,16.1 MB,614 µs,530 µs,0%
341,9.03 MB,16.1 MB,614 µs,530 µs,0%
342,9.03 MB,16.1 MB,614 µs,530 µs,0%
343,9.03 MB,16.1 MB,614 µs,530 µs,0%
344,9.03 MB,16.1 MB,614 µs,530 µs,0%
345,9.14 MB,16.1 MB,613 µs,524 µs,0%
346,9.14 MB,16.1 MB,613 µs,524 µs,0%
347,9.14 MB,16.1 MB,610 µs,524 µs,0%
348,9.14 MB,16.1 MB,610 µs,524 µs,0%
349,9.14 MB,16.1 MB,610 µs,524 µs,0%
350,9.14 MB,16.1 MB,610 µs,524 µs,0%
351,9.14 MB,16.1 MB,610 µs,524 µs,0%
352,9.14 MB,16.1 MB,610 µs,524 µs,0%
353,9.14 MB,16.1 MB,610 µs,512 µs,0%
354,9.14 MB,16.1 MB,610 µs,512 µs,0%
355,9.14 MB,16.1 MB,610 µs,512 µs,0%
356,9.18 MB,16.1 MB,605 µs,512 µs,0%
357,9.18 MB,16.1 MB,605 µs,512 µs,0%
358,9.18 MB,16.1 MB,605 µs,512 µs,0%
359,9.18 MB,16.1 MB,605 µs,512 µs,0%
360,9.18 MB,16.1 MB,605 µs,512 µs,0%
361,9.18 MB,16.1 MB,605 µs,512 µs,0%
362,9.18 MB,16.1 MB,597 µs,512 µs,0%
363,9.18 MB,16.1 MB,597 µs,512 µs,0%
364,9.18 MB,16.1 MB,597 µs,512 µs,0%
365,9.18 MB,16.1 MB,597 µs,512 µs,0%
366,9.18 MB,16.1 MB,597 µs,512 µs,0%
367,9.18 MB,16.1 MB,597 µs,512 µs,0%
368,9.18 MB,16.1 MB,597 µs,512 µs,0%
369,9.18 MB,16.1 MB,597 µs,512 µs,0%
370,9.18 MB,16.4 MB,597 µs,538 µs,0%
371,9.18 MB,16.4 MB,597 µs,417 µs,0%
372,9.18 MB,16.4 MB,505 µs,426 µs,0%
373,9.07 MB,16.4 MB,648 µs,435 µs,0%
374,9.07 MB,16.4 MB,648 µs,444 µs,0%
375,9.07 MB,16.4 MB,648 µs,544 µs,0%
376,9.07 MB,16.4 MB,648 µs,544 µs,0%
377,9.07 MB,16.4 MB,648 µs,544 µs,0%
378,9.07 MB,16.4 MB,648 µs,544 µs,0%
379,9.07 MB,16.4 MB,648 µs,544 µs,0%
380,9.07 MB,16.4 MB,648 µs,544 µs,0%
381,9.07 MB,16.4 MB,648 µs,544 µs,0%
382,9.07 MB,16.4 MB,648 µs,544 µs,0%
383,9.07 MB,16.4 MB,648 µs,544 µs,0%
384,9.07 MB,16.4 MB,648 µs,544 µs,0%
385,9.07 MB,16.4 MB,648 µs,544 µs,0%
386,9.07 MB,16.4 MB,648 µs,544 µs,0%
387,9.07 MB,16.4 MB,648 µs,544 µs,0%
388,9.35 MB,16.4 MB,638 µs,544 µs,0%
389,9.35 MB,16.4 MB,648 µs,443 µs,0%
390,9.35 MB,16.4 MB,648 µs,434 µs,0%
391,9.35 MB,16.4 MB,648 µs,425 µs,0%
392,9.35 MB,16.4 MB,648 µs,416 µs,0%
393,9.35 MB,16.4 MB,648 µs,407 µs,0%
394,9.35 MB,16.4 MB,648 µs,438 µs,0%
395,9.35 MB,16.4 MB,648 µs,428 µs,0%
396,9.35 MB,16.4 MB,648 µs,418 µs,0%
397,9.35 MB,16.1 MB,648 µs,537 µs,0%
398,9.35 MB,16.1 MB,648 µs,537 µs,0%
399,9.35 MB,16.1 MB,648 µs,537 µs,0%
400,9.35 MB,16.1 MB,648 µs,537 µs,0%
401,9.35 MB,16.1 MB,648 µs,537 µs,0%
402,9.08 MB,16.1 MB,635 µs,537 µs,0%
403,9.08 MB,16.1 MB,635 µs,537 µs,0%
404,9.08 MB,16.1 MB,635 µs,537 µs,0%
405,9.08 MB,16.1 MB,647 µs,537 µs,0%
406,9.08 MB,16.1 MB,647 µs,537 µs,0%
407,9.08 MB,16.1 MB,647 µs,537 µs,0%
408,9.08 MB,16.1 MB,647 µs,537 µs,0%
409,9.08 MB,16.1 MB,647 µs,537 µs,0%
410,9.08 MB,16.1 MB,647 µs,537 µs,0%
411,9.08 MB,16.1 MB,647 µs,537 µs,0%
412,9.08 MB,16.1 MB,647 µs,537 µs,0%
413,9.08 MB,16.1 MB,647 µs,496 µs,0%
414,9.08 MB,16.1 MB,647 µs,505 µs,0%
415,9.08 MB,16.1 MB,639 µs,505 µs,0%
416,9.08 MB,16.1 MB,506 µs,505 µs,0%
417,9.08 MB,16.1 MB,516 µs,505 µs,0%
418,9.08 MB,16.1 MB,605 µs,505 µs,0%
419,9.08 MB,16.1 MB,605 µs,505 µs,0%
420,9.08 MB,16.1 MB,605 µs,505 µs,0%
421,9.08 MB,16.1 MB,605 µs,505 µs,0%
422,9.08 MB,16.1 MB,605 µs,505 µs,0%
423,9.08 MB,16.1 MB,605 µs,505 µs,0%
424,9.08 MB,16.1 MB,605 µs,505 µs,0%
425,9.08 MB,16.1 MB,605 µs,505 µs,0%
426,9.08 MB,16.1 MB,605 µs,505 µs,0%
427,9.08 MB,16.1 MB,605 µs,485 µs,0%
428,9.08 MB,16.1 MB,605 µs,485 µs,0%
429,9.08 MB,16.1 MB,605 µs,485 µs,0%
430,9.08 MB,16.1 MB,516 µs,324 µs,0%
431,9.08 MB,16.1 MB,588 µs,331 µs,0%
432,9.08 MB,16.1 MB,588 µs,339 µs,0%
433,9.08 MB,16.1 MB,581 µs,347 µs,0%
434,9.08 MB,16.1 MB,581 µs,355 µs,0%
435,9.08 MB,16.1 MB,581 µs,363 µs,0%
436,9.08 MB,16.1 MB,581 µs,371 µs,0%
437,9.08 MB,16.1 MB,581 µs,379 µs,0%
438,9.08 MB,16.1 MB,581 µs,387 µs,0%
439,9.08 MB,16.1 MB,581 µs,395 µs,0%
440,9.08 MB,16.1 MB,581 µs,474 µs,0%
441,9.08 MB,16.1 MB,581 µs,474 µs,0%
442,9.08 MB,16.1 MB,581 µs,474 µs,0%
443,9.08 MB,16.1 MB,581 µs,474 µs,0%
444,9.08 MB,16.1 MB,581 µs,400 µs,0%
445,9.08 MB,16.1 MB,581 µs,392 µs,0%
446,9.08 MB,16.1 MB,581 µs,384 µs,0%
447,9.08 MB,16.1 MB,495 µs,376 µs,0%
448,9.08 MB,16.1 MB,483 µs,368 µs,0%
449,9.08 MB,16.1 MB,474 µs,360 µs,0%
450,9.08 MB,16.1 MB,464 µs,352 µs,0%
451,9.08 MB,16.1 MB,455 µs,344 µs,0%
452,9.08 MB,16.1 MB,445 µs,336 µs,0%
453,9.08 MB,16.1 MB,435 µs,300 µs,0%
454,9.08 MB,16.1 MB,426 µs,300 µs,0%
455,9.08 MB,16.1 MB,416 µs,300 µs,0%
456,9.08 MB,16.1 MB,464 µs,300 µs,0%
457,9.08 MB,16.1 MB,464 µs,205 µs,0%
458,9.08 MB,16.1 MB,464 µs,205 µs,0%
459,9.08 MB,16.1 MB,464 µs,205 µs,0%
460,9.08 MB,16.1 MB,464 µs,205 µs,0%
461,9.08 MB,16.1 MB,464 µs,205 µs,0%
462,9.08 MB,16.1 MB,417 µs,205 µs,0%
463,9.08 MB,16.1 MB,417 µs,205 µs,0%
464,9.08 MB,16.1 MB,417 µs,205 µs,0%
465,9.08 MB,16.1 MB,417 µs,205 µs,0%
466,9.08 MB,16.1 MB,417 µs,205 µs,0%
467,9.08 MB,16.1 MB,417 µs,205 µs,0%
468,9.08 MB,16.1 MB,417 µs,205 µs,0%
469,9.08 MB,16.1 MB,417 µs,205 µs,0%
470,9.08 MB,16.1 MB,417 µs,205 µs,0%
471,9.08 MB,16.1 MB,417 µs,168 µs,0%
472,9.08 MB,16.1 MB,417 µs,168 µs,0%
473,9.08 MB,16.1 MB,406 µs,168 µs,0%
474,9.08 MB,16.1 MB,406 µs,89.7 µs,0%
475,9.08 MB,16.1 MB,349 µs,89.7 µs,0%
476,9.08 MB,16.1 MB,349 µs,89.7 µs,0%
477,9.08 MB,16.1 MB,349 µs,89.7 µs,0%
478,9.08 MB,16.1 MB,349 µs,89.7 µs,0%
