step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
0,,,,,
1,,,,,
2,,,,,
3,,,,,
4,,,,,
5,,,,,
6,,,,,
7,,,,,
8,,,,,
9,,,,,
10,,,,,
11,,,,,0%
12,,,,,0%
13,,,,,0%
14,,,,,0%
15,,,,,0%
16,,,,,0%
17,,,,,0%
18,,,,,0%
19,,,,,0%
20,,,,,0%
21,,,,,0%
22,,16.0 MB,,,0%
23,,16.0 MB,,,0%
24,,16.0 MB,,,0%
25,,16.0 MB,,,0%
26,6.93 MB,16.0 MB,,,0%
27,6.93 MB,16.0 MB,,,0%
28,6.93 MB,16.0 MB,,,0%
29,6.93 MB,16.0 MB,,,0%
30,6.93 MB,16.0 MB,,,0%
31,6.93 MB,16.0 MB,,,0%
32,6.93 MB,16.0 MB,,,0%
33,6.93 MB,16.0 MB,,,0%
34,6.93 MB,16.0 MB,,,0%
35,6.93 MB,16.0 MB,,,0%
36,6.93 MB,16.0 MB,,,0%
37,6.93 MB,16.0 MB,,,0%
38,6.93 MB,16.0 MB,,,0%
39,6.93 MB,16.0 MB,,,0%
40,6.93 MB,16.0 MB,,,0%
41,6.93 MB,16.0 MB,,234 µs,0%
42,6.93 MB,16.0 MB,,243 µs,0%
43,6.93 MB,16.0 MB,,251 µs,0%
44,7.15 MB,16.0 MB,272 µs,259 µs,0%
45,7.15 MB,16.0 MB,282 µs,267 µs,0%
46,7.15 MB,16.0 MB,292 µs,276 µs,0%
47,7.15 MB,16.0 MB,302 µs,284 µs,0%
48,7.15 MB,16.0 MB,312 µs,292 µs,0%
49,7.15 MB,16.0 MB,322 µs,300 µs,0%
50,7.15 MB,16.0 MB,332 µs,309 µs,0%
51,7.15 MB,16.0 MB,341 µs,317 µs,0%
52,7.15 MB,16.0 MB,351 µs,304 µs,0%
53,7.15 MB,16.0 MB,361 µs,312 µs,0%
54,7.15 MB,16.0 MB,371 µs,320 µs,0%
55,7.15 MB,16.0 MB,381 µs,328 µs,0%
56,7.15 MB,16.0 MB,391 µs,336 µs,0%
57,7.15 MB,16.0 MB,401 µs,344 µs,0%
58,7.15 MB,16.0 MB,411 µs,352 µs,0%
59,7.25 MB,16.0 MB,414 µs,360 µs,0%
60,7.25 MB,16.0 MB,424 µs,368 µs,0%
61,7.25 MB,16.0 MB,434 µs,377 µs,0%
62,7.25 MB,16.0 MB,444 µs,385 µs,0%
63,7.25 MB,16.0 MB,454 µs,393 µs,0%
64,7.25 MB,16.0 MB,464 µs,401 µs,0%
65,7.25 MB,16.0 MB,473 µs,409 µs,0%
66,7.25 MB,16.0 MB,483 µs,485 µs,0%
67,7.25 MB,16.0 MB,493 µs,502 µs,0%
68,7.25 MB,16.0 MB,594 µs,502 µs,0%
69,7.25 MB,16.0 MB,594 µs,502 µs,0%
