step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
43,15.3 MB,32.1 MB,757 µs,2.01 ms,0%
44,15.3 MB,32.1 MB,774 µs,2.06 ms,0%
45,15.3 MB,32.1 MB,791 µs,2.11 ms,0%
46,15.3 MB,32.1 MB,808 µs,2.16 ms,0%
47,15.3 MB,32.1 MB,825 µs,2.22 ms,0%
48,15.3 MB,32.1 MB,842 µs,2.27 ms,0%
49,15.3 MB,32.1 MB,860 µs,2.32 ms,0%
50,15.3 MB,32.1 MB,981 µs,2.37 ms,0%
51,15.3 MB,32.1 MB,998 µs,2.43 ms,0%
52,15.3 MB,32.1 MB,1.02 ms,2.48 ms,0%
53,15.3 MB,32.1 MB,1.03 ms,2.53 ms,0%
54,15.3 MB,32.1 MB,1.03 ms,2.58 ms,0%
55,15.3 MB,32.1 MB,1.03 ms,2.64 ms,0%
56,15.3 MB,32.1 MB,861 µs,2.69 ms,0%
57,15.3 MB,32.1 MB,844 µs,2.74 ms,0%
58,15.3 MB,32.1 MB,827 µs,2.03 ms,0%
59,15.3 MB,32.1 MB,810 µs,2.07 ms,0%
60,15.3 MB,32.1 MB,793 µs,2.11 ms,0%
61,15.3 MB,32.1 MB,776 µs,2.15 ms,0%
62,15.3 MB,32.1 MB,759 µs,2.18 ms,0%
63,15.3 MB,32.1 MB,742 µs,2.22 ms,0%
64,15.3 MB,32.1 MB,724 µs,2.26 ms,0%
65,15.6 MB,32.1 MB,844 µs,2.26 ms,0%
66,15.6 MB,32.1 MB,844 µs,2.26 ms,0%
67,15.6 MB,32.1 MB,637 µs,548 µs,0%
68,15.6 MB,32.1 MB,637 µs,548 µs,0%
69,15.6 MB,32.1 MB,637 µs,547 µs,0%
70,15.6 MB,32.1 MB,637 µs,547 µs,0%
71,15.6 MB,32.1 MB,637 µs,547 µs,0%
72,15.6 MB,32.1 MB,637 µs,547 µs,0%
73,15.6 MB,32.1 MB,637 µs,547 µs,0%
74,15.6 MB,32.1 MB,637 µs,547 µs,0%
75,15.6 MB,32.1 MB,637 µs,547 µs,0%
76,15.6 MB,32.1 MB,637 µs,547 µs,0%
77,15.6 MB,32.1 MB,637 µs,547 µs,0%
78,15.6 MB,32.1 MB,637 µs,547 µs,0%
79,15.6 MB,32.1 MB,637 µs,547 µs,0%
80,15.6 MB,32.1 MB,637 µs,546 µs,0%
81,15.6 MB,32.1 MB,637 µs,546 µs,0%
82,15.8 MB,32.1 MB,640 µs,446 µs,0%
83,15.8 MB,32.1 MB,640 µs,456 µs,0%
84,15.8 MB,32.1 MB,633 µs,465 µs,0%
85,15.8 MB,32.1 MB,633 µs,474 µs,0%
86,15.8 MB,32.1 MB,633 µs,554 µs,0%
87,15.8 MB,32.1 MB,633 µs,554 µs,0%
88,15.8 MB,32.1 MB,633 µs,554 µs,0%
89,15.8 MB,32.1 MB,633 µs,554 µs,0%
90,15.8 MB,32.1 MB,633 µs,554 µs,0%
91,15.8 MB,32.1 MB,633 µs,554 µs,0%
92,15.8 MB,32.1 MB,633 µs,554 µs,0%
93,15.8 MB,32.1 MB,633 µs,554 µs,0%
94,15.8 MB,32.1 MB,633 µs,554 µs,0%
95,16.4 MB,32.1 MB,630 µs,477 µs,0%
96,16.4 MB,32.1 MB,630 µs,467 µs,0%
97,16.4 MB,32.1 MB,630 µs,458 µs,0%
98,16.4 MB,32.1 MB,630 µs,449 µs,0%
99,16.4 MB,32.1 MB,441 µs,547 µs,0%
100,16.4 MB,32.1 MB,452 µs,547 µs,0%
101,16.4 MB,32.1 MB,463 µs,446 µs,0%
102,16.4 MB,32.1 MB,473 µs,455 µs,0%
103,16.4 MB,32.1 MB,484 µs,464 µs,0%
104,16.4 MB,32.1 MB,494 µs,538 µs,0%
105,16.4 MB,32.1 MB,505 µs,538 µs,0%
106,16.4 MB,32.1 MB,516 µs,538 µs,0%
107,16.4 MB,32.1 MB,526 µs,538 µs,0%
108,16.4 MB,32.1 MB,537 µs,538 µs,0%
109,16.4 MB,32.1 MB,636 µs,538 µs,0%
110,16.4 MB,32.1 MB,636 µs,538 µs,0%
111,16.4 MB,32.1 MB,642 µs,538 µs,0%
112,16.4 MB,32.1 MB,642 µs,538 µs,0%
113,16.4 MB,32.1 MB,642 µs,538 µs,0%
114,16.4 MB,32.1 MB,642 µs,457 µs,0%
115,16.4 MB,32.1 MB,642 µs,448 µs,0%
116,16.4 MB,32.1 MB,642 µs,439 µs,0%
117,16.4 MB,32.1 MB,642 µs,430 µs,0%
118,16.4 MB,32.1 MB,642 µs,425 µs,0%
119,16.4 MB,32.1 MB,642 µs,417 µs,0%
120,16.4 MB,32.2 MB,642 µs,539 µs,0%
121,16.4 MB,32.2 MB,642 µs,539 µs,0%
122,16.4 MB,32.2 MB,642 µs,539 µs,0%
123,16.4 MB,32.2 MB,642 µs,539 µs,0%
124,16.4 MB,32.2 MB,642 µs,539 µs,0%
125,16.4 MB,32.2 MB,536 µs,539 µs,0%
126,16.4 MB,32.2 MB,454 µs,539 µs,0%
127,16.4 MB,32.2 MB,535 µs,539 µs,0%
128,16.4 MB,32.2 MB,524 µs,539 µs,0%
129,16.3 MB,32.2 MB,628 µs,538 µs,0%
130,16.3 MB,32.2 MB,628 µs,538 µs,0%
131,16.3 MB,32.2 MB,628 µs,538 µs,0%
132,16.3 MB,32.2 MB,628 µs,538 µs,0%
133,16.3 MB,32.2 MB,628 µs,538 µs,0%
134,16.3 MB,32.2 MB,628 µs,532 µs,0%
135,16.3 MB,32.2 MB,628 µs,532 µs,0%
136,16.3 MB,32.2 MB,628 µs,532 µs,0%
137,16.3 MB,32.2 MB,628 µs,532 µs,0%
138,16.3 MB,32.2 MB,628 µs,532 µs,0%
139,16.3 MB,32.2 MB,628 µs,532 µs,0%
140,16.3 MB,32.2 MB,628 µs,532 µs,0%
141,16.3 MB,32.2 MB,628 µs,532 µs,0%
142,16.3 MB,32.2 MB,630 µs,532 µs,0%
143,16.3 MB,32.2 MB,630 µs,532 µs,0%
144,16.6 MB,32.2 MB,661 µs,532 µs,0%
145,16.6 MB,32.2 MB,661 µs,532 µs,0%
146,16.6 MB,32.2 MB,661 µs,532 µs,0%
147,16.6 MB,32.2 MB,661 µs,532 µs,0%
148,16.6 MB,32.2 MB,661 µs,532 µs,0%
149,16.6 MB,32.2 MB,661 µs,532 µs,0%
150,16.6 MB,32.2 MB,661 µs,532 µs,0%
151,16.6 MB,32.2 MB,661 µs,536 µs,0%
152,16.6 MB,32.2 MB,661 µs,536 µs,0%
153,16.6 MB,32.2 MB,661 µs,536 µs,0%
154,16.6 MB,32.2 MB,661 µs,536 µs,0%
155,16.6 MB,32.2 MB,666 µs,536 µs,0%
156,16.6 MB,32.2 MB,666 µs,536 µs,0%
157,16.6 MB,32.2 MB,666 µs,536 µs,0%
158,16.6 MB,32.2 MB,666 µs,536 µs,0%
159,16.7 MB,32.2 MB,645 µs,414 µs,0%
160,16.7 MB,32.2 MB,645 µs,423 µs,0%
161,16.7 MB,32.2 MB,645 µs,432 µs,0%
162,16.7 MB,32.2 MB,645 µs,441 µs,0%
163,16.7 MB,32.2 MB,645 µs,530 µs,0%
164,16.7 MB,32.2 MB,645 µs,530 µs,0%
165,16.7 MB,32.2 MB,645 µs,530 µs,0%
166,16.7 MB,32.2 MB,645 µs,530 µs,0%
167,16.7 MB,32.2 MB,645 µs,449 µs,0%
168,16.7 MB,32.2 MB,645 µs,524 µs,0%
169,16.7 MB,32.2 MB,645 µs,524 µs,0%
170,16.7 MB,32.2 MB,645 µs,524 µs,0%
171,16.7 MB,32.2 MB,551 µs,524 µs,0%
172,16.7 MB,32.2 MB,562 µs,524 µs,0%
173,16.7 MB,32.2 MB,666 µs,524 µs,0%
174,16.7 MB,32.2 MB,666 µs,524 µs,0%
175,16.7 MB,32.2 MB,565 µs,524 µs,0%
176,16.7 MB,32.2 MB,554 µs,524 µs,0%
177,16.8 MB,32.2 MB,624 µs,524 µs,0%
178,16.8 MB,32.2 MB,624 µs,524 µs,0%
179,16.8 MB,32.2 MB,624 µs,524 µs,0%
180,16.8 MB,32.2 MB,624 µs,528 µs,0%
181,16.8 MB,32.2 MB,624 µs,528 µs,0%
182,16.8 MB,32.2 MB,624 µs,528 µs,0%
183,16.8 MB,32.2 MB,624 µs,528 µs,0%
184,16.8 MB,32.2 MB,624 µs,528 µs,0%
185,16.8 MB,32.2 MB,624 µs,528 µs,0%
186,16.8 MB,32.2 MB,624 µs,529 µs,0%
187,16.8 MB,32.2 MB,624 µs,529 µs,0%
188,16.8 MB,32.2 MB,624 µs,529 µs,0%
189,16.8 MB,32.2 MB,576 µs,529 µs,0%
190,16.8 MB,32.2 MB,576 µs,529 µs,0%
191,16.9 MB,32.2 MB,593 µs,529 µs,0%
192,16.9 MB,32.2 MB,593 µs,529 µs,0%
193,16.9 MB,32.2 MB,593 µs,529 µs,0%
194,16.9 MB,32.2 MB,593 µs,523 µs,0%
195,16.9 MB,32.2 MB,593 µs,523 µs,0%
196,16.9 MB,32.2 MB,593 µs,523 µs,0%
197,16.9 MB,32.2 MB,593 µs,523 µs,0%
198,16.9 MB,32.2 MB,593 µs,535 µs,0%
199,16.9 MB,32.2 MB,593 µs,535 µs,0%
200,16.9 MB,32.2 MB,593 µs,535 µs,0%
201,16.9 MB,32.2 MB,593 µs,535 µs,0%
202,16.9 MB,32.2 MB,593 µs,535 µs,0%
203,16.9 MB,32.2 MB,593 µs,535 µs,0%
204,16.9 MB,32.2 MB,589 µs,535 µs,0%
205,16.9 MB,32.2 MB,589 µs,535 µs,0%
206,16.9 MB,32.2 MB,589 µs,535 µs,0%
207,16.9 MB,32.2 MB,589 µs,535 µs,0%
208,16.9 MB,32.2 MB,589 µs,535 µs,0%
209,16.9 MB,32.2 MB,589 µs,535 µs,0%
210,16.9 MB,32.2 MB,589 µs,535 µs,0%
211,16.9 MB,32.2 MB,589 µs,547 µs,0%
212,16.9 MB,32.2 MB,589 µs,547 µs,0%
213,16.9 MB,32.2 MB,589 µs,547 µs,0%
214,16.9 MB,32.2 MB,589 µs,547 µs,0%
215,16.9 MB,32.2 MB,589 µs,459 µs,0%
216,16.9 MB,32.2 MB,589 µs,450 µs,0%
217,16.9 MB,32.2 MB,589 µs,441 µs,0%
218,16.9 MB,32.2 MB,589 µs,525 µs,0%
219,16.9 MB,32.2 MB,506 µs,525 µs,0%
220,16.9 MB,32.2 MB,522 µs,525 µs,0%
221,16.9 MB,32.2 MB,618 µs,525 µs,0%
222,16.9 MB,32.2 MB,618 µs,525 µs,0%
223,16.9 MB,32.2 MB,618 µs,525 µs,0%
224,16.9 MB,32.2 MB,618 µs,525 µs,0%
225,16.9 MB,32.2 MB,618 µs,525 µs,0%
226,16.9 MB,32.2 MB,618 µs,525 µs,0%
227,16.9 MB,32.2 MB,618 µs,525 µs,0%
228,16.9 MB,32.2 MB,618 µs,438 µs,0%
229,16.9 MB,32.2 MB,618 µs,522 µs,0%
230,16.9 MB,32.2 MB,618 µs,522 µs,0%
231,16.9 MB,32.2 MB,618 µs,522 µs,0%
232,16.9 MB,32.2 MB,618 µs,522 µs,0%
233,17.5 MB,32.2 MB,618 µs,522 µs,0%
234,17.5 MB,32.2 MB,618 µs,522 µs,0%
235,17.5 MB,32.2 MB,618 µs,521 µs,0%
236,17.5 MB,32.2 MB,618 µs,521 µs,0%
237,17.5 MB,32.2 MB,613 µs,521 µs,0%
238,17.5 MB,32.2 MB,613 µs,521 µs,0%
239,17.5 MB,32.2 MB,613 µs,521 µs,0%
240,17.5 MB,32.2 MB,613 µs,521 µs,0%
241,17.5 MB,32.2 MB,613 µs,521 µs,0%
242,17.5 MB,32.2 MB,613 µs,521 µs,0%
243,17.5 MB,32.2 MB,613 µs,521 µs,0%
244,17.5 MB,32.2 MB,613 µs,521 µs,0%
245,17.5 MB,32.2 MB,613 µs,521 µs,0%
246,17.5 MB,32.2 MB,613 µs,505 µs,0%
247,17.5 MB,32.2 MB,613 µs,505 µs,0%
248,17.5 MB,32.2 MB,613 µs,505 µs,0%
249,17.1 MB,32.2 MB,601 µs,505 µs,0%
250,17.1 MB,32.2 MB,601 µs,505 µs,0%
251,17.1 MB,32.2 MB,606 µs,505 µs,0%
252,17.1 MB,32.2 MB,606 µs,505 µs,0%
253,17.1 MB,32.2 MB,606 µs,505 µs,0%
254,17.1 MB,32.2 MB,606 µs,505 µs,0%
255,17.1 MB,32.2 MB,606 µs,526 µs,0%
256,17.1 MB,32.2 MB,606 µs,526 µs,0%
257,17.1 MB,32.2 MB,606 µs,526 µs,0%
258,17.1 MB,32.2 MB,606 µs,543 µs,0%
259,17.1 MB,32.2 MB,606 µs,543 µs,0%
260,17.1 MB,32.2 MB,606 µs,543 µs,0%
261,17.1 MB,32.2 MB,606 µs,543 µs,0%
262,17.1 MB,32.2 MB,606 µs,543 µs,0%
263,17.2 MB,32.2 MB,645 µs,543 µs,0%
264,17.2 MB,32.2 MB,645 µs,543 µs,0%
265,17.2 MB,32.2 MB,645 µs,543 µs,0%
266,17.2 MB,32.2 MB,648 µs,543 µs,0%
267,17.2 MB,32.2 MB,648 µs,543 µs,0%
268,17.2 MB,32.2 MB,648 µs,543 µs,0%
269,17.2 MB,32.2 MB,648 µs,543 µs,0%
270,17.2 MB,32.2 MB,648 µs,543 µs,0%
271,17.2 MB,32.2 MB,648 µs,543 µs,0%
272,17.2 MB,32.2 MB,648 µs,543 µs,0%
273,17.2 MB,32.2 MB,648 µs,543 µs,0%
274,17.2 MB,32.2 MB,648 µs,543 µs,0%
275,17.2 MB,32.2 MB,638 µs,526 µs,0%
276,17.2 MB,32.2 MB,638 µs,526 µs,0%
277,17.2 MB,32.2 MB,638 µs,526 µs,0%
278,17.2 MB,32.2 MB,638 µs,528 µs,0%
279,17.2 MB,32.2 MB,638 µs,528 µs,0%
280,8.82 MB,16.1 MB,645 µs,528 µs,0%
281,8.82 MB,16.1 MB,645 µs,528 µs,0%
282,8.82 MB,16.1 MB,645 µs,528 µs,0%
283,8.82 MB,16.1 MB,645 µs,528 µs,0%
284,8.82 MB,16.1 MB,645 µs,528 µs,0%
285,8.82 MB,16.1 MB,645 µs,528 µs,0%
286,8.82 MB,16.1 MB,645 µs,528 µs,0%
287,8.83 MB,16.1 MB,631 µs,528 µs,0%
288,8.83 MB,16.1 MB,631 µs,529 µs,0%
289,8.83 MB,16.1 MB,631 µs,529 µs,0%
290,8.83 MB,16.1 MB,631 µs,529 µs,0%
291,8.83 MB,16.1 MB,631 µs,529 µs,0%
292,8.83 MB,16.1 MB,631 µs,529 µs,0%
293,8.83 MB,16.1 MB,553 µs,529 µs,0%
294,8.83 MB,16.1 MB,563 µs,529 µs,0%
295,8.83 MB,16.1 MB,574 µs,414 µs,0%
296,8.83 MB,16.1 MB,657 µs,423 µs,0%
297,8.83 MB,16.1 MB,657 µs,508 µs,0%
298,8.83 MB,16.1 MB,657 µs,441 µs,0%
299,8.83 MB,16.1 MB,657 µs,520 µs,0%
300,8.83 MB,16.1 MB,575 µs,520 µs,0%
301,8.83 MB,16.1 MB,564 µs,520 µs,0%
302,9.10 MB,16.1 MB,650 µs,520 µs,0%
303,9.10 MB,16.1 MB,650 µs,520 µs,0%
304,9.10 MB,16.1 MB,650 µs,520 µs,0%
305,9.10 MB,16.1 MB,650 µs,520 µs,0%
306,9.10 MB,16.1 MB,650 µs,520 µs,0%
307,9.10 MB,16.1 MB,650 µs,520 µs,0%
308,9.10 MB,16.1 MB,650 µs,520 µs,0%
309,9.10 MB,16.1 MB,609 µs,520 µs,0%
310,9.10 MB,16.1 MB,609 µs,520 µs,0%
311,9.10 MB,16.1 MB,609 µs,507 µs,0%
312,9.10 MB,16.1 MB,609 µs,507 µs,0%
313,9.10 MB,16.1 MB,609 µs,507 µs,0%
314,9.10 MB,16.1 MB,609 µs,507 µs,0%
315,8.84 MB,16.1 MB,606 µs,403 µs,0%
316,8.84 MB,16.1 MB,606 µs,411 µs,0%
317,8.84 MB,16.1 MB,606 µs,420 µs,0%
318,8.84 MB,16.1 MB,606 µs,428 µs,0%
319,8.84 MB,16.1 MB,606 µs,437 µs,0%
320,8.84 MB,16.1 MB,606 µs,446 µs,0%
321,8.84 MB,16.1 MB,606 µs,515 µs,0%
322,8.84 MB,16.1 MB,606 µs,535 µs,0%
323,8.84 MB,16.1 MB,608 µs,535 µs,0%
324,8.84 MB,16.1 MB,608 µs,535 µs,0%
325,8.84 MB,16.1 MB,608 µs,535 µs,0%
326,8.84 MB,16.1 MB,608 µs,535 µs,0%
327,8.84 MB,16.1 MB,608 µs,535 µs,0%
328,8.84 MB,16.1 MB,608 µs,535 µs,0%
329,8.84 MB,16.1 MB,526 µs,535 µs,0%
330,8.84 MB,16.1 MB,516 µs,535 µs,0%
331,8.84 MB,16.1 MB,506 µs,535 µs,0%
332,8.84 MB,16.1 MB,496 µs,535 µs,0%
333,8.87 MB,16.1 MB,607 µs,535 µs,0%
334,8.87 MB,16.1 MB,607 µs,535 µs,0%
335,8.87 MB,16.1 MB,613 µs,524 µs,0%
336,8.87 MB,16.1 MB,613 µs,524 µs,0%
337,8.87 MB,16.1 MB,613 µs,524 µs,0%
338,8.87 MB,16.1 MB,613 µs,524 µs,0%
339,8.87 MB,16.1 MB,613 µs,524 µs,0%
340,8.87 MB,16.1 MB,613 µs,524 µs,0%
341,8.87 MB,16.1 MB,613 µs,524 µs,0%
342,8.87 MB,16.1 MB,613 µs,524 µs,0%
343,8.87 MB,16.1 MB,613 µs,524 µs,0%
344,9.44 MB,16.1 MB,629 µs,524 µs,0%
345,9.44 MB,16.1 MB,629 µs,524 µs,0%
346,9.44 MB,16.1 MB,629 µs,524 µs,0%
347,9.44 MB,16.1 MB,628 µs,524 µs,0%
348,9.44 MB,16.1 MB,628 µs,449 µs,0%
349,9.44 MB,16.1 MB,628 µs,441 µs,0%
350,9.44 MB,16.1 MB,628 µs,432 µs,0%
351,9.44 MB,16.1 MB,628 µs,424 µs,0%
352,9.44 MB,16.1 MB,628 µs,415 µs,0%
353,9.44 MB,16.1 MB,628 µs,407 µs,0%
354,9.44 MB,16.1 MB,628 µs,398 µs,0%
355,9.44 MB,16.1 MB,628 µs,389 µs,0%
356,9.44 MB,16.1 MB,628 µs,381 µs,0%
357,9.44 MB,16.1 MB,628 µs,372 µs,0%
358,9.44 MB,16.1 MB,628 µs,382 µs,0%
359,9.44 MB,16.1 MB,628 µs,373 µs,0%
360,8.97 MB,16.1 MB,617 µs,364 µs,0%
361,8.97 MB,16.1 MB,617 µs,355 µs,0%
362,8.97 MB,16.1 MB,622 µs,346 µs,0%
363,8.97 MB,16.1 MB,622 µs,337 µs,0%
364,8.97 MB,16.1 MB,622 µs,328 µs,0%
365,8.97 MB,16.1 MB,622 µs,319 µs,0%
366,8.97 MB,16.1 MB,622 µs,533 µs,0%
367,8.97 MB,16.1 MB,622 µs,533 µs,0%
368,8.97 MB,16.1 MB,622 µs,533 µs,0%
369,8.97 MB,16.1 MB,622 µs,533 µs,0%
370,8.97 MB,16.1 MB,622 µs,533 µs,0%
371,8.97 MB,16.1 MB,622 µs,516 µs,0%
372,8.97 MB,16.1 MB,622 µs,516 µs,0%
373,9.04 MB,16.1 MB,639 µs,516 µs,0%
374,9.04 MB,16.1 MB,639 µs,516 µs,0%
375,9.04 MB,16.1 MB,535 µs,516 µs,0%
376,9.04 MB,16.1 MB,546 µs,516 µs,0%
377,9.04 MB,16.1 MB,557 µs,516 µs,0%
378,9.04 MB,16.1 MB,654 µs,516 µs,0%
379,9.04 MB,16.1 MB,654 µs,516 µs,0%
380,9.04 MB,16.1 MB,654 µs,516 µs,0%
381,9.04 MB,16.1 MB,654 µs,516 µs,0%
382,9.04 MB,16.1 MB,654 µs,524 µs,0%
383,9.04 MB,16.1 MB,654 µs,524 µs,0%
384,9.04 MB,16.1 MB,654 µs,528 µs,0%
385,9.04 MB,16.1 MB,651 µs,528 µs,0%
386,9.04 MB,16.1 MB,651 µs,528 µs,0%
387,9.04 MB,16.1 MB,651 µs,528 µs,0%
388,9.04 MB,16.1 MB,651 µs,528 µs,0%
389,9.04 MB,16.1 MB,651 µs,528 µs,0%
390,9.04 MB,16.1 MB,651 µs,528 µs,0%
391,9.04 MB,16.1 MB,651 µs,528 µs,0%
392,9.04 MB,16.1 MB,651 µs,528 µs,0%
393,9.04 MB,16.1 MB,638 µs,528 µs,0%
394,9.04 MB,16.1 MB,638 µs,528 µs,0%
395,9.04 MB,16.1 MB,638 µs,337 µs,0%
396,9.04 MB,16.1 MB,638 µs,346 µs,0%
397,9.04 MB,16.1 MB,638 µs,347 µs,0%
398,9.04 MB,16.1 MB,638 µs,356 µs,0%
399,9.04 MB,16.1 MB,638 µs,365 µs,0%
400,9.31 MB,16.1 MB,641 µs,374 µs,0%
401,9.31 MB,16.1 MB,641 µs,383 µs,0%
402,9.31 MB,16.1 MB,641 µs,392 µs,0%
403,9.31 MB,16.1 MB,641 µs,401 µs,0%
404,9.31 MB,16.1 MB,562 µs,410 µs,0%
405,9.31 MB,16.1 MB,573 µs,419 µs,0%
406,9.31 MB,16.1 MB,662 µs,428 µs,0%
407,9.31 MB,16.1 MB,662 µs,437 µs,0%
408,9.31 MB,16.1 MB,662 µs,446 µs,0%
409,9.31 MB,16.1 MB,662 µs,455 µs,0%
410,9.31 MB,16.1 MB,662 µs,539 µs,0%
411,9.31 MB,16.1 MB,662 µs,539 µs,0%
412,9.31 MB,16.1 MB,662 µs,539 µs,0%
413,9.31 MB,16.1 MB,662 µs,539 µs,0%
414,9.31 MB,16.1 MB,570 µs,449 µs,0%
415,9.31 MB,16.1 MB,558 µs,526 µs,0%
416,9.31 MB,16.1 MB,547 µs,526 µs,0%
417,9.31 MB,16.1 MB,536 µs,526 µs,0%
418,9.31 MB,16.1 MB,525 µs,526 µs,0%
419,9.31 MB,16.1 MB,514 µs,526 µs,0%
420,9.31 MB,16.1 MB,491 µs,526 µs,0%
421,9.31 MB,16.1 MB,481 µs,526 µs,0%
422,9.31 MB,16.1 MB,470 µs,526 µs,0%
423,9.06 MB,16.1 MB,610 µs,526 µs,0%
424,9.06 MB,16.1 MB,610 µs,526 µs,0%
425,9.06 MB,16.1 MB,610 µs,526 µs,0%
426,9.06 MB,16.1 MB,610 µs,522 µs,0%
427,9.06 MB,16.1 MB,610 µs,522 µs,0%
428,9.06 MB,16.1 MB,610 µs,522 µs,0%
429,9.06 MB,16.1 MB,610 µs,522 µs,0%
430,9.06 MB,16.1 MB,610 µs,522 µs,0%
431,9.06 MB,16.1 MB,610 µs,491 µs,0%
432,9.06 MB,16.1 MB,610 µs,491 µs,0%
433,9.06 MB,16.1 MB,600 µs,491 µs,0%
434,9.06 MB,16.1 MB,600 µs,491 µs,0%
435,9.06 MB,16.1 MB,600 µs,491 µs,0%
436,9.06 MB,16.1 MB,600 µs,491 µs,0%
437,9.06 MB,16.1 MB,600 µs,491 µs,0%
438,9.06 MB,16.1 MB,600 µs,491 µs,0%
439,9.06 MB,16.1 MB,600 µs,491 µs,0%
440,9.06 MB,16.1 MB,536 µs,491 µs,0%
441,9.06 MB,16.1 MB,536 µs,491 µs,0%
442,9.06 MB,16.1 MB,536 µs,491 µs,0%
443,9.06 MB,16.1 MB,536 µs,491 µs,0%
444,9.06 MB,16.1 MB,536 µs,368 µs,0%
445,9.06 MB,16.1 MB,496 µs,368 µs,0%
446,9.06 MB,16.1 MB,496 µs,368 µs,0%
447,9.06 MB,16.1 MB,496 µs,368 µs,0%
448,9.06 MB,16.1 MB,496 µs,368 µs,0%
449,9.06 MB,16.1 MB,496 µs,368 µs,0%
450,9.06 MB,16.1 MB,496 µs,368 µs,0%
451,9.06 MB,16.1 MB,458 µs,368 µs,0%
452,9.06 MB,16.1 MB,458 µs,368 µs,0%
453,9.06 MB,16.1 MB,458 µs,368 µs,0%
454,9.06 MB,16.1 MB,458 µs,368 µs,0%
455,9.06 MB,16.1 MB,458 µs,368 µs,0%
456,9.06 MB,16.1 MB,458 µs,368 µs,0%
457,9.06 MB,16.1 MB,458 µs,170 µs,0%
458,9.06 MB,16.1 MB,458 µs,174 µs,0%
459,9.06 MB,16.1 MB,458 µs,177 µs,0%
460,9.06 MB,16.1 MB,274 µs,209 µs,0%
461,9.06 MB,16.1 MB,280 µs,209 µs,0%
462,9.06 MB,16.1 MB,286 µs,209 µs,0%
463,9.06 MB,16.1 MB,292 µs,209 µs,0%
464,9.06 MB,16.1 MB,299 µs,209 µs,0%
465,9.06 MB,16.1 MB,305 µs,209 µs,0%
466,9.06 MB,16.1 MB,311 µs,209 µs,0%
467,9.06 MB,16.1 MB,313 µs,209 µs,0%
468,9.06 MB,16.1 MB,306 µs,209 µs,0%
469,9.06 MB,16.1 MB,300 µs,209 µs,0%
470,9.06 MB,16.1 MB,294 µs,209 µs,0%
471,9.06 MB,16.1 MB,288 µs,209 µs,0%
472,9.06 MB,16.1 MB,282 µs,177 µs,0%
473,9.06 MB,16.1 MB,276 µs,174 µs,0%
474,9.06 MB,16.1 MB,270 µs,170 µs,0%
475,9.06 MB,16.1 MB,264 µs,44.3 µs,0%
