step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
0,8.41 MB,16.1 MB,218 µs,6.90 µs,
1,8.41 MB,16.1 MB,214 µs,6.90 µs,
2,8.41 MB,16.1 MB,209 µs,6.90 µs,
3,8.41 MB,16.1 MB,205 µs,8.12 µs,
4,8.41 MB,16.1 MB,200 µs,7.94 µs,
5,8.41 MB,16.1 MB,196 µs,7.75 µs,
6,8.41 MB,16.1 MB,172 µs,7.56 µs,
7,11.7 MB,18.5 MB,168 µs,7.37 µs,0%
8,11.7 MB,18.5 MB,164 µs,7.18 µs,0%
9,11.7 MB,18.5 MB,160 µs,6.99 µs,0%
10,11.7 MB,18.5 MB,156 µs,6.80 µs,0%
11,11.7 MB,18.5 MB,152 µs,6.62 µs,0%
12,11.7 MB,18.5 MB,148 µs,6.43 µs,0%
13,11.7 MB,18.5 MB,144 µs,6.24 µs,0%
14,11.7 MB,18.5 MB,140 µs,6.05 µs,0%
15,11.7 MB,18.5 MB,136 µs,5.86 µs,0%
16,11.7 MB,18.5 MB,132 µs,0 s,0%
17,11.7 MB,18.5 MB,128 µs,0 s,0%
18,11.7 MB,18.5 MB,124 µs,0 s,0%
19,11.7 MB,18.5 MB,120 µs,0 s,0%
20,11.7 MB,18.5 MB,116 µs,0 s,0%
21,11.7 MB,18.5 MB,,0 s,0%
22,11.7 MB,32.1 MB,,1.77 ms,0%
23,11.7 MB,32.1 MB,,1.88 ms,0%
24,15.2 MB,32.1 MB,579 µs,1.99 ms,0%
25,15.2 MB,32.1 MB,602 µs,2.09 ms,0%
26,15.2 MB,32.1 MB,624 µs,2.20 ms,0%
27,15.2 MB,32.1 MB,647 µs,2.31 ms,0%
28,15.2 MB,32.1 MB,669 µs,2.42 ms,0%
29,15.2 MB,32.1 MB,692 µs,2.53 ms,0%
30,15.2 MB,32.1 MB,715 µs,2.64 ms,0%
31,15.2 MB,32.1 MB,737 µs,2.75 ms,0%
32,15.2 MB,32.1 MB,760 µs,2.86 ms,0%
33,15.2 MB,32.1 MB,782 µs,2.97 ms,0%
34,15.2 MB,32.1 MB,805 µs,3.08 ms,0%
35,15.2 MB,32.1 MB,827 µs,3.18 ms,0%
36,15.2 MB,32.1 MB,850 µs,3.29 ms,0%
37,15.2 MB,32.1 MB,873 µs,3.40 ms,0%
38,15.2 MB,32.1 MB,895 µs,2.50 ms,0%
39,15.3 MB,32.1 MB,688 µs,2.50 ms,0%
40,15.3 MB,32.1 MB,705 µs,2.50 ms,0%
41,15.3 MB,32.1 MB,723 µs,1.90 ms,0%
42,15.3 MB,32.1 MB,740 µs,1.95 ms,0%
