timestamp,matrix_size,response_time_ms,gpu_used
2025-09-14T12:04:59.720438,0,9755.013704299927,True
2025-09-14T12:04:59.859385,200,138.28206062316895,True
2025-09-14T12:04:59.943367,400,83.52780342102051,True
2025-09-14T12:05:00.124545,600,180.1910400390625,True
2025-09-14T12:05:00.285069,800,159.9719524383545,True
2025-09-14T12:05:00.451726,1000,165.90499877929688,True
2025-09-14T12:05:00.617958,1200,164.8712158203125,True
2025-09-14T12:05:00.821632,1400,203.11594009399414,True
2025-09-14T12:05:00.919069,1600,96.97198867797852,True
2025-09-14T12:05:01.119587,1800,200.14381408691406,True
2025-09-14T12:05:01.261076,2000,140.85793495178223,True
2025-09-14T12:05:01.400785,2200,138.98277282714844,True
2025-09-14T12:05:01.537342,2400,135.93506813049316,True
2025-09-14T12:05:01.721873,2600,184.04388427734375,True
2025-09-14T12:05:01.865822,2800,143.39399337768555,True
2025-09-14T12:05:02.011628,3000,145.22695541381836,True
2025-09-14T12:05:02.191671,3200,179.57401275634766,True
2025-09-14T12:05:02.360889,3400,168.4868335723877,True
2025-09-14T12:05:02.549766,3600,186.40995025634766,True
2025-09-14T12:05:02.798583,3800,248.3220100402832,True
2025-09-14T12:05:03.001639,4000,202.61073112487793,True
2025-09-14T12:05:03.220369,4200,218.15800666809082,True
2025-09-14T12:05:03.458302,4400,237.24102973937988,True
2025-09-14T12:05:03.710278,4600,251.43790245056152,True
2025-09-14T12:05:03.974773,4800,263.9486789703369,True
2025-09-14T12:05:04.252776,5000,277.47201919555664,True
2025-09-14T12:05:04.546759,5200,293.42103004455566,True
2025-09-14T12:05:04.939166,5400,391.6909694671631,True
2025-09-14T12:05:05.276834,5600,336.9319438934326,True
2025-09-14T12:05:05.633590,5800,356.0469150543213,True
2025-09-14T12:05:06.005522,6000,371.34408950805664,True
2025-09-14T12:05:06.387822,6200,381.38484954833984,True
2025-09-14T12:05:06.802689,6400,414.6389961242676,True
2025-09-14T12:05:07.223966,6600,421.08607292175293,True
2025-09-14T12:05:07.691489,6800,466.92585945129395,True
2025-09-14T12:05:08.195520,7000,503.48901748657227,True
2025-09-14T12:05:08.700786,7200,504.5437812805176,True
2025-09-14T12:05:09.217137,7400,515.0289535522461,True
2025-09-14T12:05:09.764318,7600,546.6539859771729,True
2025-09-14T12:05:10.337166,7800,572.4380016326904,True
2025-09-14T12:05:10.943102,8000,604.8018932342529,True
2025-09-14T12:05:11.635850,8200,692.1281814575195,True
2025-09-14T12:05:12.295920,8400,659.3430042266846,True
2025-09-14T12:05:12.982007,8600,684.5991611480713,True
2025-09-14T12:05:13.708027,8800,724.9200344085693,True
2025-09-14T12:05:14.445637,9000,736.9060516357422,True
2025-09-14T12:05:15.250453,9200,804.0549755096436,True
2025-09-14T12:05:16.043510,9400,792.4838066101074,True
2025-09-14T12:05:16.869216,9600,825.0739574432373,True
2025-09-14T12:05:17.715188,9800,845.576286315918,True
2025-09-14T12:05:18.636711,10000,920.7620620727539,True
2025-09-14T12:05:19.570545,10200,932.988166809082,True
2025-09-14T12:05:20.561052,10400,989.72487449646,True
2025-09-14T12:05:21.638379,10600,1076.747179031372,True
2025-09-14T12:05:23.284099,10800,1645.1168060302734,True
2025-09-14T12:05:24.358321,11000,1073.503017425537,True
2025-09-14T12:05:25.535941,11200,1176.912784576416,True
2025-09-14T12:05:26.697436,11400,1160.8140468597412,True
2025-09-14T12:05:27.897118,11600,1199.1989612579346,True
2025-09-14T12:05:29.221515,11800,1323.6517906188965,True
2025-09-14T12:05:30.553971,12000,1331.7701816558838,True
2025-09-14T12:05:31.856734,12200,1301.9051551818848,True
2025-09-14T12:05:33.221810,12400,1364.577054977417,True
2025-09-14T12:05:34.640621,12600,1418.2000160217285,True
2025-09-14T12:05:36.082827,12800,1441.32399559021,True
2025-09-14T12:05:37.559035,13000,1475.5041599273682,True
2025-09-14T12:05:39.153789,13200,1594.0589904785156,True
2025-09-14T12:05:40.690737,13400,1536.329984664917,True
2025-09-14T12:05:42.741766,13600,2050.2071380615234,True
2025-09-14T12:05:44.359538,13800,1617.1951293945312,True
2025-09-14T12:05:46.037990,14000,1678.2021522521973,True
2025-09-14T12:05:47.718334,14200,1679.6081066131592,True
2025-09-14T12:05:49.482000,14400,1762.8378868103027,True
2025-09-14T12:05:51.339096,14600,1856.2440872192383,True
2025-09-14T12:05:53.227581,14800,1887.7439498901367,True
2025-09-14T12:05:55.178698,15000,1950.7701396942139,True
2025-09-14T12:05:57.279942,15200,2099.630117416382,True
2025-09-14T12:05:59.389312,15400,2108.592748641968,True
2025-09-14T12:06:01.479289,15600,2089.336633682251,True
2025-09-14T12:06:03.627811,15800,2147.702932357788,True
2025-09-14T12:06:05.811560,16000,2183.027982711792,True
2025-09-14T12:06:08.040085,16200,2226.7861366271973,True
2025-09-14T12:06:10.280344,16400,2239.4320964813232,True
2025-09-14T12:06:12.573117,16600,2291.879177093506,True
2025-09-14T12:06:15.096857,16800,2522.894859313965,True
2025-09-14T12:06:18.066591,17000,2969.1319465637207,True
2025-09-14T12:06:20.562667,17200,2495.4538345336914,True
2025-09-14T12:06:23.168659,17400,2605.055332183838,True
2025-09-14T12:06:25.804388,17600,2635.040044784546,True
2025-09-14T12:06:28.614398,17800,2809.170961380005,True
2025-09-14T12:06:31.481185,18000,2866.0879135131836,True
2025-09-14T12:06:34.389746,18200,2907.862901687622,True
2025-09-14T12:06:37.285815,18400,2895.3847885131836,True
2025-09-14T12:06:40.198387,18600,2912.0099544525146,True
2025-09-14T12:06:43.154708,18800,2955.4622173309326,True
2025-09-14T12:06:46.220174,19000,3064.703941345215,True
2025-09-14T12:06:49.402622,19200,3181.593179702759,True
2025-09-14T12:06:52.589442,19400,3185.976982116699,True
2025-09-14T12:06:55.927024,19600,3336.9030952453613,True
2025-09-14T12:06:59.311027,19800,3383.3069801330566,True
2025-09-14T12:07:02.715977,20000,3404.2317867279053,True
