,response_time_ms
0,24623.93999099731
1,1494.7988986968994
2,2673.5780239105225
3,2560.1160526275635
4,1209.7699642181396
5,1252.6180744171145
6,1746.614933013916
7,1225.8923053741455
8,1506.4551830291748
9,3497.098922729492
10,1380.2270889282229
11,1195.3740119934082
12,1211.8330001831057
13,1199.9127864837646
14,1212.6028537750244
15,1505.4712295532229
16,4980.037212371826
17,1245.412826538086
18,1245.8360195159912
19,1230.2498817443848
20,1255.4728984832764
21,1194.4382190704346
22,1213.76371383667
23,1216.3197994232178
24,1244.1599369049072
25,1237.740993499756
26,1728.545904159546
27,1205.127239227295
28,1639.3280029296875
29,1484.724998474121
30,1214.289903640747
31,1222.1941947937012
32,2011.963129043579
33,1220.177173614502
34,1184.722900390625
35,1209.021806716919
36,2647.990942001343
37,1200.5681991577148
38,1209.7620964050293
39,1227.5030612945557
40,1992.835998535156
41,1227.5638580322266
42,1213.437795639038
43,1493.971824645996
44,1270.762920379639
45,1574.934959411621
46,1716.0017490386963
47,1686.3272190093994
48,1293.860912322998
49,1216.7799472808838
50,1402.2581577301023
51,1766.5369510650637
52,1403.76877784729
53,1713.8428688049316
54,1794.7120666503906
55,3488.870859146118
56,2508.989095687866
57,1403.256893157959
58,1530.003309249878
59,1426.7404079437256
60,1260.864019393921
61,1205.5840492248535
62,1404.038906097412
63,1257.262945175171
64,2719.16127204895
65,3857.039213180542
66,480.5312156677246
67,159.01803970336914
68,156.3410758972168
69,208.7111473083496
70,142.43793487548828
71,139.5468711853027
72,168.05577278137207
73,133.77618789672852
74,152.20904350280762
75,155.07912635803223
76,138.82899284362793
77,134.23585891723633
78,139.18209075927734
79,169.61908340454102
80,239.7632598876953
81,147.52578735351562
82,161.8518829345703
83,138.0941867828369
84,143.96333694458008
85,146.80004119873047
86,139.16516304016113
87,261.84821128845215
88,142.95101165771484
89,139.8940086364746
90,134.46927070617676
91,238.922119140625
92,135.94698905944824
93,138.4291648864746
94,138.5941505432129
95,140.84720611572266
96,206.08115196228027
97,151.28612518310547
98,178.41100692749023
99,216.68004989624023
100,147.4099159240723
101,170.63117027282715
102,134.0811252593994
103,136.22093200683594
104,151.67999267578125
105,216.13478660583496
106,154.90007400512695
107,139.23907279968262
108,470.1509475708008
109,135.2231502532959
110,150.6631374359131
