step,ram-cpu_queue-proxy,ram-cpu_user-container,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu_queue-proxy,cpu-cpu_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,gpu_gpu_0
46,9.10 MB,10.3 GB,,,2.84 ms,2.23 s,,,
47,9.10 MB,10.3 GB,,,2.90 ms,2.28 s,,,
48,9.10 MB,10.3 GB,,,2.96 ms,2.33 s,,,
49,9.10 MB,10.3 GB,,,3.02 ms,2.38 s,,,
50,9.29 MB,10.3 GB,,,2.32 ms,2.43 s,,,
51,9.29 MB,10.3 GB,,,2.37 ms,2.48 s,,,
52,9.29 MB,10.3 GB,,,2.41 ms,2.53 s,,,
53,9.29 MB,10.3 GB,,,2.46 ms,2.58 s,,,
54,9.29 MB,10.3 GB,,,2.50 ms,2.64 s,,,
55,9.29 MB,10.3 GB,,,2.54 ms,2.69 s,,,
56,9.29 MB,10.3 GB,,,2.59 ms,3.39 s,,,
57,9.29 MB,10.3 GB,,,2.63 ms,3.45 s,,,
58,9.29 MB,10.3 GB,,,2.64 ms,3.51 s,,,
59,9.29 MB,10.3 GB,,,2.64 ms,3.57 s,,,
60,9.29 MB,10.3 GB,,,2.64 ms,3.63 s,,,
61,9.29 MB,10.3 GB,,,2.64 ms,3.70 s,,,
62,9.29 MB,10.3 GB,,,996 µs,3.88 s,,,
63,9.29 MB,10.3 GB,,,1.02 ms,3.96 s,,,
64,9.36 MB,10.3 GB,,,932 µs,4.04 s,,,
65,9.36 MB,10.3 GB,,,951 µs,4.12 s,,,
66,9.36 MB,10.3 GB,,,970 µs,4.20 s,,,
67,9.36 MB,10.3 GB,,,1.13 ms,4.28 s,,,
68,9.36 MB,10.3 GB,,,1.13 ms,4.37 s,,,
69,9.36 MB,10.3 GB,,,1.13 ms,4.45 s,,,
70,9.36 MB,10.3 GB,,,1.13 ms,4.75 s,,,
71,9.36 MB,10.3 GB,,,1.13 ms,4.83 s,,,
72,9.36 MB,10.3 GB,,,1.13 ms,4.92 s,,,
73,9.36 MB,10.3 GB,,,1.13 ms,5.00 s,,,
74,9.36 MB,10.3 GB,,,1.13 ms,5.09 s,,,
75,9.43 MB,10.3 GB,,,1.04 ms,5.14 s,,,
76,9.43 MB,10.3 GB,,,1.04 ms,5.33 s,,,
77,9.43 MB,10.3 GB,,,1.04 ms,5.43 s,,,
78,9.43 MB,10.3 GB,,,1.04 ms,5.52 s,,,
79,9.43 MB,10.3 GB,,,1.04 ms,5.62 s,,,
80,9.43 MB,10.3 GB,,,1.04 ms,5.72 s,,,
81,9.43 MB,10.3 GB,,,1.04 ms,5.82 s,,,
82,9.43 MB,10.3 GB,,,851 µs,5.83 s,,,
83,9.43 MB,10.3 GB,,,851 µs,5.83 s,,,
84,9.43 MB,10.3 GB,,,851 µs,5.83 s,,,
85,9.43 MB,10.3 GB,,,851 µs,5.00 s,,,
86,9.78 MB,10.3 GB,,,930 µs,4.90 s,,,
87,9.78 MB,10.3 GB,,,930 µs,4.81 s,,,
88,9.78 MB,10.3 GB,,,930 µs,4.71 s,,,
89,9.78 MB,10.3 GB,,,930 µs,5.87 s,,,0%
90,9.78 MB,10.3 GB,3.67 MB,2.45 MB,930 µs,5.87 s,,,0%
91,9.78 MB,10.3 GB,3.67 MB,2.45 MB,930 µs,5.89 s,,,0%
92,9.78 MB,10.3 GB,3.67 MB,2.45 MB,930 µs,5.89 s,,,0%
93,9.78 MB,10.3 GB,3.67 MB,2.45 MB,761 µs,5.89 s,,,0%
94,9.78 MB,10.3 GB,3.67 MB,2.45 MB,777 µs,5.89 s,,,0%
95,9.78 MB,10.3 GB,3.67 MB,2.45 MB,792 µs,5.89 s,,,0%
96,9.78 MB,10.3 GB,3.67 MB,2.45 MB,808 µs,5.89 s,,,0%
97,9.78 MB,10.3 GB,3.67 MB,2.45 MB,926 µs,5.89 s,,,0%
98,9.78 MB,10.3 GB,3.67 MB,2.45 MB,926 µs,5.89 s,,,0%
99,9.78 MB,10.3 GB,3.67 MB,2.45 MB,926 µs,5.89 s,,,0%
100,9.78 MB,10.3 GB,3.67 MB,2.45 MB,803 µs,5.89 s,,,0%
101,9.88 MB,10.3 GB,3.67 MB,2.45 MB,869 µs,5.89 s,,,0%
102,9.88 MB,10.3 GB,3.67 MB,2.45 MB,869 µs,5.89 s,,,0%
103,9.88 MB,10.3 GB,3.67 MB,2.45 MB,869 µs,5.90 s,,,0%
104,9.88 MB,10.3 GB,7.76 MB,2.45 MB,869 µs,5.69 s,2.05 ms,,0%
105,9.88 MB,10.3 GB,7.76 MB,2.45 MB,869 µs,5.69 s,2.17 ms,,0%
106,9.88 MB,10.3 GB,7.76 MB,2.45 MB,869 µs,5.69 s,2.28 ms,,0%
107,9.88 MB,10.3 GB,7.76 MB,2.45 MB,869 µs,5.69 s,2.40 ms,,0%
108,9.88 MB,10.3 GB,7.76 MB,4.30 GB,869 µs,5.69 s,2.52 ms,188 ms,0%
109,9.88 MB,10.3 GB,7.76 MB,4.30 GB,869 µs,5.69 s,2.63 ms,197 ms,0%
110,9.88 MB,10.3 GB,7.76 MB,4.30 GB,868 µs,5.69 s,2.75 ms,207 ms,0%
111,9.88 MB,10.3 GB,7.76 MB,4.30 GB,868 µs,5.69 s,2.86 ms,217 ms,0%
112,9.91 MB,10.3 GB,7.76 MB,4.30 GB,851 µs,5.69 s,2.98 ms,227 ms,11%
113,9.91 MB,10.3 GB,7.76 MB,4.30 GB,851 µs,5.69 s,3.10 ms,237 ms,0%
114,9.91 MB,10.3 GB,7.76 MB,4.30 GB,851 µs,5.69 s,3.21 ms,247 ms,0%
115,9.91 MB,10.3 GB,7.76 MB,4.30 GB,851 µs,5.69 s,3.33 ms,257 ms,0%
116,9.91 MB,10.3 GB,7.76 MB,4.30 GB,851 µs,5.64 s,3.44 ms,267 ms,0%
117,9.91 MB,10.3 GB,8.29 MB,4.30 GB,851 µs,5.64 s,2.90 ms,276 ms,0%
118,9.91 MB,10.3 GB,8.29 MB,4.30 GB,851 µs,5.64 s,2.99 ms,286 ms,0%
119,9.91 MB,10.3 GB,8.29 MB,4.30 GB,851 µs,5.64 s,3.08 ms,296 ms,0%
120,9.91 MB,10.3 GB,8.29 MB,4.30 GB,851 µs,5.64 s,3.17 ms,306 ms,0%
121,9.91 MB,10.2 GB,8.29 MB,4.30 GB,851 µs,5.64 s,3.27 ms,316 ms,0%
122,9.91 MB,10.2 GB,8.29 MB,4.30 GB,851 µs,5.64 s,3.36 ms,326 ms,0%
123,9.91 MB,10.2 GB,8.29 MB,4.30 GB,851 µs,5.64 s,3.45 ms,336 ms,0%
124,9.91 MB,10.2 GB,8.29 MB,4.30 GB,897 µs,5.64 s,3.54 ms,346 ms,48%
125,9.91 MB,10.2 GB,8.29 MB,4.30 GB,897 µs,5.64 s,3.64 ms,356 ms,45%
126,9.91 MB,10.2 GB,8.29 MB,4.30 GB,776 µs,5.64 s,3.73 ms,365 ms,38%
127,9.91 MB,10.2 GB,9.06 MB,6.55 GB,761 µs,5.64 s,3.22 ms,277 ms,40%
128,9.97 MB,10.2 GB,9.06 MB,6.55 GB,812 µs,5.64 s,3.30 ms,284 ms,30%
129,9.97 MB,10.2 GB,9.06 MB,6.55 GB,812 µs,5.64 s,3.37 ms,292 ms,45%
130,9.97 MB,10.2 GB,9.06 MB,6.55 GB,812 µs,4.54 s,3.45 ms,299 ms,45%
131,9.97 MB,10.2 GB,9.06 MB,6.55 GB,812 µs,5.46 s,3.53 ms,306 ms,45%
132,9.97 MB,10.2 GB,9.06 MB,6.55 GB,812 µs,5.46 s,3.60 ms,313 ms,29%
133,9.97 MB,10.2 GB,9.06 MB,6.55 GB,812 µs,5.46 s,3.68 ms,321 ms,41%
134,9.97 MB,10.2 GB,9.06 MB,6.55 GB,812 µs,5.46 s,3.76 ms,328 ms,33%
135,9.97 MB,10.1 GB,9.06 MB,6.55 GB,702 µs,3.90 s,3.83 ms,335 ms,45%
136,9.97 MB,10.1 GB,9.06 MB,6.55 GB,702 µs,3.90 s,3.91 ms,343 ms,71%
137,9.97 MB,10.1 GB,9.06 MB,6.55 GB,702 µs,3.90 s,3.99 ms,350 ms,45%
138,9.97 MB,10.1 GB,9.06 MB,6.55 GB,702 µs,3.90 s,4.06 ms,357 ms,71%
139,9.97 MB,10.1 GB,9.06 MB,6.55 GB,702 µs,3.90 s,4.14 ms,364 ms,58%
140,9.97 MB,10.1 GB,9.06 MB,6.55 GB,702 µs,3.90 s,4.22 ms,372 ms,30%
141,9.97 MB,10.1 GB,9.06 MB,6.55 GB,702 µs,3.90 s,3.69 ms,379 ms,45%
142,9.97 MB,10.1 GB,9.76 MB,6.55 GB,702 µs,3.90 s,4.20 ms,386 ms,34%
143,9.97 MB,10.1 GB,9.76 MB,6.55 GB,702 µs,3.90 s,4.27 ms,394 ms,19%
144,9.97 MB,10.1 GB,9.76 MB,6.55 GB,596 µs,3.90 s,4.34 ms,401 ms,17%
145,9.97 MB,10.1 GB,9.76 MB,6.55 GB,585 µs,3.90 s,4.40 ms,408 ms,21%
146,9.99 MB,10.1 GB,9.76 MB,6.55 GB,552 µs,3.90 s,4.40 ms,433 ms,45%
147,9.99 MB,10.1 GB,9.76 MB,6.55 GB,552 µs,3.90 s,4.40 ms,441 ms,46%
148,9.99 MB,10.1 GB,9.76 MB,6.55 GB,552 µs,3.90 s,4.40 ms,449 ms,19%
149,9.99 MB,10.1 GB,9.76 MB,6.55 GB,552 µs,3.27 s,4.40 ms,456 ms,16%
150,9.99 MB,10.1 GB,9.76 MB,6.55 GB,552 µs,3.27 s,3.42 ms,392 ms,23%
151,9.99 MB,10.1 GB,9.76 MB,6.55 GB,552 µs,2.16 s,3.42 ms,392 ms,70%
152,9.99 MB,10.1 GB,9.76 MB,6.55 GB,552 µs,2.16 s,3.42 ms,392 ms,44%
153,9.99 MB,10.1 GB,10.8 MB,6.55 GB,552 µs,2.16 s,3.45 ms,392 ms,69%
154,9.99 MB,10.1 GB,10.8 MB,6.55 GB,552 µs,2.16 s,3.45 ms,392 ms,17%
155,9.99 MB,10.1 GB,10.8 MB,6.55 GB,552 µs,2.16 s,3.45 ms,392 ms,56%
156,9.99 MB,10.1 GB,10.8 MB,6.55 GB,552 µs,2.16 s,3.45 ms,392 ms,14%
157,9.99 MB,10.1 GB,10.8 MB,6.55 GB,552 µs,2.16 s,3.45 ms,392 ms,45%
158,9.99 MB,10.1 GB,10.8 MB,6.55 GB,552 µs,2.16 s,3.45 ms,392 ms,16%
159,9.99 MB,10.1 GB,10.8 MB,6.55 GB,552 µs,2.16 s,3.45 ms,392 ms,13%
160,9.99 MB,10.1 GB,10.8 MB,6.55 GB,552 µs,2.16 s,3.45 ms,392 ms,14%
161,9.99 MB,10.1 GB,10.8 MB,6.55 GB,471 µs,2.16 s,3.45 ms,392 ms,12%
162,10.0 MB,10.1 GB,10.8 MB,6.55 GB,428 µs,2.16 s,3.45 ms,431 ms,40%
163,10.0 MB,10.1 GB,10.8 MB,6.55 GB,428 µs,2.16 s,3.45 ms,431 ms,14%
164,10.0 MB,10.1 GB,11.0 MB,6.55 GB,428 µs,240 ms,3.33 ms,431 ms,0%
165,10.0 MB,10.1 GB,11.0 MB,6.55 GB,428 µs,240 ms,3.33 ms,431 ms,45%
166,10.0 MB,10.1 GB,11.0 MB,6.55 GB,428 µs,240 ms,3.33 ms,431 ms,17%
167,10.0 MB,10.1 GB,11.0 MB,6.55 GB,428 µs,240 ms,3.33 ms,431 ms,49%
168,10.0 MB,10.1 GB,11.0 MB,6.55 GB,428 µs,158 ms,3.33 ms,508 ms,16%
169,10.0 MB,10.1 GB,11.0 MB,6.55 GB,428 µs,158 ms,3.33 ms,508 ms,20%
170,10.0 MB,10.1 GB,11.0 MB,6.55 GB,428 µs,158 ms,3.33 ms,508 ms,35%
171,10.0 MB,10.1 GB,11.0 MB,6.55 GB,428 µs,158 ms,3.33 ms,508 ms,30%
172,10.0 MB,10.1 GB,11.0 MB,6.55 GB,336 µs,158 ms,3.33 ms,508 ms,49%
173,10.0 MB,10.1 GB,11.0 MB,6.55 GB,336 µs,158 ms,3.33 ms,508 ms,9%
174,10.0 MB,10.1 GB,11.0 MB,6.55 GB,336 µs,158 ms,3.33 ms,508 ms,30%
175,10.0 MB,10.1 GB,10.9 MB,6.55 GB,336 µs,158 ms,3.42 ms,508 ms,12%
176,10.0 MB,10.1 GB,10.9 MB,6.55 GB,344 µs,158 ms,3.42 ms,508 ms,17%
177,10.0 MB,10.1 GB,10.9 MB,6.55 GB,344 µs,158 ms,3.71 ms,508 ms,46%
178,10.0 MB,10.1 GB,10.9 MB,6.55 GB,344 µs,130 ms,3.71 ms,498 ms,30%
179,10.0 MB,10.1 GB,10.9 MB,6.55 GB,344 µs,130 ms,3.71 ms,498 ms,39%
180,10.0 MB,10.1 GB,10.9 MB,6.55 GB,344 µs,130 ms,3.71 ms,498 ms,0%
181,10.0 MB,10.1 GB,10.9 MB,6.55 GB,344 µs,134 µs,3.71 ms,498 ms,33%
182,10.0 MB,10.1 GB,10.9 MB,6.55 GB,344 µs,134 µs,3.71 ms,498 ms,14%
183,10.0 MB,10.1 GB,10.9 MB,6.55 GB,344 µs,134 µs,3.71 ms,498 ms,45%
184,10.0 MB,10.1 GB,10.9 MB,6.55 GB,344 µs,134 µs,3.71 ms,498 ms,20%
185,10.0 MB,10.1 GB,10.9 MB,6.55 GB,344 µs,134 µs,3.71 ms,498 ms,17%
186,10.0 MB,10.1 GB,10.9 MB,6.55 GB,344 µs,134 µs,3.71 ms,498 ms,26%
187,10.0 MB,10.1 GB,10.9 MB,6.55 GB,344 µs,134 µs,3.07 ms,412 ms,19%
188,10.0 MB,10.1 GB,10.9 MB,6.55 GB,287 µs,134 µs,2.67 ms,421 ms,24%
189,10.0 MB,10.1 GB,10.9 MB,6.55 GB,292 µs,134 µs,2.67 ms,502 ms,15%
190,10.0 MB,10.1 GB,10.9 MB,6.55 GB,348 µs,134 µs,3.05 ms,502 ms,29%
191,10.1 MB,10.1 GB,10.9 MB,6.55 GB,311 µs,134 µs,2.98 ms,502 ms,45%
192,10.1 MB,10.1 GB,10.9 MB,6.55 GB,311 µs,134 µs,2.92 ms,502 ms,29%
