step,ram-cpu_queue-proxy,ram-cpu_user-container,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu_queue-proxy,cpu-cpu_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,gpu_gpu_0
199,18.4 MB,20.3 GB,10.9 MB,6.68 GB,249 µs,111 µs,2.70 ms,401 ms,0%
200,18.4 MB,20.3 GB,10.9 MB,6.68 GB,249 µs,111 µs,2.70 ms,401 ms,0%
201,18.4 MB,20.3 GB,10.9 MB,6.68 GB,249 µs,111 µs,2.70 ms,401 ms,0%
202,18.4 MB,20.3 GB,10.9 MB,6.68 GB,249 µs,111 µs,2.70 ms,401 ms,0%
203,18.4 MB,20.3 GB,10.9 MB,6.68 GB,249 µs,111 µs,2.70 ms,401 ms,0%
204,18.4 MB,20.3 GB,10.9 MB,6.68 GB,249 µs,111 µs,2.70 ms,401 ms,0%
205,18.4 MB,20.3 GB,10.9 MB,6.68 GB,249 µs,111 µs,2.70 ms,307 ms,0%
206,18.4 MB,20.3 GB,10.9 MB,6.68 GB,249 µs,111 µs,2.70 ms,307 ms,0%
207,18.4 MB,20.3 GB,10.9 MB,6.68 GB,249 µs,111 µs,2.70 ms,307 ms,0%
208,18.4 MB,20.3 GB,10.9 MB,6.68 GB,249 µs,111 µs,2.70 ms,307 ms,0%
209,18.4 MB,20.3 GB,10.9 MB,6.68 GB,249 µs,106 µs,2.70 ms,175 ms,0%
210,18.4 MB,20.3 GB,10.9 MB,6.68 GB,249 µs,106 µs,2.70 ms,179 ms,0%
211,18.4 MB,20.3 GB,10.9 MB,6.68 GB,219 µs,106 µs,2.70 ms,182 ms,0%
212,18.4 MB,20.3 GB,10.9 MB,6.68 GB,185 µs,88.8 µs,2.10 ms,186 ms,0%
213,18.4 MB,20.3 GB,10.9 MB,6.68 GB,181 µs,87.0 µs,2.10 ms,190 ms,0%
214,18.4 MB,20.3 GB,10.9 MB,6.68 GB,178 µs,85.2 µs,1.52 ms,218 ms,0%
215,18.4 MB,20.3 GB,10.9 MB,6.68 GB,174 µs,83.5 µs,1.52 ms,218 ms,0%
216,18.4 MB,20.3 GB,10.9 MB,6.68 GB,170 µs,81.7 µs,1.52 ms,218 ms,0%
217,18.4 MB,20.3 GB,10.9 MB,6.68 GB,167 µs,79.9 µs,1.52 ms,218 ms,0%
218,18.4 MB,20.3 GB,10.9 MB,6.68 GB,163 µs,78.1 µs,1.52 ms,190 ms,0%
219,18.4 MB,20.3 GB,10.9 MB,6.68 GB,160 µs,76.4 µs,1.52 ms,186 ms,0%
220,18.4 MB,20.3 GB,10.9 MB,6.68 GB,156 µs,74.6 µs,1.52 ms,183 ms,0%
221,18.4 MB,20.3 GB,10.9 MB,6.68 GB,152 µs,72.8 µs,1.52 ms,179 ms,0%
222,18.4 MB,20.3 GB,10.9 MB,6.68 GB,149 µs,71.0 µs,1.52 ms,149 ms,0%
223,18.4 MB,20.3 GB,10.9 MB,6.68 GB,145 µs,51.6 µs,1.52 ms,149 ms,0%
224,18.4 MB,20.3 GB,10.9 MB,6.68 GB,141 µs,50.3 µs,1.52 ms,149 ms,0%
225,18.4 MB,20.3 GB,10.9 MB,6.68 GB,96.2 µs,49.0 µs,1.52 ms,149 ms,0%
226,18.4 MB,20.3 GB,10.9 MB,6.68 GB,93.7 µs,47.6 µs,1.52 ms,149 ms,0%
227,18.4 MB,20.3 GB,10.9 MB,6.68 GB,91.1 µs,46.3 µs,1.52 ms,66.4 ms,0%
228,18.4 MB,20.3 GB,10.9 MB,6.68 GB,88.6 µs,45.0 µs,495 µs,66.4 ms,0%
229,18.4 MB,20.3 GB,10.9 MB,6.68 GB,86.1 µs,43.6 µs,495 µs,66.4 ms,0%
230,18.4 MB,20.3 GB,10.9 MB,6.68 GB,83.5 µs,42.3 µs,441 µs,66.4 ms,0%
231,18.4 MB,20.3 GB,10.9 MB,6.68 GB,81.0 µs,41.0 µs,441 µs,66.4 ms,0%
232,18.4 MB,20.3 GB,10.9 MB,6.68 GB,78.5 µs,39.6 µs,441 µs,66.4 ms,0%
233,18.4 MB,20.3 GB,10.9 MB,6.68 GB,76.0 µs,38.3 µs,441 µs,66.4 ms,0%
234,18.4 MB,20.3 GB,10.9 MB,6.68 GB,73.4 µs,37.0 µs,441 µs,66.4 ms,0%
235,18.4 MB,20.3 GB,10.9 MB,6.68 GB,70.9 µs,35.7 µs,441 µs,66.4 ms,0%
236,18.4 MB,20.3 GB,10.9 MB,6.68 GB,68.4 µs,34.3 µs,441 µs,66.4 ms,0%
237,18.4 MB,20.3 GB,10.9 MB,6.68 GB,65.9 µs,33.0 µs,441 µs,49.5 ms,0%
238,18.4 MB,20.3 GB,10.9 MB,6.68 GB,63.3 µs,31.7 µs,441 µs,494 µs,0%
239,18.4 MB,20.3 GB,10.9 MB,6.68 GB,,,441 µs,494 µs,0%
240,18.4 MB,20.3 GB,10.9 MB,6.68 GB,,,441 µs,494 µs,0%
241,18.4 MB,20.3 GB,10.9 MB,6.68 GB,,,441 µs,494 µs,0%
242,18.4 MB,20.3 GB,10.9 MB,6.68 GB,,,343 µs,494 µs,0%
