step,ram-cpu_queue-proxy,ram-cpu_user-container,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu_queue-proxy,cpu-cpu_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,gpu_gpu_0
98,17.7 MB,20.5 GB,,,658 µs,5.92 s,,,
99,17.7 MB,20.5 GB,,,545 µs,5.92 s,,,
100,17.7 MB,20.5 GB,3.68 MB,2.14 MB,556 µs,5.92 s,,,0%
101,17.3 MB,20.5 GB,3.68 MB,2.14 MB,712 µs,5.92 s,,,0%
102,17.3 MB,20.5 GB,3.68 MB,2.14 MB,712 µs,5.92 s,,,0%
103,17.3 MB,20.5 GB,3.68 MB,2.14 MB,712 µs,5.92 s,,,0%
104,17.3 MB,20.5 GB,3.68 MB,2.14 MB,712 µs,5.92 s,,,0%
105,17.3 MB,20.5 GB,3.68 MB,2.14 MB,712 µs,4.88 s,,,0%
106,17.3 MB,20.5 GB,3.68 MB,2.14 MB,712 µs,5.84 s,,,0%
107,17.3 MB,20.5 GB,3.68 MB,2.14 MB,712 µs,5.84 s,,,0%
108,17.3 MB,20.5 GB,3.68 MB,2.14 MB,712 µs,5.84 s,,,0%
109,17.3 MB,20.5 GB,3.68 MB,2.14 MB,712 µs,5.84 s,,,0%
110,17.3 MB,20.5 GB,3.68 MB,2.08 GB,712 µs,5.84 s,,110 ms,0%
111,17.3 MB,20.5 GB,3.68 MB,2.08 GB,687 µs,5.84 s,,120 ms,0%
112,17.3 MB,20.5 GB,3.68 MB,2.08 GB,687 µs,5.76 s,,131 ms,0%
113,17.3 MB,20.5 GB,3.68 MB,2.08 GB,687 µs,5.76 s,,141 ms,0%
114,17.3 MB,20.5 GB,3.68 MB,2.08 GB,687 µs,5.76 s,,151 ms,0%
115,17.3 MB,20.5 GB,3.68 MB,2.08 GB,687 µs,5.76 s,,162 ms,0%
116,17.3 MB,20.5 GB,7.49 MB,2.08 GB,687 µs,5.76 s,1.92 ms,172 ms,0%
117,17.3 MB,20.5 GB,7.49 MB,2.08 GB,766 µs,5.76 s,2.03 ms,183 ms,0%
118,17.3 MB,20.5 GB,7.49 MB,2.08 GB,766 µs,5.76 s,2.13 ms,193 ms,0%
119,17.3 MB,20.5 GB,7.49 MB,2.08 GB,766 µs,5.76 s,2.23 ms,204 ms,0%
120,17.3 MB,20.5 GB,7.49 MB,2.08 GB,766 µs,5.76 s,2.34 ms,214 ms,0%
121,17.3 MB,20.5 GB,7.49 MB,2.08 GB,766 µs,5.76 s,2.44 ms,224 ms,0%
122,17.3 MB,20.5 GB,7.49 MB,2.08 GB,687 µs,5.76 s,2.54 ms,163 ms,0%
123,17.3 MB,20.5 GB,7.49 MB,2.08 GB,687 µs,5.43 s,2.65 ms,163 ms,0%
124,17.3 MB,20.5 GB,7.49 MB,2.08 GB,687 µs,5.43 s,2.75 ms,163 ms,0%
125,17.3 MB,20.5 GB,7.49 MB,2.08 GB,687 µs,5.43 s,2.85 ms,163 ms,0%
126,17.3 MB,20.5 GB,7.49 MB,2.08 GB,687 µs,5.43 s,2.96 ms,163 ms,0%
127,17.3 MB,20.5 GB,7.49 MB,2.08 GB,687 µs,5.43 s,3.06 ms,163 ms,0%
128,17.3 MB,20.5 GB,7.49 MB,2.08 GB,687 µs,5.43 s,3.16 ms,163 ms,0%
129,17.3 MB,20.5 GB,7.49 MB,2.08 GB,516 µs,5.43 s,3.27 ms,163 ms,0%
130,17.3 MB,20.5 GB,7.49 MB,5.95 GB,526 µs,5.43 s,3.37 ms,228 ms,0%
131,17.3 MB,20.5 GB,7.49 MB,5.95 GB,537 µs,5.26 s,3.47 ms,235 ms,0%
132,17.3 MB,20.5 GB,8.05 MB,5.95 GB,617 µs,5.26 s,2.57 ms,243 ms,0%
133,17.3 MB,20.5 GB,8.05 MB,5.95 GB,617 µs,5.26 s,2.64 ms,250 ms,0%
134,17.3 MB,20.5 GB,8.05 MB,5.95 GB,617 µs,5.26 s,2.71 ms,258 ms,0%
135,17.3 MB,20.5 GB,8.05 MB,5.95 GB,541 µs,5.26 s,2.79 ms,265 ms,49%
136,17.3 MB,20.5 GB,8.05 MB,5.95 GB,531 µs,5.26 s,2.86 ms,273 ms,45%
137,17.3 MB,20.5 GB,8.05 MB,5.95 GB,521 µs,5.26 s,2.93 ms,280 ms,23%
138,17.3 MB,20.4 GB,8.05 MB,5.95 GB,511 µs,4.84 s,3.00 ms,288 ms,21%
139,17.3 MB,20.4 GB,8.05 MB,5.95 GB,500 µs,4.84 s,3.08 ms,295 ms,35%
140,17.7 MB,20.4 GB,8.05 MB,5.95 GB,614 µs,4.84 s,3.15 ms,303 ms,20%
141,17.7 MB,20.4 GB,8.05 MB,5.95 GB,614 µs,4.84 s,3.22 ms,310 ms,70%
142,17.7 MB,20.4 GB,8.05 MB,5.95 GB,614 µs,4.84 s,3.29 ms,317 ms,70%
143,17.7 MB,20.4 GB,8.05 MB,5.95 GB,614 µs,4.84 s,3.37 ms,325 ms,45%
144,17.7 MB,20.4 GB,8.05 MB,5.95 GB,614 µs,4.84 s,3.44 ms,332 ms,55%
145,17.7 MB,20.4 GB,8.05 MB,5.95 GB,462 µs,4.84 s,3.51 ms,340 ms,41%
146,17.7 MB,20.4 GB,8.05 MB,5.95 GB,539 µs,3.51 s,3.58 ms,279 ms,22%
147,17.7 MB,20.4 GB,8.05 MB,5.95 GB,539 µs,3.58 s,3.66 ms,279 ms,45%
148,17.7 MB,20.4 GB,9.91 MB,5.95 GB,539 µs,4.32 s,3.53 ms,279 ms,38%
149,17.7 MB,20.4 GB,9.91 MB,6.77 GB,539 µs,4.32 s,3.60 ms,375 ms,18%
150,17.7 MB,20.4 GB,9.91 MB,6.77 GB,539 µs,3.13 s,3.66 ms,383 ms,45%
151,17.7 MB,20.4 GB,9.91 MB,6.77 GB,539 µs,3.13 s,3.73 ms,390 ms,19%
152,17.7 MB,20.4 GB,9.91 MB,6.77 GB,539 µs,3.13 s,3.80 ms,398 ms,68%
153,17.7 MB,20.4 GB,9.91 MB,6.77 GB,539 µs,3.13 s,3.87 ms,405 ms,44%
154,17.6 MB,20.4 GB,9.91 MB,6.77 GB,509 µs,3.13 s,3.94 ms,413 ms,29%
155,17.6 MB,20.4 GB,9.91 MB,6.77 GB,509 µs,3.13 s,4.01 ms,420 ms,18%
156,17.6 MB,20.4 GB,9.91 MB,6.77 GB,509 µs,3.13 s,4.07 ms,428 ms,53%
157,17.6 MB,20.4 GB,9.91 MB,6.77 GB,509 µs,3.13 s,4.10 ms,436 ms,49%
158,17.6 MB,20.4 GB,9.91 MB,6.77 GB,509 µs,3.13 s,4.10 ms,443 ms,25%
159,17.6 MB,20.4 GB,9.91 MB,6.77 GB,509 µs,3.13 s,4.10 ms,451 ms,45%
160,17.6 MB,20.4 GB,9.91 MB,6.77 GB,509 µs,3.13 s,3.05 ms,432 ms,66%
161,17.6 MB,20.4 GB,9.91 MB,6.77 GB,493 µs,3.13 s,3.05 ms,432 ms,47%
162,17.6 MB,20.4 GB,9.91 MB,6.77 GB,493 µs,3.13 s,3.05 ms,432 ms,33%
163,17.6 MB,20.4 GB,9.91 MB,6.77 GB,493 µs,3.13 s,3.05 ms,432 ms,45%
164,17.6 MB,20.4 GB,10.6 MB,6.77 GB,493 µs,2.38 s,3.24 ms,432 ms,37%
165,17.6 MB,20.4 GB,10.6 MB,6.77 GB,493 µs,2.38 s,3.24 ms,432 ms,19%
166,17.6 MB,20.4 GB,10.6 MB,6.77 GB,493 µs,1.17 s,3.24 ms,432 ms,14%
167,17.6 MB,20.4 GB,10.6 MB,6.77 GB,493 µs,1.20 s,3.24 ms,432 ms,18%
168,17.6 MB,20.4 GB,10.6 MB,6.77 GB,493 µs,1.39 s,3.24 ms,432 ms,69%
169,17.6 MB,20.4 GB,10.6 MB,6.77 GB,445 µs,1.39 s,3.24 ms,432 ms,21%
170,17.6 MB,20.4 GB,10.6 MB,6.77 GB,445 µs,1.39 s,3.24 ms,387 ms,19%
171,17.6 MB,20.4 GB,10.6 MB,6.77 GB,456 µs,1.39 s,3.24 ms,400 ms,45%
172,17.6 MB,20.4 GB,10.6 MB,6.77 GB,456 µs,1.39 s,3.24 ms,409 ms,18%
173,17.6 MB,20.4 GB,10.6 MB,6.77 GB,456 µs,1.39 s,3.24 ms,417 ms,18%
174,17.6 MB,20.4 GB,10.6 MB,6.77 GB,456 µs,1.39 s,3.24 ms,425 ms,57%
175,17.6 MB,20.4 GB,10.4 MB,6.77 GB,456 µs,1.39 s,3.40 ms,496 ms,40%
176,17.6 MB,20.4 GB,10.4 MB,6.77 GB,456 µs,1.39 s,3.73 ms,496 ms,45%
177,17.6 MB,20.4 GB,10.4 MB,6.77 GB,456 µs,1.39 s,3.73 ms,496 ms,40%
178,17.6 MB,20.4 GB,10.4 MB,6.77 GB,456 µs,1.39 s,3.73 ms,496 ms,45%
179,17.6 MB,20.4 GB,10.4 MB,6.77 GB,456 µs,1.39 s,3.73 ms,496 ms,67%
180,17.6 MB,20.4 GB,10.4 MB,6.77 GB,431 µs,1.18 s,3.73 ms,496 ms,56%
181,17.6 MB,20.4 GB,10.4 MB,6.77 GB,431 µs,1.16 s,3.73 ms,496 ms,45%
182,17.6 MB,20.4 GB,10.4 MB,6.77 GB,289 µs,1.13 s,3.73 ms,496 ms,46%
183,17.6 MB,20.4 GB,10.4 MB,6.77 GB,295 µs,93.2 µs,3.73 ms,496 ms,35%
184,17.6 MB,20.4 GB,10.4 MB,6.77 GB,301 µs,137 µs,3.73 ms,496 ms,36%
185,17.6 MB,20.4 GB,10.4 MB,6.77 GB,352 µs,137 µs,3.73 ms,496 ms,30%
186,17.6 MB,20.4 GB,10.4 MB,6.77 GB,352 µs,137 µs,3.73 ms,498 ms,16%
187,17.6 MB,20.4 GB,10.4 MB,6.77 GB,352 µs,137 µs,3.73 ms,498 ms,30%
188,17.6 MB,20.4 GB,10.4 MB,6.77 GB,352 µs,137 µs,3.73 ms,498 ms,35%
189,17.6 MB,20.4 GB,10.5 MB,6.77 GB,352 µs,137 µs,3.73 ms,498 ms,70%
190,17.6 MB,20.4 GB,10.5 MB,6.77 GB,352 µs,137 µs,3.73 ms,406 ms,37%
191,17.6 MB,20.4 GB,10.5 MB,6.77 GB,352 µs,137 µs,3.73 ms,415 ms,29%
192,17.6 MB,20.4 GB,10.5 MB,6.77 GB,344 µs,137 µs,3.22 ms,423 ms,31%
193,17.6 MB,20.4 GB,10.5 MB,6.77 GB,344 µs,137 µs,3.78 ms,432 ms,30%
194,17.6 MB,20.4 GB,10.5 MB,6.77 GB,344 µs,137 µs,3.78 ms,441 ms,44%
195,17.6 MB,20.4 GB,10.5 MB,6.77 GB,344 µs,137 µs,3.78 ms,449 ms,22%
196,17.6 MB,20.4 GB,10.5 MB,6.77 GB,344 µs,137 µs,3.78 ms,515 ms,44%
197,17.6 MB,20.4 GB,10.5 MB,6.77 GB,344 µs,137 µs,3.78 ms,515 ms,35%
198,17.6 MB,20.4 GB,10.5 MB,6.77 GB,344 µs,134 µs,3.78 ms,515 ms,32%
199,17.6 MB,20.4 GB,10.5 MB,6.77 GB,344 µs,134 µs,3.85 ms,451 ms,59%
200,17.6 MB,20.4 GB,10.5 MB,6.77 GB,316 µs,134 µs,3.85 ms,442 ms,29%
201,17.6 MB,20.4 GB,10.5 MB,6.77 GB,316 µs,134 µs,3.85 ms,433 ms,14%
202,17.6 MB,20.4 GB,10.5 MB,6.77 GB,316 µs,128 µs,3.85 ms,425 ms,45%
203,17.6 MB,20.4 GB,10.5 MB,6.77 GB,316 µs,128 µs,3.85 ms,416 ms,27%
204,17.6 MB,20.4 GB,10.5 MB,6.77 GB,316 µs,128 µs,3.85 ms,408 ms,28%
205,17.6 MB,20.4 GB,10.5 MB,6.77 GB,316 µs,128 µs,3.85 ms,399 ms,36%
206,17.6 MB,20.4 GB,10.5 MB,6.77 GB,274 µs,128 µs,3.85 ms,510 ms,56%
207,17.6 MB,20.4 GB,10.5 MB,6.77 GB,269 µs,128 µs,3.85 ms,510 ms,0%
208,17.6 MB,20.4 GB,10.5 MB,6.77 GB,264 µs,128 µs,3.34 ms,510 ms,0%
209,17.6 MB,20.4 GB,10.5 MB,6.77 GB,258 µs,128 µs,3.40 ms,509 ms,0%
210,17.7 MB,20.4 GB,10.5 MB,6.77 GB,281 µs,124 µs,3.47 ms,509 ms,0%
211,17.7 MB,20.4 GB,10.5 MB,6.77 GB,281 µs,124 µs,3.95 ms,509 ms,0%
212,17.7 MB,20.4 GB,10.5 MB,6.77 GB,281 µs,124 µs,3.47 ms,509 ms,0%
213,17.7 MB,20.4 GB,10.5 MB,6.77 GB,281 µs,124 µs,3.41 ms,509 ms,0%
214,17.7 MB,20.4 GB,10.5 MB,6.77 GB,270 µs,110 µs,3.34 ms,509 ms,0%
215,17.7 MB,20.4 GB,10.5 MB,6.77 GB,270 µs,110 µs,3.25 ms,509 ms,0%
216,17.7 MB,20.4 GB,10.5 MB,6.77 GB,270 µs,110 µs,3.25 ms,509 ms,0%
217,17.7 MB,20.4 GB,10.5 MB,6.77 GB,270 µs,110 µs,3.25 ms,509 ms,0%
218,17.7 MB,20.4 GB,10.5 MB,6.77 GB,270 µs,110 µs,3.25 ms,509 ms,0%
219,17.7 MB,20.4 GB,10.5 MB,6.77 GB,270 µs,110 µs,3.25 ms,509 ms,0%
220,17.7 MB,20.4 GB,10.5 MB,6.77 GB,270 µs,110 µs,3.25 ms,501 ms,0%
221,17.7 MB,20.4 GB,10.5 MB,6.77 GB,270 µs,110 µs,3.25 ms,501 ms,0%
222,17.7 MB,20.4 GB,10.5 MB,6.77 GB,270 µs,110 µs,3.25 ms,501 ms,0%
223,17.7 MB,20.4 GB,10.5 MB,6.77 GB,270 µs,110 µs,3.25 ms,336 ms,0%
224,17.7 MB,20.4 GB,10.5 MB,6.77 GB,270 µs,76.7 µs,3.02 ms,336 ms,0%
225,17.7 MB,20.4 GB,10.5 MB,6.77 GB,229 µs,78.3 µs,3.02 ms,336 ms,0%
226,17.7 MB,20.4 GB,10.5 MB,6.77 GB,225 µs,79.9 µs,2.46 ms,336 ms,0%
227,17.7 MB,20.4 GB,10.5 MB,6.77 GB,220 µs,81.5 µs,2.46 ms,336 ms,0%
228,17.7 MB,20.4 GB,10.5 MB,6.77 GB,216 µs,96.3 µs,2.46 ms,336 ms,0%
229,17.7 MB,20.4 GB,10.5 MB,6.77 GB,202 µs,96.3 µs,2.46 ms,336 ms,0%
230,17.7 MB,20.4 GB,10.5 MB,6.77 GB,198 µs,96.3 µs,2.46 ms,336 ms,0%
231,17.7 MB,20.4 GB,10.5 MB,6.77 GB,193 µs,81.0 µs,2.46 ms,268 ms,0%
232,17.7 MB,20.4 GB,10.5 MB,6.77 GB,189 µs,79.4 µs,2.46 ms,268 ms,0%
233,17.7 MB,20.4 GB,10.5 MB,6.77 GB,185 µs,77.8 µs,2.46 ms,268 ms,0%
234,17.7 MB,20.4 GB,10.5 MB,6.77 GB,181 µs,76.2 µs,2.46 ms,268 ms,0%
235,17.7 MB,20.4 GB,10.5 MB,6.77 GB,177 µs,74.6 µs,1.75 ms,268 ms,0%
236,17.7 MB,20.4 GB,10.5 MB,6.77 GB,172 µs,73.0 µs,1.99 ms,268 ms,0%
237,17.7 MB,20.4 GB,10.5 MB,6.77 GB,168 µs,71.4 µs,1.99 ms,268 ms,0%
238,17.7 MB,20.4 GB,10.5 MB,6.77 GB,164 µs,69.8 µs,1.99 ms,268 ms,0%
239,17.7 MB,20.4 GB,10.5 MB,6.77 GB,160 µs,68.2 µs,1.73 ms,188 ms,0%
240,17.7 MB,20.4 GB,10.5 MB,6.77 GB,130 µs,66.5 µs,1.70 ms,188 ms,0%
241,17.7 MB,20.4 GB,10.5 MB,6.77 GB,127 µs,64.9 µs,1.67 ms,188 ms,0%
242,17.7 MB,20.4 GB,10.5 MB,6.77 GB,123 µs,63.3 µs,1.63 ms,188 ms,0%
243,17.7 MB,20.4 GB,10.5 MB,6.77 GB,120 µs,61.7 µs,1.60 ms,188 ms,0%
244,17.7 MB,20.4 GB,10.5 MB,6.77 GB,116 µs,26.5 µs,1.57 ms,188 ms,0%
245,17.7 MB,20.4 GB,10.5 MB,6.77 GB,113 µs,26.5 µs,1.42 ms,188 ms,0%
246,17.7 MB,20.4 GB,10.5 MB,6.77 GB,110 µs,26.5 µs,1.42 ms,399 µs,0%
247,17.7 MB,20.4 GB,10.5 MB,6.77 GB,106 µs,26.5 µs,1.42 ms,488 µs,0%
248,17.7 MB,20.4 GB,10.5 MB,6.77 GB,103 µs,26.5 µs,1.42 ms,488 µs,0%
249,17.7 MB,20.4 GB,10.5 MB,6.77 GB,99.3 µs,34.0 µs,805 µs,488 µs,0%
250,17.7 MB,20.4 GB,10.5 MB,6.77 GB,95.8 µs,32.9 µs,805 µs,488 µs,0%
251,17.7 MB,20.4 GB,10.5 MB,6.77 GB,92.4 µs,31.8 µs,805 µs,488 µs,0%
252,17.7 MB,20.4 GB,10.5 MB,6.77 GB,,30.7 µs,805 µs,488 µs,0%
253,17.7 MB,20.4 GB,10.5 MB,6.77 GB,,29.6 µs,805 µs,488 µs,0%
254,17.7 MB,20.4 GB,10.5 MB,6.77 GB,,28.5 µs,805 µs,481 µs,0%
255,17.7 MB,20.4 GB,10.5 MB,6.77 GB,,27.4 µs,805 µs,481 µs,0%
256,17.7 MB,10.2 GB,10.5 MB,6.77 GB,,26.3 µs,717 µs,481 µs,0%
257,17.7 MB,10.2 GB,10.5 MB,6.77 GB,,25.2 µs,717 µs,481 µs,0%
258,17.7 MB,10.2 GB,10.5 MB,6.77 GB,,24.1 µs,717 µs,481 µs,0%
259,17.7 MB,10.2 GB,10.5 MB,6.77 GB,,23.0 µs,299 µs,481 µs,0%
260,17.7 MB,10.2 GB,10.5 MB,6.77 GB,,21.9 µs,350 µs,481 µs,0%
261,17.7 MB,10.2 GB,10.5 MB,6.77 GB,,20.8 µs,350 µs,481 µs,0%
262,17.7 MB,10.2 GB,10.5 MB,6.77 GB,,,350 µs,481 µs,0%
263,17.7 MB,10.2 GB,10.5 MB,6.77 GB,,,350 µs,481 µs,0%
264,17.7 MB,10.2 GB,10.5 MB,6.77 GB,,,350 µs,481 µs,0%
