step,ram-cpu_queue-proxy,ram-cpu_user-container,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu_queue-proxy,cpu-cpu_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,gpu_gpu_0
0,7.61 MB,10.2 GB,,,176 µs,86.8 µs,,,
1,7.61 MB,10.2 GB,,,172 µs,70.8 µs,,,
2,11.5 MB,10.2 GB,,,168 µs,69.3 µs,,,
3,11.5 MB,10.2 GB,,,164 µs,67.9 µs,,,
4,11.5 MB,10.2 GB,,,160 µs,66.4 µs,,,
5,11.5 MB,10.2 GB,,,156 µs,65.0 µs,,,
6,11.5 MB,10.2 GB,,,152 µs,63.5 µs,,,
7,11.5 MB,10.2 GB,,,148 µs,41.8 µs,,,
8,11.5 MB,10.2 GB,,,144 µs,40.9 µs,,,
9,11.5 MB,10.2 GB,,,140 µs,39.9 µs,,,
10,11.5 MB,10.2 GB,,,135 µs,38.9 µs,,,
11,11.5 MB,10.2 GB,,,70.1 µs,37.9 µs,,,
12,11.5 MB,10.2 GB,,,68.0 µs,36.9 µs,,,
13,11.5 MB,10.2 GB,,,66.0 µs,36.0 µs,,,
14,11.5 MB,10.2 GB,,,63.9 µs,35.0 µs,,,
15,15.4 MB,13.1 GB,,,1.39 ms,115 ms,,,
16,15.4 MB,13.1 GB,,,1.47 ms,124 ms,,,
17,15.4 MB,13.1 GB,,,1.55 ms,132 ms,,,
18,15.4 MB,13.1 GB,,,1.63 ms,141 ms,,,
19,15.4 MB,13.1 GB,,,1.71 ms,150 ms,,,
20,15.4 MB,13.1 GB,,,1.80 ms,158 ms,,,
21,15.4 MB,13.1 GB,,,1.88 ms,167 ms,,,
22,15.4 MB,13.1 GB,,,1.91 ms,175 ms,,,
23,15.4 MB,13.1 GB,,,2.00 ms,184 ms,,,
24,15.4 MB,13.1 GB,,,2.08 ms,193 ms,,,
25,15.4 MB,13.1 GB,,,2.16 ms,201 ms,,,
26,15.4 MB,13.1 GB,,,2.25 ms,210 ms,,,
27,15.4 MB,20.7 GB,,,2.33 ms,546 ms,,,
28,16.4 MB,20.7 GB,,,2.10 ms,567 ms,,,
29,16.4 MB,20.7 GB,,,2.17 ms,589 ms,,,
30,16.4 MB,20.7 GB,,,2.25 ms,610 ms,,,
31,16.4 MB,20.7 GB,,,2.32 ms,632 ms,,,
32,16.4 MB,20.7 GB,,,2.39 ms,653 ms,,,
33,16.4 MB,20.7 GB,,,2.46 ms,675 ms,,,
34,16.4 MB,20.7 GB,,,2.53 ms,696 ms,,,
35,16.4 MB,20.7 GB,,,2.61 ms,718 ms,,,
36,16.4 MB,20.7 GB,,,2.68 ms,739 ms,,,
37,16.4 MB,20.7 GB,,,2.75 ms,761 ms,,,
38,16.4 MB,20.7 GB,,,2.82 ms,782 ms,,,
39,16.4 MB,20.7 GB,,,2.89 ms,803 ms,,,
40,16.4 MB,20.7 GB,,,2.97 ms,825 ms,,,
41,16.4 MB,20.7 GB,,,3.04 ms,674 ms,,,
42,16.4 MB,20.7 GB,,,2.52 ms,674 ms,,,
43,16.4 MB,20.7 GB,,,2.52 ms,674 ms,,,
44,16.4 MB,20.7 GB,,,2.52 ms,674 ms,,,
45,16.4 MB,20.7 GB,,,2.52 ms,2.31 s,,,
46,16.4 MB,20.7 GB,,,2.52 ms,2.36 s,,,
47,16.3 MB,20.7 GB,,,2.32 ms,2.41 s,,,
48,16.3 MB,20.7 GB,,,2.37 ms,2.47 s,,,
49,16.3 MB,20.7 GB,,,2.41 ms,2.52 s,,,
50,16.3 MB,20.7 GB,,,2.46 ms,2.57 s,,,
51,16.3 MB,20.7 GB,,,2.51 ms,2.63 s,,,
52,16.3 MB,20.7 GB,,,2.55 ms,2.68 s,,,
53,16.3 MB,20.7 GB,,,2.60 ms,2.73 s,,,
54,16.3 MB,20.7 GB,,,2.65 ms,2.78 s,,,
55,16.3 MB,20.7 GB,,,2.69 ms,2.84 s,,,
56,16.3 MB,20.7 GB,,,2.74 ms,2.89 s,,,
57,16.3 MB,20.7 GB,,,2.79 ms,2.94 s,,,
58,16.3 MB,20.7 GB,,,2.80 ms,3.58 s,,,
59,16.3 MB,20.7 GB,,,2.80 ms,3.65 s,,,
60,16.3 MB,20.7 GB,,,2.80 ms,3.71 s,,,
61,16.3 MB,20.7 GB,,,2.80 ms,3.78 s,,,
62,16.3 MB,20.7 GB,,,1.87 ms,3.91 s,,,
63,16.3 MB,20.7 GB,,,1.87 ms,3.99 s,,,
64,16.3 MB,20.7 GB,,,1.56 ms,4.07 s,,,
65,16.5 MB,20.7 GB,,,1.47 ms,4.15 s,,,
66,16.5 MB,20.7 GB,,,1.47 ms,4.22 s,,,
67,16.5 MB,20.7 GB,,,1.47 ms,4.30 s,,,
68,16.5 MB,20.7 GB,,,1.47 ms,4.38 s,,,
69,16.5 MB,20.7 GB,,,1.47 ms,4.64 s,,,
70,16.5 MB,20.7 GB,,,1.47 ms,4.72 s,,,
71,16.5 MB,20.7 GB,,,1.47 ms,4.80 s,,,
72,16.5 MB,20.7 GB,,,1.47 ms,4.89 s,,,
73,16.5 MB,20.7 GB,,,1.47 ms,4.95 s,,,
74,16.5 MB,20.7 GB,,,1.47 ms,4.95 s,,,
75,16.5 MB,20.7 GB,,,759 µs,5.23 s,,,
76,16.5 MB,20.7 GB,,,759 µs,5.33 s,,,
77,16.5 MB,20.7 GB,,,759 µs,5.43 s,,,
78,16.5 MB,20.7 GB,,,759 µs,5.53 s,,,
79,16.5 MB,20.7 GB,,,759 µs,5.62 s,,,
80,16.5 MB,20.7 GB,,,759 µs,5.72 s,,,
81,16.9 MB,20.7 GB,,,776 µs,5.82 s,,,
82,16.9 MB,20.7 GB,,,776 µs,5.83 s,,,
83,16.9 MB,20.7 GB,,,776 µs,5.83 s,,,
84,16.9 MB,20.7 GB,,,776 µs,4.98 s,,,
85,16.9 MB,20.7 GB,,,776 µs,4.88 s,,,
86,16.9 MB,20.7 GB,,,776 µs,4.78 s,,,
87,16.9 MB,20.7 GB,,,776 µs,4.80 s,,,
88,16.9 MB,20.7 GB,,,804 µs,4.90 s,,,
89,16.9 MB,20.7 GB,,,804 µs,5.00 s,,,
